x448,mlkem768,hqc192
2.0,1.25,19.71
2.08,1.4,19.65
2.39,2.73,19.76
2.89,1.36,19.68
1.95,1.74,19.88
2.07,1.44,19.73
2.26,1.55,20.04
1.96,1.74,19.92
1.77,2.2,19.77
2.08,1.13,20.02
2.0,1.97,20.37
1.83,1.62,19.59
2.38,2.42,19.82
1.77,1.21,22.23
2.92,1.84,19.8
1.81,1.87,19.95
1.52,1.83,19.75
1.72,1.78,20.25
2.25,1.36,19.93
2.6,2.11,19.74
1.5,1.89,19.82
2.85,2.24,20.06
1.8,2.45,19.67
2.1,1.29,19.74
1.65,1.48,19.89
1.77,1.91,20.1
1.51,1.54,19.76
1.62,1.38,20.0
1.9,1.3,19.81
1.55,1.51,19.7
2.23,1.44,20.27
2.1,1.28,19.84
2.04,1.77,19.74
2.04,1.15,22.33
1.54,1.49,21.83
1.48,1.15,21.83
1.79,1.58,21.64
1.68,1.78,21.88
1.99,1.45,21.92
1.53,1.54,21.55
1.89,1.36,21.56
2.35,1.7,21.76
1.8,1.36,22.38
2.01,1.25,22.13
1.91,1.51,21.78
3.06,1.85,21.75
1.88,1.95,22.89
1.67,1.3,21.41
2.06,1.8,21.62
2.06,2.55,21.64
2.5,1.43,21.91
1.5,2.22,21.97
2.32,2.73,21.77
2.78,1.45,21.85
1.65,1.8,21.91
3.02,1.96,21.82
1.53,1.61,21.83
2.14,1.28,22.18
2.08,1.62,22.41
1.73,1.81,22.33
1.81,1.47,21.44
1.69,1.79,21.56
1.8,1.6,21.63
1.58,1.77,21.37
1.91,2.81,21.53
1.78,2.13,22.22
1.69,1.49,21.49
1.64,2.63,21.48
2.47,1.56,21.6
1.83,1.75,21.5
2.02,1.53,21.65
2.48,1.41,22.05
1.98,1.52,21.77
2.24,1.8,21.71
1.85,1.7,21.84
2.17,2.34,21.69
1.89,1.28,20.54
1.67,1.28,20.41
2.22,1.89,20.0
2.39,1.72,19.73
1.58,1.71,19.89
1.51,1.3,20.79
1.68,1.35,19.71
1.74,1.34,20.87
1.48,2.31,19.78
1.9,2.36,20.56
2.18,1.4,20.15
2.09,1.71,20.03
1.74,1.79,19.93
1.81,1.9,19.84
1.59,1.33,19.87
1.5,2.11,19.8
1.99,1.84,19.85
1.65,1.7,19.96
1.67,1.29,20.11
1.95,1.56,19.53
1.64,1.38,20.33
2.04,1.64,19.94
2.21,1.28,20.01
2.37,1.56,19.7
2.26,1.89,20.19
1.88,1.42,20.0
1.58,1.14,19.59
1.94,1.28,20.36
2.03,1.61,20.16
2.11,1.28,19.85
1.76,1.3,19.7
2.23,1.24,20.06
2.72,1.53,19.89
2.06,1.54,19.87
2.39,2.14,19.62
1.48,1.71,20.05
1.65,1.34,19.95
1.85,1.23,19.95
1.67,1.39,20.11
2.56,1.52,19.9
2.59,1.86,20.08
1.61,2.18,20.38
1.59,1.44,20.4
1.7,2.1,20.03
1.73,1.62,19.9
1.8,1.54,19.77
2.05,1.91,19.68
2.18,1.32,20.35
1.54,1.39,19.96
1.54,1.54,19.89
2.08,1.85,20.28
1.63,1.87,19.75
1.58,1.87,19.91
1.78,1.31,20.18
1.9,1.75,21.6
1.89,1.51,23.01
1.76,1.53,22.15
2.14,2.37,21.75
1.55,1.79,23.25
1.87,2.23,21.51
1.74,1.6,21.48
2.75,1.91,21.14
1.71,1.81,21.57
1.88,1.62,21.73
1.91,1.35,21.63
1.74,1.74,22.08
1.91,1.46,21.82
1.5,1.35,21.69
2.14,1.43,22.46
1.77,2.13,21.37
1.68,1.75,21.12
1.78,1.39,22.12
2.11,2.38,20.06
1.67,1.55,19.78
1.79,1.71,20.45
1.8,1.42,20.1
1.85,1.84,19.62
2.22,2.3,22.94
1.85,1.69,20.78
2.28,1.82,20.68
2.13,1.88,19.87
2.17,1.38,19.82
1.46,1.82,20.33
11.24,1.61,19.83
1.69,1.98,20.29
1.58,2.83,19.93
2.15,1.97,20.31
1.55,1.86,19.79
1.63,1.36,20.11
2.01,1.51,21.66
2.72,1.6,20.48
1.93,1.76,20.07
1.8,1.82,20.7
2.33,1.56,21.26
1.79,1.31,21.21
1.61,1.42,21.13
1.49,1.52,21.45
1.77,1.23,21.33
1.99,2.11,19.83
2.17,1.7,20.16
2.22,1.3,20.0
1.8,1.88,19.81
1.94,1.47,20.4
1.66,1.36,21.73
2.32,1.49,20.27
1.98,1.52,21.74
2.09,2.13,20.34
1.64,2.03,21.14
1.49,1.41,20.1
1.85,1.65,19.58
1.57,1.8,20.3
1.96,1.65,19.95
1.46,1.19,19.6
1.72,1.47,20.07
2.99,2.08,20.34
2.69,1.29,20.66
1.48,1.46,19.65
2.2,1.56,20.14
1.77,1.33,20.15
2.34,1.96,20.0
2.4,1.71,20.17
2.31,1.62,19.81
1.85,2.38,19.7
1.82,1.77,19.87
3.71,2.08,19.98
1.91,2.19,20.45
1.86,1.88,19.78
2.17,2.33,20.4
1.89,1.68,22.39
1.55,1.69,21.74
2.06,1.15,21.39
1.66,1.44,21.53
2.15,1.26,21.11
1.69,1.61,21.02
2.1,1.63,21.39
1.53,1.69,21.03
2.67,1.28,21.49
2.4,1.39,21.72
1.59,1.63,21.58
2.82,1.36,21.11
2.45,1.2,21.31
1.71,1.41,21.3
1.89,1.54,21.26
1.54,1.16,20.98
1.88,1.4,19.77
1.6,1.51,19.71
1.83,1.82,21.35
2.42,1.15,20.95
1.95,1.17,21.29
2.0,2.15,21.57
2.2,1.3,21.59
2.71,1.33,21.01
1.89,2.36,21.04
2.07,2.14,21.51
2.34,1.63,20.91
1.74,1.14,19.78
2.27,1.28,19.91
1.89,1.63,20.43
1.83,1.87,22.13
1.53,1.61,19.84
1.98,1.57,20.24
1.94,1.32,21.41
1.55,1.15,20.91
2.14,1.83,20.81
1.97,1.62,19.54
2.39,1.58,19.98
2.33,1.37,21.02
1.99,1.94,20.63
1.96,1.54,19.72
2.38,1.56,20.24
1.66,1.75,20.11
1.72,1.51,19.72
2.64,1.43,19.99
1.85,1.15,19.85
1.82,1.51,19.85
1.96,1.73,20.11
1.59,1.4,19.64
2.13,1.62,20.07
1.77,1.84,22.67
1.48,1.26,30.55
2.24,1.2,20.18
2.35,1.28,20.03
2.58,1.38,19.94
2.96,2.13,20.22
1.71,2.16,20.14
1.62,1.16,19.67
1.52,2.31,20.48
1.75,1.61,19.77
1.63,1.57,19.7
2.33,2.08,19.81
1.72,2.7,20.04
1.55,1.75,19.71
1.7,1.74,19.85
1.74,1.16,19.8
1.57,1.52,20.92
1.76,1.41,19.85
1.75,1.33,21.61
2.14,1.15,20.0
2.21,1.71,20.49
2.3,2.17,19.95
1.87,1.82,20.17
1.92,1.7,19.75
2.17,1.24,20.03
1.55,2.44,19.98
2.28,1.45,20.15
1.89,1.51,19.77
1.78,1.73,19.8
2.6,2.77,19.7
1.79,1.59,21.62
1.47,2.11,21.99
1.99,1.68,21.65
1.56,2.03,19.6
2.13,1.23,19.69
2.34,2.11,20.52
1.59,2.62,19.68
1.91,1.35,19.83
1.7,1.4,19.89
1.8,1.58,19.76
1.7,2.39,19.6
2.69,1.28,19.92
1.61,1.92,19.94
2.0,1.29,19.56
1.9,1.26,20.1
1.73,2.14,19.73
1.93,1.29,19.73
2.12,1.36,20.03
1.52,1.44,19.93
1.53,1.51,20.38
1.76,1.71,19.86
1.79,1.68,19.67
1.94,2.49,19.85
1.74,1.78,19.92
1.64,1.6,19.81
1.76,1.24,20.35
1.96,1.44,19.62
1.86,1.28,19.67
1.82,1.68,19.84
1.93,1.44,19.99
2.34,1.46,19.69
2.31,1.51,19.68
1.75,1.87,20.71
2.18,1.38,21.67
1.71,1.24,19.9
1.57,2.22,19.69
1.96,1.35,21.34
1.86,1.36,20.65
2.29,1.15,19.86
1.91,1.59,19.65
2.2,1.68,20.11
2.1,1.65,20.33
1.86,1.23,20.01
2.42,1.23,19.94
1.54,1.16,20.34
2.96,1.92,20.18
1.8,1.47,19.83
2.12,3.07,19.68
1.51,2.13,19.89
1.47,1.22,19.7
2.03,1.15,19.57
2.17,1.62,19.71
2.15,1.48,20.84
1.7,1.15,19.79
2.27,2.29,19.82
2.19,2.01,19.71
1.97,2.22,20.0
3.04,2.34,19.97
2.33,1.47,19.71
1.47,1.65,19.58
2.52,1.87,19.83
1.73,2.04,19.6
2.05,1.55,19.98
1.84,1.23,19.8
1.57,1.44,19.66
1.7,1.65,19.7
2.06,1.73,20.23
1.6,1.29,19.74
1.91,1.22,19.81
3.06,1.5,19.6
1.84,1.19,19.83
2.35,1.85,19.51
1.64,2.03,19.95
1.86,2.79,19.8
1.86,1.52,20.79
1.79,1.49,19.76
1.66,1.36,19.74
2.03,1.65,19.63
2.35,1.45,19.83
2.96,1.39,20.07
1.69,1.56,20.43
2.1,1.37,19.75
2.2,1.51,20.61
1.65,1.89,19.59
1.97,1.21,19.67
1.96,1.62,19.68
1.57,1.49,20.32
1.99,2.13,19.69
1.86,1.83,19.97
2.16,1.17,19.98
1.88,1.52,20.11
1.72,2.19,20.25
2.3,1.27,19.63
2.25,1.29,20.67
1.92,1.38,20.07
1.73,1.46,19.75
1.61,1.39,19.79
1.74,1.58,19.73
2.29,1.61,20.14
2.13,1.9,19.62
1.9,1.99,19.74
1.88,2.34,20.29
1.98,1.77,19.91
2.31,2.78,19.71
1.81,1.49,19.87
2.54,1.47,20.42
2.01,1.26,19.78
2.18,1.36,20.34
2.05,1.45,20.3
2.71,1.31,19.84
2.49,1.93,19.83
1.52,1.31,19.81
2.2,1.42,19.77
1.67,1.42,20.07
1.66,1.23,20.8
2.22,1.64,20.33
1.93,1.22,19.78
1.93,1.64,19.75
2.2,1.79,19.88
1.55,1.41,19.73
1.51,1.55,19.7
2.06,1.3,19.75
2.3,1.4,20.3
1.64,1.67,20.21
1.64,2.23,19.77
1.88,1.49,19.79
1.95,1.23,19.7
1.89,1.43,19.68
1.71,1.2,19.8
1.83,1.29,19.75
2.06,1.28,19.53
2.11,2.13,19.73
1.81,2.17,19.69
1.66,1.48,19.93
1.85,1.27,19.53
3.0,1.4,19.77
2.06,1.61,19.8
1.68,1.28,20.38
1.97,1.38,19.57
1.95,1.69,19.87
2.06,2.18,19.92
1.73,1.88,20.41
2.0,1.75,22.26
2.38,1.28,19.89
1.81,1.69,19.83
1.74,1.68,19.61
1.54,2.15,19.85
1.98,1.42,20.42
1.83,1.22,20.06
2.42,1.43,19.74
2.75,1.81,19.83
2.27,1.31,20.21
2.1,1.36,19.88
1.79,1.81,20.11
1.75,1.37,19.56
2.48,2.9,19.73
2.17,1.53,20.31
2.06,1.9,19.78
1.57,2.05,20.01
1.82,1.24,20.03
2.77,1.33,19.8
1.91,1.72,19.71
1.94,1.75,19.73
1.68,1.61,19.69
2.53,1.94,20.28
1.61,1.28,20.01
1.61,1.64,19.99
2.76,1.47,19.71
1.52,1.44,19.85
1.68,1.37,19.92
1.98,1.43,19.92
1.58,1.76,19.7
1.76,1.24,19.63
2.86,1.41,19.73
1.47,1.55,20.05
2.24,1.54,19.95
3.08,1.92,19.97
1.72,1.62,19.77
1.87,1.62,20.05
1.87,2.52,19.9
1.7,1.26,19.85
2.07,1.78,19.86
2.0,1.85,20.08
1.82,1.32,20.01
2.12,1.43,19.94
2.51,1.35,19.82
2.08,1.72,21.54
1.65,1.43,19.88
1.73,1.45,19.72
1.88,1.75,19.78
2.07,1.43,20.57
1.82,1.88,20.17
1.72,1.21,19.84
1.76,1.62,19.96
1.58,1.95,20.06
1.99,2.16,19.96
2.77,2.41,20.13
1.96,1.49,20.04
1.71,1.37,19.67
1.72,1.16,19.68
1.74,1.21,19.79
1.78,1.28,20.0
2.06,2.01,19.68
1.92,1.85,19.86
2.09,1.22,20.04
2.0,1.71,21.34
2.21,2.42,19.86
1.62,2.18,19.94
1.98,1.44,20.03
1.86,1.44,19.79
1.73,1.17,20.05
1.98,2.19,20.62
1.69,1.65,19.99
2.3,1.37,19.71
1.96,1.52,19.8
2.09,1.92,20.13
1.54,1.17,19.71
2.52,1.16,20.23
2.02,1.49,19.91
1.95,1.45,19.61
2.37,1.87,19.64
1.98,1.46,20.18
2.5,1.58,19.89
1.91,1.28,20.19
1.64,1.46,19.83
2.03,1.45,19.84
1.79,1.33,20.24
2.58,1.44,19.89
2.38,1.53,19.65
1.81,1.22,20.04
1.74,2.18,19.9
1.89,1.9,20.41
1.62,1.35,19.84
1.68,2.46,20.64
1.58,1.52,19.75
1.78,1.36,19.86
1.64,1.47,19.84
2.1,1.2,19.82
1.59,1.78,19.87
1.82,2.13,19.71
2.01,1.28,19.84
1.97,1.54,19.8
1.8,1.53,20.28
1.67,1.65,21.33
1.74,1.63,19.64
2.2,1.29,19.86
1.84,1.78,19.79
2.54,2.92,19.71
1.82,1.37,19.91
2.74,1.82,19.73
2.11,1.31,19.98
1.89,2.19,20.06
1.81,1.23,19.73
1.79,1.28,19.97
1.88,1.6,19.86
2.12,1.29,19.88
2.0,1.63,20.11
2.25,1.27,19.63
1.67,1.99,19.94
2.17,1.48,19.69
1.62,1.32,19.8
1.74,2.44,19.94
3.28,1.4,19.73
3.5,1.94,19.75
1.7,2.09,19.99
1.48,1.29,20.31
2.84,1.36,19.75
1.97,1.59,19.53
1.69,1.16,19.94
1.71,2.15,19.93
1.81,1.47,19.88
2.01,2.02,19.68
1.61,1.61,19.96
1.81,1.77,19.88
2.06,1.4,20.02
2.26,1.28,19.72
1.76,1.61,19.96
1.9,1.36,19.81
1.73,1.23,19.69
2.12,1.21,20.14
1.99,1.73,20.46
1.67,1.6,20.1
1.63,1.21,19.94
1.89,1.5,19.79
1.72,2.37,19.59
2.72,1.97,19.84
1.97,1.36,20.11
2.08,1.97,19.66
1.66,1.66,20.23
1.97,2.05,19.86
1.92,1.31,20.02
1.98,1.61,20.2
1.96,1.5,19.74
1.68,1.56,19.91
2.43,1.65,19.71
1.97,2.11,19.88
2.26,1.45,19.75
2.06,1.94,19.8
2.03,2.23,20.32
1.93,1.52,20.27
2.53,1.74,20.16
1.51,1.49,21.25
1.78,1.27,19.89
1.88,1.84,20.1
2.19,1.36,19.96
1.55,1.3,20.07
2.04,1.55,19.89
1.71,1.51,19.66
2.88,1.4,19.67
2.49,1.71,19.67
1.75,1.15,19.66
1.9,1.3,19.75
3.62,1.79,20.08
1.94,1.55,19.66
1.69,1.96,19.67
1.87,1.85,20.23
2.15,1.24,19.91
2.0,1.14,20.07
1.73,1.83,19.77
1.55,1.69,19.78
2.28,1.2,20.32
1.63,1.74,19.87
2.0,1.14,20.5
2.02,1.62,20.41
1.97,1.35,20.27
1.6,1.34,19.79
1.7,2.32,20.39
1.95,1.56,20.65
2.11,1.23,19.8
1.89,1.95,19.76
2.15,2.02,20.64
1.65,1.21,19.86
2.27,1.31,19.65
2.13,1.36,20.17
1.54,1.91,19.72
2.55,1.25,19.78
1.58,1.51,20.59
1.58,1.65,19.96
2.12,1.63,19.84
1.52,1.96,20.04
1.8,1.37,19.74
1.97,2.23,19.82
1.56,2.22,19.98
1.49,1.74,19.51
1.6,1.78,20.01
1.73,1.48,19.96
1.78,1.68,19.97
1.81,1.58,19.89
1.69,1.51,19.75
1.9,1.35,20.25
1.96,1.38,19.98
2.07,1.81,19.7
2.1,2.33,19.72
1.92,1.97,20.01
2.14,1.7,19.74
1.68,1.99,19.69
1.49,1.76,19.89
1.75,1.49,20.5
1.7,1.58,19.68
1.75,1.68,19.77
1.92,1.16,20.18
2.02,1.89,20.02
2.43,1.58,19.91
2.08,1.47,20.0
1.84,1.7,20.32
1.96,2.48,19.88
1.92,1.44,19.91
1.86,2.1,20.08
1.99,1.54,19.84
1.78,1.26,19.92
2.42,1.58,20.67
1.97,1.51,19.77
1.61,1.25,19.82
1.52,1.83,19.55
1.77,1.72,20.48
2.0,1.32,19.79
1.69,1.43,19.75
1.53,1.67,19.71
2.02,2.06,19.95
2.29,1.41,19.89
2.54,1.71,20.06
1.72,1.15,19.67
1.92,1.5,19.58
1.56,1.65,19.94
1.69,1.96,19.66
1.71,1.38,20.87
2.06,1.29,29.65
1.77,1.98,20.03
2.09,1.23,19.78
1.7,1.54,20.29
2.78,1.43,20.34
2.61,1.58,19.79
1.85,1.94,19.88
1.46,1.77,19.94
1.66,2.16,19.64
1.74,2.77,19.79
2.1,2.57,20.35
2.05,1.59,19.95
1.75,2.09,19.76
1.83,1.45,20.06
1.74,1.43,20.05
2.35,1.55,20.17
1.77,1.64,19.7
2.73,1.86,19.8
1.86,1.32,20.4
1.72,1.56,20.09
1.76,1.65,19.7
1.7,1.55,19.96
1.6,1.6,19.52
2.66,1.57,19.73
2.03,1.51,19.66
2.01,1.72,19.75
1.74,1.47,20.01
1.8,1.53,19.81
1.47,1.34,19.83
1.51,1.91,20.13
1.89,2.49,19.96
1.56,3.22,19.65
1.8,1.4,20.48
2.58,1.51,19.9
1.58,1.67,19.73
1.58,1.23,20.05
2.17,2.28,20.05
2.19,1.84,19.77
1.53,2.13,19.64
1.66,1.16,20.54
2.46,1.43,19.89
1.45,1.7,19.63
2.66,1.27,20.02
1.64,2.39,20.38
2.28,1.41,19.74
1.98,1.78,20.06
2.16,2.46,20.66
1.64,1.89,19.65
2.45,1.51,19.9
1.76,2.16,19.81
1.97,1.2,19.7
2.37,1.9,20.23
2.05,1.22,20.03
3.22,2.46,20.59
3.05,1.58,20.37
2.83,1.44,20.15
1.62,2.35,19.82
1.91,1.3,19.8
2.18,1.4,20.46
2.93,1.82,19.76
2.08,2.08,19.95
1.68,2.19,19.73
1.62,1.95,19.82
1.79,2.02,19.81
1.57,1.26,19.98
1.88,1.6,21.72
1.63,1.51,21.54
1.94,1.78,23.72
2.18,1.72,21.69
2.61,1.45,21.92
2.14,1.59,22.57
1.73,1.32,22.55
2.66,1.83,21.8
1.45,1.44,22.07
2.44,2.35,21.77
2.18,1.45,21.92
1.93,2.62,22.21
2.01,1.89,21.57
1.49,1.35,21.56
1.9,1.34,21.96
1.6,1.44,23.96
2.21,1.57,19.92
1.59,1.69,19.81
2.48,1.56,20.3
2.47,1.51,19.68
1.69,1.45,20.44
2.47,1.49,20.68
2.51,1.34,21.29
1.69,1.53,21.63
1.83,1.63,20.84
2.16,1.55,19.71
1.74,1.35,20.22
2.18,1.34,19.72
2.05,1.23,20.06
1.63,1.73,19.83
2.4,1.58,19.81
1.49,1.35,19.76
1.71,1.66,19.73
2.02,1.34,20.17
2.0,1.28,19.81
1.76,1.2,19.98
2.87,1.41,20.1
1.72,1.92,20.18
1.6,1.46,19.76
2.14,1.37,20.43
1.58,1.32,20.33
2.09,1.43,20.02
2.04,3.01,19.6
1.75,1.62,20.14
1.61,1.51,19.84
2.36,2.61,21.23
1.97,1.38,21.78
1.49,1.26,22.14
1.96,1.5,21.69
1.55,1.2,21.82
1.9,1.53,21.94
2.23,2.43,21.4
1.56,1.88,21.6
1.52,1.78,22.42
1.55,1.73,21.98
1.56,1.87,21.39
2.08,1.33,21.52
2.18,1.43,21.86
2.14,1.46,21.46
1.8,1.59,21.05
1.7,1.5,20.53
1.92,2.0,19.78
1.66,1.86,20.69
2.12,1.31,22.23
1.59,1.73,20.74
1.92,1.41,21.02
1.52,1.45,19.96
1.74,1.64,19.76
1.75,1.87,20.98
2.09,1.21,19.65
2.28,1.49,19.95
1.74,1.87,20.16
1.56,1.74,19.8
2.19,1.22,19.91
1.61,1.44,20.19
1.64,1.56,19.99
2.11,1.15,21.09
1.52,1.38,20.85
2.48,1.64,20.09
1.54,1.41,19.6
1.57,1.6,20.78
2.35,1.66,20.75
1.63,1.27,21.07
1.59,1.96,19.74
2.63,1.51,19.73
2.77,1.19,19.99
1.9,1.6,19.91
1.61,1.26,19.96
1.61,1.33,21.16
2.2,1.66,21.22
1.89,1.42,20.69
1.88,1.16,20.88
1.99,2.29,19.73
2.89,1.28,19.96
1.53,1.7,20.39
1.55,1.41,20.21
1.51,1.57,20.41
2.12,1.66,19.59
2.21,1.98,20.47
1.74,2.37,20.61
1.51,1.26,20.45
1.58,1.63,20.29
