x25519,mlkem512,hqc128
1.06,1.23,7.19
1.01,1.41,8.13
1.12,0.93,7.96
0.96,1.41,7.21
0.87,1.25,7.54
1.27,1.03,7.49
0.94,1.51,7.35
0.96,1.04,7.42
1.17,0.91,7.38
2.71,1.36,7.24
1.03,1.45,7.64
1.23,0.89,7.3
1.87,0.96,7.48
1.14,1.01,7.43
1.24,1.23,7.54
1.71,1.15,7.48
1.38,1.52,7.35
1.38,0.98,7.23
1.18,1.19,7.29
1.13,1.03,7.33
1.5,1.14,7.29
1.07,1.17,7.34
1.13,1.13,7.34
0.87,1.39,7.28
1.48,1.12,7.58
1.26,1.43,7.53
0.85,0.94,7.38
1.5,1.21,7.63
1.52,1.39,7.21
0.94,1.02,7.42
1.12,0.93,7.85
0.85,0.91,7.32
1.53,1.12,7.38
1.47,1.19,7.21
1.24,0.97,7.73
1.22,1.64,7.35
1.04,1.02,7.29
0.96,1.3,7.6
2.08,1.41,7.31
0.94,1.11,7.27
1.19,1.34,7.44
1.27,1.46,7.25
1.07,0.99,7.24
1.5,1.17,7.2
0.95,0.89,7.41
1.24,1.15,7.25
1.53,1.17,7.29
0.99,1.0,7.3
1.48,1.28,7.24
0.99,0.92,7.34
1.48,0.91,7.46
1.0,0.87,7.28
1.08,1.21,7.5
1.01,1.0,7.26
0.94,0.91,7.37
1.02,1.28,7.36
0.97,1.25,7.7
1.02,1.29,7.27
0.98,1.43,7.28
1.24,0.97,7.43
1.46,1.17,7.28
0.93,1.12,7.7
1.35,2.22,7.27
0.96,0.88,7.18
0.94,0.89,7.36
1.21,1.76,7.3
1.58,1.05,7.39
0.98,1.09,7.53
1.01,1.02,7.58
1.04,1.56,7.33
1.3,0.9,7.21
0.96,0.92,7.4
1.46,1.25,7.25
1.33,1.73,7.38
0.97,1.53,7.43
1.4,1.06,7.5
1.2,0.97,7.25
1.01,1.54,7.37
1.13,1.1,7.7
1.03,0.96,7.66
1.07,0.96,7.83
1.66,1.07,7.42
1.05,1.16,7.54
0.96,1.34,7.39
0.89,0.92,7.56
0.96,1.33,7.53
1.13,1.43,7.5
1.01,1.52,7.3
1.04,1.02,7.3
1.06,0.89,7.43
1.03,1.53,7.25
1.01,1.16,7.22
0.89,0.99,7.26
1.18,1.4,7.96
1.49,1.32,7.36
1.24,1.17,7.47
1.05,1.2,7.46
0.93,1.12,7.39
1.0,0.9,8.21
1.21,1.12,7.3
1.23,1.02,7.36
1.22,0.98,7.55
1.05,1.19,7.29
1.33,1.04,7.42
1.25,1.01,7.27
0.92,1.02,7.22
0.95,0.99,7.32
1.23,1.15,7.48
0.93,1.02,7.39
1.3,1.39,7.26
1.05,0.97,7.18
1.7,1.44,7.75
1.04,0.93,7.31
1.28,1.04,7.24
0.85,1.17,7.47
0.84,0.9,7.29
1.35,0.97,7.16
1.16,1.39,7.39
1.06,0.92,7.17
1.3,1.12,7.55
0.9,1.06,7.3
0.98,1.13,7.37
2.28,0.93,7.34
1.2,1.65,7.29
1.35,0.96,7.5
1.09,1.27,7.39
1.36,1.47,7.31
1.21,1.16,7.41
1.93,1.24,7.39
2.13,1.13,7.39
1.0,1.07,7.27
0.9,1.31,7.46
1.78,0.95,7.36
1.41,1.26,7.31
1.04,1.17,7.33
0.96,1.28,7.27
1.08,0.91,7.37
1.34,1.14,7.58
1.28,1.28,7.51
1.4,1.06,7.31
1.22,1.11,7.45
1.01,1.25,7.26
0.98,1.14,7.57
0.95,1.09,7.42
1.32,1.63,7.28
1.08,1.31,7.46
0.85,1.1,7.21
1.01,1.18,7.42
1.5,1.0,7.27
1.16,0.95,7.39
1.35,0.93,7.42
1.13,1.03,7.47
2.03,0.95,7.26
1.12,1.09,7.28
1.31,0.96,7.2
1.14,0.94,7.28
1.6,1.05,7.3
1.05,1.43,7.43
0.92,1.13,7.45
1.28,1.49,7.53
1.75,0.92,7.34
0.85,1.19,7.27
1.02,1.12,7.32
1.55,0.9,7.3
1.49,0.9,7.23
1.4,1.26,7.56
1.15,1.25,7.38
1.07,1.25,7.49
0.92,1.09,7.36
1.14,1.34,7.28
1.22,1.08,7.24
1.22,0.91,7.57
1.93,1.13,7.74
0.88,0.99,7.17
1.26,1.09,7.68
0.86,1.04,7.51
1.62,0.89,7.26
1.1,1.0,7.67
0.94,0.94,7.37
1.03,0.9,7.48
1.0,1.1,7.24
0.89,1.27,7.64
1.25,1.13,7.27
0.94,1.07,7.63
1.41,1.26,7.24
1.12,1.17,7.47
0.99,1.1,7.34
1.52,1.24,7.18
0.86,0.99,7.42
1.08,0.88,7.41
1.19,1.18,7.38
1.03,1.03,7.24
1.32,1.13,7.38
1.25,1.11,7.35
1.01,1.42,7.38
1.03,1.0,7.51
1.16,1.07,7.39
1.34,1.54,7.5
1.08,1.12,7.32
1.0,1.37,7.46
1.06,0.98,7.81
0.95,0.91,7.29
0.96,1.18,7.42
1.29,1.09,7.33
1.04,1.22,7.35
1.3,1.0,7.26
1.16,1.12,7.22
1.34,0.94,7.25
0.87,1.47,7.43
1.38,1.0,7.56
1.04,1.01,7.63
1.34,1.04,7.41
1.17,1.01,7.59
1.04,0.93,7.38
1.15,1.46,7.6
0.97,1.51,7.27
1.0,1.33,7.62
0.9,0.99,7.39
1.97,1.33,7.37
0.98,1.06,7.66
0.93,0.92,7.19
1.1,1.47,7.37
0.99,1.75,7.24
1.18,1.33,7.53
1.25,1.08,7.61
0.97,1.61,7.31
1.22,1.34,7.21
1.34,1.05,7.69
1.35,1.15,7.46
1.27,0.89,7.24
0.96,1.02,7.51
1.02,1.12,7.23
1.3,0.89,7.25
1.15,0.94,7.33
1.23,1.04,7.63
1.04,1.4,7.18
1.01,1.11,7.3
1.7,1.02,7.32
1.97,1.45,7.43
1.14,1.12,7.32
1.43,1.01,7.26
1.08,1.08,7.3
1.04,1.4,7.29
1.23,1.24,7.6
1.04,1.35,7.33
1.02,1.46,7.25
1.45,1.64,7.5
1.32,1.07,7.77
0.89,0.91,7.31
1.08,2.23,7.24
1.08,1.88,7.62
0.98,1.23,7.43
1.23,1.01,7.32
1.79,0.95,7.34
1.11,1.06,7.3
0.99,0.99,7.51
1.02,1.29,7.34
0.88,1.04,7.66
0.95,1.33,7.47
1.43,1.04,7.5
1.17,1.25,7.22
0.95,0.92,7.32
1.18,0.96,7.35
1.61,1.06,7.29
0.96,0.94,7.19
1.16,1.26,7.55
1.06,1.3,7.32
1.25,0.92,7.42
1.21,1.01,7.74
1.13,1.51,7.57
0.85,1.28,7.26
1.04,1.23,7.42
1.3,1.04,7.34
1.56,1.0,7.4
0.95,2.22,7.43
1.06,0.94,7.89
1.27,1.14,7.22
1.02,0.97,7.43
1.12,0.95,7.45
1.04,1.07,7.47
1.06,1.21,7.46
1.34,0.98,7.33
0.99,1.09,7.73
1.52,1.03,7.45
1.18,1.09,7.19
1.52,1.01,7.28
0.91,1.5,7.42
1.68,0.92,7.36
1.0,1.14,7.35
1.33,1.56,7.66
1.64,1.54,7.32
0.98,1.04,7.24
1.02,0.89,7.66
0.94,0.97,7.29
0.86,1.25,7.33
1.02,0.98,7.3
1.35,0.94,7.42
1.14,1.01,7.22
1.11,1.74,7.49
1.32,1.49,7.49
1.24,0.9,7.39
1.18,0.9,7.23
1.1,1.41,7.41
0.88,1.08,7.22
1.26,1.04,7.21
1.44,1.3,7.5
1.04,1.31,7.27
0.95,1.1,7.44
1.21,1.0,7.4
1.16,1.07,7.2
1.88,1.0,7.37
0.99,1.18,7.38
1.2,1.17,7.57
1.17,0.97,7.25
1.35,0.99,7.31
1.06,1.61,7.36
1.08,1.38,7.54
1.55,1.32,7.43
1.02,0.93,7.44
1.07,1.02,7.27
1.37,1.32,7.25
0.97,1.08,7.23
0.98,1.07,7.54
1.06,1.41,7.23
0.95,1.52,7.38
1.02,1.13,7.28
0.96,1.78,7.6
1.18,1.15,7.31
1.04,0.9,7.42
1.02,0.99,7.37
1.14,1.11,7.54
1.01,0.99,7.28
0.95,1.62,7.47
1.24,1.05,7.37
1.26,0.93,7.5
1.15,1.09,7.57
1.34,1.1,7.22
1.61,1.41,7.56
1.61,1.13,7.3
0.95,1.06,7.36
1.0,1.2,7.34
1.14,1.28,7.47
1.28,1.24,7.75
1.28,1.61,7.37
1.01,1.19,7.66
1.29,1.15,7.29
1.16,0.92,7.17
1.04,1.36,7.54
1.18,1.5,7.42
1.43,1.02,7.35
1.15,1.25,7.46
1.15,1.3,7.32
1.38,1.07,7.19
0.99,0.92,7.38
1.19,1.16,7.28
0.95,1.03,7.28
1.01,2.19,7.44
1.3,1.08,7.42
1.01,1.17,7.32
1.36,0.99,7.45
1.02,1.18,7.44
1.26,0.98,7.31
1.22,1.02,7.22
1.38,1.09,7.42
1.13,0.92,7.37
0.95,1.49,7.4
1.43,1.08,7.52
1.3,0.99,7.63
1.01,1.27,7.18
1.14,0.92,7.45
1.03,0.9,7.22
1.81,1.4,7.47
1.1,0.93,7.35
1.12,1.01,7.84
0.98,1.65,7.4
1.36,0.95,7.38
0.95,0.91,7.89
1.32,1.06,7.18
1.57,1.2,7.62
1.12,1.12,7.41
0.91,0.89,7.42
1.62,1.49,7.41
1.24,1.55,8.0
1.55,1.0,7.87
1.0,1.11,7.36
0.97,1.0,7.52
1.46,1.93,7.27
1.51,1.0,7.32
1.23,1.14,7.55
1.02,0.88,7.35
1.38,1.19,7.19
1.43,1.05,7.44
1.2,1.11,7.57
1.17,1.09,7.37
1.07,1.09,7.22
1.16,0.88,7.24
1.06,0.92,7.46
1.2,0.99,7.86
1.19,1.11,7.2
1.1,1.59,7.67
1.31,0.89,7.37
1.02,1.18,7.29
1.04,1.13,7.5
1.33,1.19,7.36
1.32,0.94,7.27
1.04,1.05,7.33
1.11,0.94,7.35
1.33,1.09,7.37
1.07,0.94,7.76
1.41,1.14,7.39
1.02,0.89,7.24
1.04,1.32,7.47
0.95,0.96,7.67
1.05,1.02,7.64
0.98,0.88,7.18
0.97,1.21,7.44
1.27,0.99,7.33
0.95,0.96,7.33
1.02,1.12,7.5
1.03,1.01,7.47
1.08,1.05,7.37
1.12,1.01,7.62
1.85,0.98,7.38
0.92,0.94,7.47
1.24,1.03,7.21
1.09,1.27,7.35
0.92,0.96,7.39
1.01,1.29,7.38
1.23,0.91,7.57
1.15,0.9,7.5
0.96,1.08,7.34
1.07,1.14,7.57
0.91,1.02,7.54
1.35,0.92,7.43
1.46,1.07,7.65
1.34,1.35,7.39
0.95,1.25,7.84
1.02,1.0,7.33
1.29,0.9,7.46
1.21,1.2,7.49
1.12,1.22,7.31
1.23,1.29,7.51
0.82,1.08,7.26
1.46,1.1,7.3
0.94,1.14,7.28
0.9,1.15,7.54
0.91,1.29,7.43
0.91,0.99,7.38
0.95,0.91,7.44
1.12,0.95,8.41
1.07,1.13,8.63
1.22,1.26,8.18
1.05,1.07,7.44
1.25,1.11,7.3
1.25,1.25,7.69
1.18,1.89,7.27
1.2,1.08,7.32
1.2,1.45,7.34
0.92,1.27,7.36
1.28,1.11,7.39
0.88,1.07,7.18
1.13,1.04,7.34
1.24,1.04,7.36
1.34,1.37,7.49
1.08,1.02,7.53
0.95,1.09,7.29
1.09,1.29,7.34
1.1,0.94,7.37
1.53,1.01,7.5
1.05,0.95,7.91
1.32,0.91,7.47
1.12,1.03,7.42
1.07,1.54,7.55
1.21,6.69,7.4
0.87,1.24,7.29
0.89,1.08,7.57
1.01,1.37,7.54
1.09,1.03,7.34
0.83,1.51,7.33
0.99,0.93,7.43
1.33,1.01,7.75
1.97,1.09,7.59
1.24,1.02,7.36
1.04,0.91,7.39
0.95,1.38,7.23
1.26,1.24,7.24
1.23,0.91,7.45
1.08,1.24,7.32
1.42,1.11,7.29
1.26,1.08,7.35
1.03,1.71,7.43
1.58,1.07,7.25
1.14,1.19,7.41
1.06,1.53,7.21
0.85,0.98,7.38
1.56,1.14,7.53
1.25,1.23,7.85
1.34,0.99,7.38
0.97,1.12,7.31
1.33,1.09,7.45
1.07,0.96,7.4
1.06,1.33,7.33
1.14,0.93,7.38
1.06,1.25,7.49
1.2,1.01,7.54
1.62,0.9,7.2
1.07,0.91,7.32
1.07,1.17,7.61
1.09,1.33,7.39
1.46,1.28,7.3
0.99,0.91,7.32
1.33,0.98,7.29
1.2,1.18,8.09
1.09,1.52,7.63
1.47,1.22,7.53
1.13,0.96,7.46
1.28,1.63,7.25
1.94,1.03,7.45
1.69,1.06,7.24
1.2,0.95,7.25
1.2,1.48,7.26
1.02,1.06,7.42
1.22,1.21,7.42
1.05,1.13,7.43
1.17,0.93,7.68
1.12,1.02,7.51
1.12,2.07,7.43
1.44,1.07,7.64
1.01,1.11,7.38
0.88,1.58,7.53
1.05,1.8,7.36
1.16,1.14,7.34
1.01,1.15,7.32
1.01,1.27,7.31
1.17,1.32,7.26
1.39,1.38,7.27
1.26,1.18,7.52
0.86,1.32,7.4
1.55,1.18,7.38
0.86,0.96,7.34
0.88,1.43,7.72
1.4,0.97,7.36
1.33,0.99,7.27
1.3,1.18,7.82
1.01,1.03,7.46
0.96,1.83,7.32
1.31,1.23,7.32
1.29,0.97,7.3
0.93,1.23,7.51
1.56,1.6,7.49
1.05,1.36,7.67
1.07,0.94,7.37
1.46,1.07,7.27
1.07,0.95,7.18
1.02,1.1,7.28
1.39,1.55,7.31
1.14,1.01,7.81
1.06,1.17,7.67
1.0,1.18,7.34
2.11,1.08,7.31
0.91,1.04,7.65
1.03,1.14,7.43
1.61,1.53,7.4
1.17,0.97,7.26
0.96,1.06,7.69
1.44,0.98,7.75
1.28,0.91,7.4
2.26,1.17,7.13
1.17,1.1,7.62
1.05,1.16,7.35
1.02,1.38,7.25
0.97,1.13,7.35
1.02,1.24,7.38
1.08,1.16,7.7
1.16,1.0,7.31
1.03,2.03,7.51
1.03,1.28,7.3
0.85,1.06,7.42
1.09,1.07,17.22
0.86,1.02,7.67
0.92,1.0,7.26
1.78,1.3,7.34
1.07,0.91,7.23
0.95,1.08,7.57
1.34,0.95,7.56
0.95,0.91,7.24
1.43,0.96,7.76
0.87,1.17,7.25
1.63,1.08,7.45
1.06,1.23,7.3
1.34,1.07,7.69
1.39,1.0,7.27
1.01,1.48,7.21
1.5,1.76,7.47
1.22,1.31,7.45
1.02,1.28,7.42
1.13,1.47,7.71
1.41,0.96,7.48
1.01,1.13,7.26
0.91,1.01,8.59
1.26,0.99,8.68
1.23,1.31,7.88
0.99,1.05,7.5
0.98,1.12,7.38
1.47,1.07,7.34
1.55,1.15,7.4
0.98,1.3,7.47
1.53,1.26,7.61
0.96,1.1,7.38
0.99,1.15,7.39
0.94,1.28,7.32
1.6,0.92,7.81
1.03,1.47,7.21
1.16,0.88,7.35
1.01,0.97,7.29
1.01,1.04,7.36
1.0,0.97,7.45
1.3,1.21,7.27
0.92,1.09,7.25
0.86,1.12,7.41
1.07,1.03,7.61
1.48,1.0,7.42
0.96,1.18,7.4
1.05,1.6,7.24
1.21,0.92,8.3
1.08,1.05,7.2
0.89,0.91,7.29
1.05,1.49,7.39
2.09,1.01,7.2
1.29,1.25,7.41
1.17,1.01,7.24
1.16,1.02,7.46
0.87,1.2,7.46
1.13,1.83,7.42
1.14,0.93,7.38
1.2,1.21,7.21
1.46,1.52,7.26
1.26,0.97,7.68
1.4,1.52,7.31
1.35,1.2,7.35
1.09,1.02,7.94
1.0,0.97,7.4
0.99,1.07,7.21
0.95,1.38,7.37
1.09,1.73,7.39
0.96,0.92,7.7
1.17,1.06,7.37
1.15,0.97,7.63
0.91,1.25,7.53
1.23,1.18,7.31
1.07,0.95,7.44
1.04,1.16,7.34
2.06,1.15,7.33
2.03,1.38,7.35
1.53,1.08,7.38
1.07,1.0,7.22
1.34,1.04,7.42
1.2,1.18,7.42
1.02,1.24,7.4
0.95,1.02,7.25
0.94,0.95,7.31
1.36,0.92,7.52
1.39,0.99,7.26
0.92,1.4,7.39
1.09,1.5,7.35
1.04,1.11,7.65
0.95,1.0,7.34
0.94,1.08,7.23
1.05,1.1,7.65
1.26,1.05,7.4
0.95,1.09,7.37
1.24,1.36,7.37
0.95,1.15,7.46
1.2,1.54,7.34
1.24,1.16,7.46
1.15,1.1,7.23
1.26,1.66,7.55
0.94,1.01,7.58
1.13,1.22,7.42
0.97,0.98,7.37
1.23,1.18,7.59
1.04,1.75,7.41
0.94,1.25,7.45
1.24,1.06,7.18
0.97,1.01,7.72
1.09,1.81,7.35
1.02,0.9,7.64
0.87,1.02,7.54
1.42,1.02,7.29
1.15,1.18,7.44
0.98,1.25,7.2
1.04,1.08,7.24
1.27,1.32,7.43
1.03,1.07,7.53
1.52,0.96,7.19
1.13,1.48,7.76
1.08,0.98,7.37
1.25,1.05,7.31
1.56,1.29,7.31
1.0,0.95,7.45
1.3,1.15,7.25
1.35,1.15,7.46
1.01,1.49,7.32
0.92,1.02,7.53
1.29,1.65,7.37
1.29,1.02,7.76
0.98,1.26,7.38
1.17,1.11,7.28
1.56,1.22,7.31
0.91,1.32,7.56
1.12,0.9,7.26
1.08,0.96,7.31
0.98,1.11,7.35
0.87,0.89,7.33
1.04,0.94,7.27
1.12,0.99,7.49
0.97,1.16,7.2
1.39,0.96,7.38
1.38,1.31,7.54
0.96,1.05,7.43
1.0,1.09,7.21
1.22,1.16,7.26
1.08,1.03,7.37
1.17,1.1,7.6
1.25,0.98,7.25
1.04,1.15,7.25
1.54,1.09,7.38
1.24,1.26,7.47
1.0,1.29,7.67
0.88,1.19,7.37
0.98,1.1,7.28
0.88,1.06,7.24
0.84,1.14,7.26
1.0,1.08,7.32
1.19,1.03,7.46
2.42,0.95,7.2
1.18,1.42,7.58
1.03,0.9,7.38
1.12,1.01,7.32
1.11,1.11,7.6
1.38,1.12,7.23
0.96,1.26,7.33
1.32,1.07,7.23
1.38,1.39,7.5
1.25,1.18,7.26
1.0,1.16,7.29
1.43,1.79,7.49
1.02,1.2,7.37
1.26,0.9,7.69
1.05,1.25,7.43
1.38,1.34,7.43
0.86,1.09,7.27
0.96,0.95,7.51
1.24,0.95,7.39
1.31,1.19,7.27
1.05,1.25,7.31
1.0,1.14,7.29
1.29,1.11,7.6
1.2,1.09,7.49
0.92,1.19,7.42
1.06,1.1,7.33
1.0,1.24,7.22
1.13,1.69,7.75
0.88,1.11,7.23
0.99,1.06,7.32
0.96,1.27,7.28
1.3,1.1,7.34
0.99,1.14,7.24
1.31,1.21,7.66
0.89,0.95,7.44
1.44,1.21,7.48
1.13,1.34,7.51
1.2,1.18,7.36
1.02,1.56,7.47
1.15,1.15,7.52
1.11,1.18,7.43
0.95,1.02,7.63
0.96,1.0,7.5
0.96,1.25,7.42
1.07,1.08,7.38
1.16,1.09,7.3
0.97,1.76,7.71
0.85,1.12,7.61
0.96,1.49,7.39
1.23,0.94,7.7
1.18,0.91,7.34
1.07,1.03,7.88
0.91,1.03,7.3
0.91,1.47,7.48
1.11,1.15,7.58
0.98,0.93,7.47
2.08,0.93,7.3
1.26,1.15,7.47
0.9,0.98,7.33
1.2,1.03,7.24
1.18,1.74,7.38
0.98,1.24,7.24
1.02,1.04,7.23
1.06,1.16,7.62
1.17,1.01,7.25
0.93,1.38,7.31
1.3,1.48,7.26
0.85,1.21,7.51
1.36,1.3,7.56
1.15,0.98,7.25
1.12,1.54,7.27
0.89,1.32,7.28
1.31,0.9,7.25
1.71,1.2,7.33
1.35,1.21,7.54
1.18,1.64,7.41
1.06,1.38,7.46
1.66,0.98,7.22
0.99,0.96,7.3
0.97,1.04,7.25
1.04,1.64,7.45
1.0,1.06,7.26
1.09,0.91,7.26
1.0,1.12,7.41
0.84,1.48,7.69
0.97,0.96,7.26
0.95,1.29,7.42
1.22,1.41,7.3
1.04,1.2,7.28
1.1,1.5,7.53
1.64,1.41,7.47
1.27,1.11,7.82
1.21,1.03,7.58
0.97,1.08,7.34
0.9,1.02,7.3
0.95,1.16,7.69
1.15,1.4,7.4
1.33,1.18,7.64
0.94,1.09,7.34
1.04,1.0,7.37
1.04,1.03,7.29
