x25519,x25519_mlkem512,mlkem512,x25519_hqc128,hqc128
3.89,4.77,4.39,21.59,20.41
3.89,4.93,4.21,21.11,21.47
4.34,4.38,4.69,21.86,20.46
4.13,4.36,4.74,20.97,21.52
4.16,4.60,4.13,21.18,29.29
3.61,4.71,4.20,21.37,20.80
4.02,4.58,4.28,20.60,29.08
3.63,6.07,4.09,21.75,20.19
3.72,4.60,4.11,21.68,25.24
3.80,4.64,4.60,22.87,21.22
3.70,4.29,4.35,22.30,20.08
4.92,4.46,4.20,21.07,20.34
3.80,4.96,4.10,21.35,28.95
3.95,4.96,5.30,20.45,20.21
3.62,4.66,6.41,21.38,21.37
4.02,4.55,4.14,21.52,20.95
3.79,4.53,6.00,28.09,22.98
3.74,6.14,4.16,21.31,24.65
4.02,5.25,4.31,20.63,22.80
5.71,5.61,4.13,20.74,22.28
3.79,4.44,4.29,22.89,21.84
3.68,4.68,5.21,28.95,20.25
4.02,6.14,4.84,29.50,20.23
4.09,4.99,5.30,27.59,21.53
4.77,4.34,4.32,24.57,20.88
3.92,4.27,4.11,23.17,22.52
3.70,5.38,4.49,21.04,23.37
3.65,4.42,4.10,20.48,22.25
3.75,4.26,5.05,20.69,27.93
3.68,4.51,4.12,20.77,22.88
3.90,4.87,4.86,20.76,21.45
3.76,4.76,4.16,21.60,24.58
3.68,4.45,4.21,29.95,21.78
4.74,4.42,4.25,22.00,21.80
4.65,4.32,4.39,29.55,31.03
4.84,4.72,4.07,22.79,21.40
3.69,7.23,4.13,27.43,23.55
5.19,6.36,4.47,22.42,23.05
3.69,4.84,4.68,20.54,27.69
4.16,4.47,4.25,21.33,22.75
3.67,4.40,3.98,23.19,21.86
4.84,4.36,4.00,22.02,21.89
3.86,5.58,4.22,20.42,29.06
4.54,5.80,5.85,21.89,24.09
3.70,7.31,4.02,20.96,23.77
3.81,4.41,4.85,20.93,27.87
4.92,5.43,6.07,29.31,23.91
3.75,4.52,4.03,21.51,29.21
3.91,4.96,5.66,20.33,23.32
