x448,x448_mlkem768,mlkem768,x448_hqc192,hqc192
17.71,22.56,18.16,75.86,83.82
19.15,19.69,18.53,78.97,76.77
20.50,23.29,21.87,85.38,72.21
18.69,21.59,19.12,73.50,91.62
17.55,20.72,18.27,74.50,84.93
25.14,20.78,21.30,76.96,77.35
17.89,23.27,19.68,75.25,72.76
17.83,21.68,21.90,75.34,77.15
18.13,21.11,19.12,74.40,76.96
19.11,20.28,19.47,76.18,71.97
18.33,20.04,18.63,77.50,75.24
18.86,20.44,18.64,75.62,72.66
17.42,23.59,17.86,75.24,74.10
19.18,20.14,19.54,75.20,72.41
18.72,19.59,23.36,76.63,73.18
19.55,28.65,18.78,77.72,72.72
18.60,21.63,18.12,82.47,77.62
18.93,20.80,18.54,72.58,75.37
17.83,22.13,19.35,75.76,73.70
19.73,20.10,18.45,74.92,72.46
18.56,24.19,19.94,77.48,72.30
21.92,20.04,18.13,72.89,72.62
20.19,21.16,18.26,75.32,71.67
23.82,20.33,20.47,74.11,76.46
18.73,21.18,18.42,74.79,73.49
18.42,21.02,23.29,74.86,72.60
20.68,20.68,18.56,77.59,72.89
23.97,20.16,18.66,75.32,75.79
17.86,28.12,19.69,73.14,73.36
19.07,21.76,18.72,98.96,75.13
18.00,20.11,21.88,77.76,73.67
18.75,20.87,18.94,74.26,73.70
19.01,20.64,18.94,74.75,73.95
22.94,20.55,20.75,74.20,70.97
23.46,20.37,18.42,76.48,71.76
21.73,20.95,19.50,72.68,78.37
19.46,23.06,18.18,72.58,73.59
20.71,23.07,21.81,73.99,77.49
17.77,21.18,21.14,75.08,71.48
21.56,27.34,23.93,74.09,73.74
19.44,21.18,19.15,76.34,75.10
18.45,20.42,18.76,75.93,73.47
18.75,20.05,22.73,81.47,77.06
18.89,19.89,18.45,73.28,74.44
18.07,23.47,19.23,75.69,72.85
18.80,20.84,20.74,76.69,74.31
19.56,20.68,22.43,77.33,73.86
18.90,21.82,18.22,73.36,73.86
17.88,21.25,18.48,87.74,76.19
