x25519,x25519_mlkem512,mlkem512,x25519_hqc128,hqc128
9.67,11.01,10.31,30.01,29.02
9.54,11.73,10.24,29.52,30.66
12.56,10.43,11.48,30.26,28.79
10.32,10.10,12.51,29.85,29.91
9.97,10.50,10.08,29.80,38.82
9.26,10.56,9.98,30.37,29.28
10.80,10.91,10.32,28.82,39.36
9.11,13.22,9.93,30.51,28.07
9.28,10.88,11.42,29.86,35.22
10.26,10.61,10.32,31.09,29.23
9.09,9.89,10.18,31.55,28.21
11.54,10.55,9.96,29.20,28.86
10.37,11.67,9.97,30.39,40.32
10.35,11.40,12.96,28.50,28.30
9.07,10.96,13.91,29.84,30.21
9.76,10.63,9.94,30.76,29.41
9.91,10.46,13.91,38.09,32.38
9.71,13.95,9.93,29.40,35.01
9.61,11.44,10.11,28.92,33.13
14.48,13.32,9.86,29.22,31.39
9.61,10.29,10.12,31.68,30.63
9.80,10.93,12.27,40.72,29.60
10.45,13.76,11.33,41.05,28.27
10.25,11.54,13.02,36.22,30.17
11.27,10.41,10.77,34.29,29.30
9.57,9.94,9.67,33.35,31.80
9.38,14.82,10.52,29.34,33.67
9.15,10.16,9.91,28.70,33.16
9.35,10.27,10.84,29.06,39.05
9.06,10.23,9.95,29.08,31.50
9.58,11.43,13.41,28.99,31.16
9.47,11.77,10.07,30.27,33.25
9.24,10.33,10.25,39.46,31.01
10.64,10.11,10.50,30.11,30.73
11.45,10.07,10.63,39.03,43.34
11.82,10.61,9.78,32.17,32.19
9.22,16.66,9.68,35.69,33.23
10.81,14.18,11.15,31.02,31.65
9.27,11.08,10.32,28.64,36.38
10.27,12.04,10.37,30.76,30.96
9.17,10.27,10.64,31.32,30.03
13.20,10.09,9.54,30.49,31.29
9.57,13.05,10.13,28.39,39.13
10.66,12.39,13.40,30.57,33.31
9.36,16.79,9.86,29.25,32.73
9.32,10.21,11.09,29.49,40.39
13.01,12.89,12.56,41.43,33.60
10.25,10.98,10.19,30.92,40.57
9.81,12.03,11.89,28.43,32.77
