x448,x448_mlkem768,mlkem768,x448_hqc192,hqc192
6.21,6.37,5.69,25.56,36.66
5.10,8.35,5.74,25.31,36.38
5.12,6.24,5.45,25.10,24.63
5.57,6.67,5.88,37.74,37.62
5.42,6.19,5.89,25.71,37.41
6.08,6.74,6.15,25.53,36.65
6.53,7.25,6.54,33.02,24.65
5.29,7.86,5.81,35.89,34.16
5.69,6.25,5.55,25.79,37.64
6.24,6.47,5.24,25.58,36.78
6.34,7.16,5.63,25.75,24.37
5.41,6.89,6.61,25.37,38.69
5.13,7.86,5.79,36.60,38.15
5.35,6.58,5.87,25.77,37.55
5.88,7.71,5.78,25.50,24.14
5.32,7.90,8.99,25.83,24.10
5.70,7.22,5.50,34.16,37.76
5.52,6.40,5.71,26.30,36.17
5.22,6.48,6.13,36.37,24.27
5.59,7.06,7.07,25.33,36.82
5.27,7.05,6.53,28.35,37.35
5.35,6.47,5.66,26.33,37.32
5.70,8.51,5.82,26.53,39.43
5.35,6.52,5.78,35.28,37.29
5.29,5.99,5.51,26.08,37.05
5.48,6.27,5.56,36.89,36.07
6.10,6.77,6.40,36.95,39.27
6.03,7.33,5.53,24.99,37.64
6.08,6.33,5.45,33.38,36.92
5.43,6.48,6.70,37.98,36.41
5.22,6.97,5.39,37.57,38.25
5.26,7.33,5.84,25.48,31.65
7.52,6.54,5.69,26.32,37.91
5.24,6.35,6.16,37.43,37.48
5.23,7.45,5.66,37.17,39.36
5.32,7.62,5.66,24.58,23.97
5.42,6.94,5.59,34.44,36.51
6.15,6.84,6.05,25.18,35.67
6.35,6.54,5.40,37.56,25.01
6.32,7.11,5.65,24.82,35.76
5.43,7.51,6.07,26.91,35.97
5.35,6.26,6.30,37.65,40.16
5.62,6.28,6.75,37.32,24.24
5.64,6.54,5.86,24.88,37.55
5.43,6.33,5.86,32.90,37.26
6.04,6.63,5.34,27.05,36.35
5.47,7.40,5.69,37.86,24.38
5.51,6.90,5.55,24.87,36.31
6.15,6.22,5.58,33.62,36.90
