x25519,x25519_mlkem512,mlkem512,x25519_hqc128,hqc128
79.37,,78.26,,92.64
78.55,,82.59,,88.95
81.08,,80.76,,95.31
81.22,,78.88,,91.44
80.19,,83.16,,91.77
83.33,,78.03,,94.06
81.00,,78.39,,91.16
78.51,,72.86,,94.31
81.44,,82.31,,92.28
76.48,,81.65,,92.56
79.18,,80.22,,93.97
83.18,,83.26,,96.99
83.33,,85.62,,99.04
80.34,,93.15,,101.66
81.60,,86.87,,100.11
82.10,,89.78,,103.43
82.93,,97.12,,96.58
89.18,,88.61,,101.85
81.68,,78.36,,99.93
82.93,,88.87,,96.72
96.86,,88.62,,102.20
93.95,,90.15,,98.13
88.01,,93.03,,98.77
91.19,,89.14,,99.98
88.51,,87.76,,104.01
88.70,,93.09,,99.57
79.79,,88.46,,101.73
90.91,,86.09,,112.16
87.70,,93.86,,95.42
94.83,,91.77,,105.75
97.52,,94.86,,94.67
91.95,,95.73,,100.59
89.37,,89.41,,102.02
93.48,,89.26,,101.12
85.81,,92.64,,88.64
91.77,,96.16,,97.16
85.70,,88.02,,94.40
85.10,,87.13,,103.31
92.74,,84.41,,103.55
86.51,,88.67,,107.70
93.28,,94.06,,94.44
84.47,,89.94,,97.23
87.91,,86.46,,97.88
88.09,,93.15,,88.91
88.72,,86.31,,93.52
86.88,,85.59,,94.43
87.66,,81.18,,97.40
87.77,,91.86,,106.08
94.70,,89.22,,106.06
