x25519,x25519_mlkem512,mlkem512,x25519_hqc128,hqc128
13.74,,13.16,,20.64
13.10,,12.85,,21.17
12.68,,12.61,,19.83
12.68,,13.07,,20.27
12.85,,13.48,,33.81
12.96,,13.02,,27.30
12.63,,13.31,,19.70
12.76,,13.00,,20.46
12.69,,13.04,,19.92
12.80,,12.94,,25.90
12.93,,13.80,,21.27
12.96,,13.16,,20.30
12.53,,12.98,,23.57
12.53,,12.98,,21.44
12.67,,13.52,,20.75
12.87,,13.20,,20.36
12.99,,12.57,,20.33
12.95,,12.74,,19.91
12.66,,12.58,,20.54
12.72,,12.98,,20.02
12.64,,13.35,,21.45
12.93,,12.72,,30.19
12.79,,12.66,,21.77
12.53,,12.72,,20.58
12.61,,13.10,,19.96
12.95,,12.98,,20.87
12.69,,12.92,,20.22
12.63,,13.71,,20.24
12.73,,12.88,,28.91
12.65,,13.69,,20.10
12.88,,12.53,,19.87
12.65,,13.26,,19.92
12.60,,13.91,,21.11
12.70,,12.76,,20.72
13.29,,12.95,,21.17
13.33,,13.00,,19.89
12.39,,12.66,,20.02
12.61,,13.19,,20.19
12.67,,12.93,,19.72
12.82,,13.22,,23.88
14.11,,13.22,,20.08
14.23,,12.96,,20.30
12.59,,13.28,,20.81
12.80,,12.74,,20.08
13.60,,13.08,,21.12
13.20,,12.89,,20.48
12.55,,13.55,,20.06
12.83,,12.72,,20.39
12.46,,13.13,,20.59
