x25519,x25519_mlkem512,mlkem512,x25519_hqc128,hqc128
12.38,,12.89,,15.28
12.81,,14.59,,15.72
13.44,,14.09,,15.47
14.03,,13.42,,15.35
12.58,,13.63,,15.14
13.03,,13.13,,14.76
12.54,,11.97,,15.19
14.08,,12.18,,16.30
11.98,,14.99,,15.28
13.75,,14.08,,15.56
12.90,,14.13,,15.43
14.58,,14.48,,15.13
14.69,,12.21,,15.58
13.27,,16.56,,15.44
14.55,,17.52,,15.32
14.21,,15.61,,15.16
14.28,,16.74,,15.98
14.63,,13.87,,15.11
14.41,,12.46,,15.77
14.18,,12.59,,15.08
17.19,,16.66,,15.14
17.25,,13.01,,15.33
15.23,,15.99,,14.88
17.28,,13.93,,16.30
12.66,,12.37,,14.77
17.61,,17.33,,15.48
14.96,,17.30,,15.81
15.24,,13.96,,16.56
12.23,,12.63,,15.58
17.50,,17.13,,15.67
17.91,,15.27,,14.81
14.14,,17.43,,15.42
17.54,,14.06,,15.83
17.20,,14.75,,16.46
12.16,,17.70,,15.66
16.87,,16.83,,15.65
12.43,,16.83,,15.45
17.04,,13.18,,15.59
16.72,,13.87,,16.78
15.37,,13.95,,15.41
14.10,,16.63,,15.31
12.74,,16.91,,15.91
15.44,,12.41,,15.41
13.07,,14.22,,15.44
14.60,,16.65,,15.34
17.20,,12.92,,14.90
15.94,,12.43,,15.46
11.68,,14.06,,15.43
13.13,,17.46,,16.42
