x448,x448_mlkem768,mlkem768,x448_hqc192,hqc192
94.98,,94.61,,154.62
93.70,,98.83,,157.59
92.65,,94.69,,153.88
92.37,,94.00,,169.43
92.13,,94.87,,151.13
92.99,,95.08,,148.04
93.27,,96.15,,166.32
93.80,,80.00,,151.11
94.25,,95.47,,149.47
94.43,,94.11,,155.53
94.14,,93.91,,150.43
92.13,,96.91,,154.37
98.18,,96.49,,148.80
94.31,,95.21,,149.98
93.23,,95.33,,153.01
95.14,,93.71,,159.20
94.69,,94.13,,150.96
94.92,,93.25,,148.96
95.78,,97.06,,148.32
93.49,,92.80,,153.87
93.19,,94.21,,152.11
92.34,,96.23,,149.50
94.31,,93.87,,163.26
94.00,,99.81,,154.84
94.25,,94.82,,151.88
93.30,,95.56,,188.74
92.98,,92.81,,155.45
94.35,,93.83,,149.58
94.30,,95.82,,158.88
94.00,,94.38,,162.45
95.20,,94.15,,174.34
93.46,,93.94,,150.62
94.66,,94.00,,150.13
93.52,,97.60,,162.95
95.42,,94.65,,151.74
93.90,,94.92,,153.30
94.84,,94.06,,153.42
94.21,,93.69,,159.44
93.11,,94.27,,150.76
92.92,,95.64,,148.78
93.46,,98.35,,153.11
97.44,,95.89,,153.63
96.71,,94.65,,150.57
93.23,,96.62,,152.06
92.91,,99.60,,152.05
94.25,,94.99,,153.55
93.81,,93.64,,158.46
100.88,,95.18,,154.35
93.82,,95.09,,161.66
