x25519,mlkem512,hqc128
2.27,1.89,20.55
2.41,2.04,19.66
3.35,1.89,18.98
3.01,2.0,18.97
2.1,2.04,19.51
1.87,2.19,18.88
2.11,2.2,19.26
2.1,2.09,18.96
1.93,2.19,18.98
1.84,2.16,18.07
2.02,2.02,17.94
1.87,1.91,18.07
2.34,2.01,18.33
2.28,2.0,18.21
1.86,2.02,19.23
1.73,2.06,19.2
1.73,2.23,19.35
1.82,2.28,18.09
1.95,2.13,18.04
1.95,2.07,19.16
2.03,2.04,19.19
1.9,1.98,20.15
1.91,2.13,18.15
2.25,2.05,19.27
2.23,1.96,18.81
2.03,1.91,18.03
1.9,1.98,18.21
1.99,2.21,18.36
1.9,2.12,19.0
2.08,1.91,18.23
1.91,1.99,18.11
1.9,2.2,19.08
1.95,2.09,19.31
1.77,2.08,19.3
1.87,2.32,19.43
1.77,2.18,18.23
1.88,2.02,18.34
1.74,1.99,18.58
2.41,1.97,18.26
2.17,2.04,18.84
2.27,2.09,19.2
2.02,2.79,19.01
1.93,2.1,20.31
1.94,2.16,19.46
1.81,2.35,18.68
2.35,2.27,18.34
2.12,2.02,18.41
1.85,1.81,18.37
1.69,1.76,18.41
1.73,1.77,18.79
1.62,1.85,18.85
1.77,2.12,18.21
1.79,1.8,18.47
1.89,2.14,18.32
1.76,1.85,18.21
1.79,1.77,18.16
3.18,1.85,22.86
2.8,2.4,20.43
2.42,2.06,18.2
1.89,1.82,18.28
1.77,1.99,18.27
1.68,2.43,18.45
1.66,1.76,19.62
1.71,1.89,18.63
1.77,1.93,18.63
1.81,1.87,18.26
1.85,1.84,18.44
1.89,2.08,18.25
1.8,1.93,18.23
1.82,1.91,18.91
1.75,2.02,17.85
1.91,2.1,17.85
1.89,1.86,17.99
1.74,2.18,18.05
1.75,1.87,17.9
1.89,1.82,17.93
1.78,1.93,18.71
1.78,2.04,17.88
1.8,1.8,17.8
1.93,1.83,18.19
2.07,1.78,18.02
1.97,1.88,22.1
2.02,1.81,18.36
1.82,1.97,18.57
1.92,2.37,18.41
1.82,2.02,18.34
1.85,1.93,18.25
2.14,2.65,18.05
1.74,2.28,18.15
1.81,2.25,18.36
1.87,2.17,17.95
1.86,2.1,18.14
1.93,1.86,18.17
1.94,1.78,18.22
2.23,2.37,18.04
1.73,2.06,18.02
1.8,1.8,17.99
2.08,1.84,17.97
1.98,1.98,17.91
1.79,1.82,17.99
1.77,1.98,18.05
1.81,2.01,18.18
1.79,1.95,17.98
1.93,2.04,17.91
1.73,2.19,18.0
1.71,2.34,18.11
1.82,2.21,18.39
1.66,2.19,18.38
1.62,2.15,18.29
1.68,2.01,18.09
2.52,1.91,18.43
2.63,1.89,18.63
2.25,1.75,18.84
1.9,1.95,18.68
1.67,1.74,18.1
1.91,2.02,18.02
1.88,1.85,17.99
1.77,1.76,19.03
1.77,1.89,18.95
2.4,2.05,17.85
1.9,1.97,19.84
2.1,2.53,17.88
1.87,2.01,19.05
2.01,1.94,19.02
2.07,1.91,18.69
2.13,2.06,18.76
1.85,2.14,18.16
1.95,2.68,18.09
2.52,2.01,18.18
1.94,1.88,18.24
1.83,1.79,18.48
1.69,1.95,18.5
2.44,1.8,18.13
2.24,1.77,17.94
1.8,1.85,17.98
1.97,1.89,18.1
1.88,1.96,17.95
1.8,1.92,17.9
1.94,1.96,18.69
1.82,1.88,18.34
1.94,2.77,18.27
2.03,2.35,18.6
2.21,2.02,18.25
2.11,1.88,18.56
2.06,2.15,18.09
2.84,1.83,18.21
3.06,2.0,18.38
2.13,2.1,18.12
2.14,2.05,18.29
1.84,1.82,17.93
2.35,2.04,18.25
1.87,2.0,18.22
2.3,1.81,17.99
2.02,2.01,17.99
1.95,1.88,18.24
1.88,2.09,18.48
1.8,1.91,18.57
2.04,1.87,18.56
2.03,1.87,18.05
2.12,2.03,18.42
2.14,1.93,18.66
2.29,2.5,20.65
2.7,2.11,18.16
2.26,1.86,17.99
2.05,1.8,18.01
1.99,1.86,18.57
2.01,2.8,18.78
2.03,3.1,18.05
2.02,3.0,22.8
2.25,2.82,19.23
2.1,3.1,18.97
1.91,2.4,18.15
2.02,3.08,18.42
1.86,2.92,18.15
1.87,1.95,18.27
2.06,1.97,18.12
1.85,2.26,18.05
2.02,1.99,18.29
2.1,2.13,17.85
2.1,2.26,17.98
2.26,2.06,17.89
2.22,2.11,17.92
2.05,1.96,18.39
1.75,2.07,18.48
2.58,1.95,18.39
2.4,2.14,18.51
2.14,1.96,18.38
1.75,2.15,18.37
1.86,2.0,18.26
2.15,2.02,18.71
1.71,1.98,18.19
1.83,1.99,18.16
2.33,2.12,18.28
1.97,2.02,18.62
1.81,2.22,18.28
2.01,2.2,18.55
2.44,2.09,19.77
1.81,2.22,18.77
1.84,2.88,18.75
1.95,2.07,22.97
1.85,2.08,19.92
1.89,2.01,22.19
2.0,2.75,21.91
1.89,2.78,18.75
1.75,2.11,23.84
1.88,2.06,18.5
2.69,2.14,18.28
1.94,2.06,18.55
2.73,2.21,18.34
2.57,2.11,18.49
1.74,2.12,18.89
1.75,2.25,18.93
1.81,2.06,19.04
1.69,2.07,19.11
1.72,2.41,19.08
1.89,2.29,19.4
1.96,2.17,20.72
1.81,2.09,18.55
1.96,2.07,18.7
1.61,2.06,18.11
1.74,2.05,18.19
1.68,2.21,18.96
1.74,2.33,19.3
2.13,2.27,18.24
2.13,1.93,18.18
2.26,1.95,18.68
2.42,1.86,20.9
2.79,1.88,18.32
2.68,1.97,18.21
2.23,2.02,19.21
2.04,1.97,18.5
2.34,2.05,18.14
2.19,2.09,18.26
2.39,2.07,21.24
2.02,2.02,18.32
2.14,2.03,18.21
1.98,1.89,19.02
1.72,1.74,18.17
2.0,1.82,18.9
1.66,1.75,18.24
1.8,1.8,22.1
1.9,1.88,18.54
1.72,1.93,24.79
1.75,2.08,18.75
1.7,2.0,18.46
1.7,1.91,18.62
1.64,1.96,19.97
1.77,1.89,19.07
1.65,1.98,18.53
1.69,1.95,18.67
1.71,2.0,19.2
2.18,2.31,18.7
1.89,2.06,18.21
1.99,2.16,18.98
1.88,2.12,18.57
1.8,2.0,18.23
1.95,2.73,19.81
1.84,2.19,19.66
1.78,2.18,29.62
1.86,1.96,19.25
1.77,2.44,19.81
2.03,2.06,18.64
1.82,1.98,18.68
1.79,1.9,18.68
1.61,1.91,19.39
1.79,1.89,27.07
1.67,1.89,19.75
1.73,2.37,19.56
1.99,2.03,19.16
1.79,2.64,18.81
1.82,2.9,18.76
1.73,6.98,18.76
1.82,2.74,18.8
1.74,1.98,18.61
1.58,1.85,19.08
1.65,1.82,18.97
1.7,1.69,20.91
1.72,1.77,18.99
1.7,1.74,18.87
1.73,1.81,18.91
1.61,2.0,18.8
1.63,1.91,18.28
2.12,1.85,18.62
1.98,1.83,18.35
1.71,1.91,18.66
1.83,1.85,18.44
1.66,1.91,18.66
1.71,1.83,18.79
1.68,1.85,30.39
2.32,1.84,35.92
1.99,2.09,18.47
1.91,2.15,18.11
1.79,2.07,18.16
2.0,1.96,18.04
1.78,1.82,18.22
1.72,1.88,21.23
1.8,1.82,24.81
1.83,1.8,20.4
1.69,2.23,18.53
1.76,2.12,24.59
1.72,2.13,18.41
1.68,1.89,18.65
1.77,1.93,18.27
1.74,1.98,18.22
1.88,1.94,18.6
2.0,1.94,19.12
1.66,2.07,19.34
1.69,2.16,19.11
1.7,2.17,23.48
2.04,2.32,19.81
1.85,1.93,18.82
2.13,1.89,18.57
1.78,2.06,21.25
1.57,2.11,19.32
1.59,1.95,18.95
1.84,2.13,18.27
2.04,2.03,17.93
1.74,2.11,20.35
2.04,2.06,18.83
2.07,2.68,19.18
1.88,2.33,19.2
1.75,3.17,18.85
1.93,3.05,19.75
2.06,3.04,18.75
1.88,2.73,18.83
1.84,2.75,18.75
1.83,2.77,19.49
1.84,2.14,18.71
1.73,2.12,18.17
2.04,1.96,18.36
1.89,2.19,18.78
2.54,1.79,18.42
1.97,1.86,18.83
1.7,2.01,22.27
1.77,2.13,27.02
1.77,1.99,18.3
1.66,1.96,20.2
1.63,2.0,33.61
1.7,2.07,28.66
1.73,1.96,18.36
1.78,2.02,18.5
1.97,2.05,19.82
2.19,2.05,19.17
1.94,1.86,17.99
1.88,1.93,17.99
1.81,1.9,18.51
1.92,1.84,18.12
1.78,1.95,18.02
1.72,1.92,18.73
1.88,2.23,18.21
2.03,2.02,18.06
2.81,2.03,18.27
2.08,2.09,19.5
2.54,1.99,18.38
1.87,2.13,18.93
1.68,2.03,21.66
1.67,2.26,19.02
1.66,2.04,19.57
2.15,2.0,18.25
1.75,2.06,18.41
1.71,2.02,18.18
1.85,2.27,18.04
1.83,2.19,18.25
1.93,2.08,18.07
1.92,2.12,18.62
1.97,1.91,18.15
1.77,2.29,19.16
2.0,2.07,18.32
1.81,3.01,18.1
2.43,2.38,18.27
1.72,2.02,18.98
2.05,2.0,18.36
2.11,2.13,24.52
2.12,1.88,17.94
1.9,1.96,19.19
1.71,1.97,18.25
1.89,1.96,18.29
2.26,1.93,18.71
1.83,2.85,18.42
1.74,2.06,18.45
1.86,2.38,18.44
2.51,2.04,18.41
1.77,2.0,18.14
1.95,2.06,18.18
1.91,1.93,18.14
1.83,2.16,18.22
1.91,2.02,18.41
1.81,2.07,18.25
1.92,2.04,18.14
2.34,1.89,18.03
2.09,1.98,17.98
2.6,1.9,17.95
1.96,2.31,18.05
1.89,2.07,18.92
2.17,2.19,18.72
1.93,2.07,18.23
1.75,1.95,18.02
1.91,2.08,17.94
2.18,2.29,18.11
2.07,1.79,18.06
1.92,1.97,18.06
1.76,1.91,18.0
2.08,1.85,20.18
2.09,2.15,19.18
2.01,1.97,19.46
1.65,1.97,18.01
2.01,1.94,18.8
2.05,2.02,19.65
1.98,1.95,18.82
2.58,1.97,18.69
2.01,1.94,18.3
1.91,1.86,18.29
2.37,1.94,18.61
2.11,1.96,19.49
2.78,2.01,18.38
1.83,2.32,18.64
1.93,2.2,18.55
1.88,2.12,18.4
1.89,2.15,18.51
2.2,2.04,19.59
1.95,2.09,18.24
1.87,2.15,26.8
1.9,1.93,22.35
1.99,2.11,24.04
2.2,1.92,18.29
2.9,2.0,18.14
2.8,2.04,17.98
2.64,2.05,18.3
2.5,1.91,17.88
2.36,2.03,18.12
2.62,2.02,22.73
2.28,2.05,20.58
1.99,2.12,18.4
1.9,1.81,18.34
2.29,1.89,18.15
2.19,2.02,18.96
2.16,2.07,18.22
1.96,1.94,18.33
2.22,1.8,18.28
1.88,2.01,18.04
1.85,1.92,18.21
2.44,1.96,19.83
2.18,1.96,18.88
1.84,1.89,20.53
2.32,1.92,18.53
2.26,2.05,19.09
2.09,2.22,18.29
2.46,1.84,18.24
2.27,2.01,19.37
2.68,2.25,18.71
2.0,2.18,18.79
2.24,2.02,18.97
1.97,1.88,18.13
1.78,1.93,18.13
1.83,1.82,18.13
2.15,1.78,18.37
2.05,2.29,19.8
2.11,2.29,19.94
2.24,2.15,19.66
2.15,2.24,19.75
2.18,2.11,18.0
2.32,2.45,18.14
2.09,2.06,18.02
1.91,2.19,17.93
2.06,2.74,18.04
2.12,2.07,18.06
2.24,2.24,18.15
2.15,2.18,18.09
2.07,1.86,17.92
1.91,2.04,18.1
1.99,1.81,17.99
1.87,2.11,20.56
2.73,1.88,19.98
2.03,2.08,19.68
2.0,1.88,26.28
2.27,1.96,25.91
1.82,1.92,18.99
1.92,1.83,18.39
1.98,2.01,18.29
1.84,2.04,18.6
2.03,1.95,19.41
2.0,2.11,18.63
1.95,2.3,19.24
2.56,2.25,18.98
1.99,2.02,18.37
1.94,1.79,17.94
2.13,2.78,18.79
2.2,1.9,18.42
2.14,1.8,18.6
2.47,2.22,18.67
2.02,2.1,18.93
2.27,1.95,19.14
1.97,1.94,18.41
1.99,1.77,18.05
2.25,1.91,17.88
2.23,2.24,18.16
2.68,2.23,18.17
3.04,2.61,17.99
2.44,1.88,19.6
2.2,1.83,19.97
2.02,1.82,18.24
2.36,1.9,18.15
2.22,1.8,18.07
1.91,1.91,18.19
1.99,1.75,18.02
1.99,1.88,17.98
2.11,1.78,17.97
2.25,1.78,17.81
2.23,2.3,17.99
2.06,1.84,18.01
1.98,2.56,17.91
1.86,2.44,17.85
2.28,2.11,18.12
2.08,3.1,18.03
2.2,2.74,17.98
2.07,1.91,18.16
2.14,1.87,17.96
2.22,1.89,18.2
2.12,1.82,17.95
2.0,1.75,18.28
2.4,1.75,17.87
1.97,1.81,18.05
1.93,1.75,18.18
