x448,mlkem768,hqc192
3.09,2.22,51.11
2.98,2.55,50.77
2.85,2.26,51.26
2.79,2.46,51.05
2.98,2.3,50.74
2.67,2.33,51.02
2.76,2.74,50.61
3.49,2.28,51.45
2.94,2.58,51.44
2.96,2.27,51.38
2.88,2.08,52.48
2.74,2.11,51.98
2.86,2.14,60.38
2.68,2.17,51.52
3.0,2.27,50.38
2.93,2.08,51.68
3.52,2.18,52.61
2.72,1.98,52.3
2.8,2.13,50.95
3.26,2.16,50.82
3.33,2.14,51.15
2.86,2.24,53.18
3.0,1.97,53.69
3.07,1.98,54.78
2.87,2.35,58.64
2.91,2.12,50.91
2.88,2.11,52.02
3.35,2.99,51.09
3.04,2.13,50.95
3.34,2.25,51.62
3.22,2.1,51.53
3.01,1.96,51.01
3.09,2.35,50.86
3.3,2.05,50.72
3.18,2.15,51.28
2.63,2.09,52.0
2.76,2.31,51.45
2.68,2.09,50.95
2.73,2.29,51.05
2.9,2.12,50.53
2.81,2.1,52.04
2.75,2.26,52.5
2.81,2.38,52.11
3.11,2.05,51.55
3.14,2.13,54.41
2.93,2.33,51.28
3.03,2.27,51.61
3.0,2.04,51.45
3.27,2.13,50.77
2.91,2.03,51.08
2.94,2.17,60.83
3.4,2.39,50.74
2.88,2.23,50.9
2.94,2.25,53.15
2.71,2.59,50.84
2.74,2.17,62.96
3.13,2.27,51.6
2.77,2.2,51.79
2.71,2.36,51.51
2.77,3.03,50.94
2.8,2.38,52.84
4.02,3.01,51.41
3.25,2.33,51.4
2.75,2.39,51.29
2.94,2.62,51.01
2.92,2.09,50.61
2.85,2.48,51.67
3.61,2.09,51.78
3.12,2.37,52.09
2.75,2.16,53.47
2.71,2.02,52.88
2.78,2.22,52.39
3.0,2.31,51.59
2.69,2.27,50.93
2.89,2.1,54.61
3.07,2.59,51.57
2.7,2.23,52.66
2.71,3.04,52.45
2.97,3.11,61.2
3.03,2.6,50.95
3.94,2.15,51.46
5.1,2.12,61.1
5.11,2.46,50.76
5.38,2.52,55.67
2.9,3.7,62.13
3.01,3.46,51.34
2.92,3.23,51.66
2.89,3.84,51.42
2.77,3.99,50.95
2.67,2.83,51.89
2.94,3.12,50.97
3.01,2.48,52.72
2.93,2.36,54.68
3.08,2.4,50.56
2.78,2.48,50.82
2.71,2.28,51.47
2.68,3.23,51.85
3.02,2.13,51.08
3.0,2.5,51.41
2.71,2.77,51.76
2.97,2.42,61.43
2.8,2.22,72.83
2.72,2.34,67.8
2.78,2.2,50.55
2.69,2.13,59.88
3.51,2.02,52.47
3.05,2.27,51.59
2.77,2.34,52.12
3.23,2.39,52.24
2.93,2.16,51.63
2.65,2.29,51.01
2.83,2.25,51.75
2.85,2.32,51.34
2.59,2.77,51.77
2.72,2.51,51.48
2.68,2.12,52.23
2.54,2.13,63.88
2.95,2.27,50.78
2.87,2.1,52.21
3.54,2.37,51.18
2.91,2.06,52.04
2.75,2.17,51.68
2.9,2.46,51.43
2.71,2.23,51.65
2.64,2.31,51.21
2.77,2.11,51.28
2.67,2.12,59.92
3.06,1.98,52.2
2.79,2.34,51.97
2.61,2.1,52.23
2.7,2.1,52.13
2.87,2.0,50.81
2.8,1.96,50.38
2.76,2.08,51.01
3.27,1.94,51.94
2.87,2.0,75.34
3.28,2.2,51.74
2.89,2.31,51.72
2.97,2.4,57.56
2.81,2.08,75.04
3.18,2.15,52.96
2.88,2.62,53.06
2.74,2.06,52.18
3.25,1.98,50.77
4.11,2.14,51.06
3.68,2.15,50.6
2.84,2.13,51.48
2.65,2.3,50.67
3.14,2.79,53.41
2.67,2.0,50.53
2.79,1.95,50.71
2.85,2.3,51.2
2.86,2.09,52.3
3.27,2.25,51.35
2.67,2.1,52.38
2.74,2.33,58.98
2.75,2.03,51.82
3.17,2.19,50.39
3.06,2.01,51.64
3.23,2.12,50.99
3.37,2.31,51.24
3.15,2.07,51.6
2.68,2.17,52.0
2.95,2.47,52.78
2.82,2.94,50.94
3.42,2.33,51.1
2.91,2.26,51.16
2.95,2.19,51.62
3.67,2.25,51.16
3.21,2.17,60.33
2.87,2.63,52.63
3.67,2.06,51.36
4.49,1.98,51.91
4.35,2.18,52.23
4.09,2.64,51.9
4.92,2.01,51.46
4.93,1.95,50.95
2.92,2.24,51.96
2.96,2.05,53.39
2.73,2.03,51.81
2.71,2.64,51.68
2.73,2.44,50.52
2.65,2.08,50.84
2.86,2.05,51.32
2.83,2.21,51.84
2.78,2.44,55.58
2.75,2.23,51.99
2.66,2.15,51.09
2.7,2.33,58.22
2.94,2.67,50.94
3.33,2.78,50.83
2.7,4.18,57.72
3.36,3.88,51.38
2.9,3.38,50.98
2.66,3.62,51.72
2.68,2.89,52.0
2.72,2.57,53.03
2.67,2.02,51.12
2.87,1.95,51.62
2.98,2.28,51.36
2.8,2.23,54.51
2.8,2.46,55.76
2.77,1.98,52.38
2.71,2.74,54.8
2.97,2.25,54.09
3.28,1.98,52.23
3.06,2.08,64.43
2.89,2.04,53.16
2.83,2.15,54.38
2.66,2.15,55.92
2.76,2.18,53.91
2.78,2.67,53.34
2.82,2.17,53.48
2.62,2.21,53.29
2.93,1.97,68.55
2.59,2.12,55.01
2.71,2.05,51.13
3.21,2.26,52.69
2.71,2.06,52.45
2.92,2.27,51.74
3.16,2.71,51.87
2.57,2.26,52.81
2.7,2.07,51.24
2.77,2.04,51.34
2.82,2.25,51.36
2.69,2.01,66.89
2.99,2.27,56.12
3.03,2.27,52.23
2.73,2.29,52.19
2.61,2.15,51.56
2.7,2.41,51.85
2.67,1.97,52.96
2.66,2.12,51.33
2.87,2.2,51.12
2.96,2.06,61.13
2.72,2.0,50.92
2.74,1.97,51.33
2.97,2.23,52.2
2.72,2.38,51.75
2.73,2.08,52.5
2.62,2.1,50.88
2.95,2.17,52.32
3.03,1.99,51.88
2.89,2.36,53.1
3.14,2.36,55.72
2.75,2.34,53.59
2.9,2.45,51.75
4.05,3.29,54.13
3.32,2.29,74.0
3.72,2.28,66.11
2.8,2.55,53.86
3.53,2.19,55.69
2.84,2.25,51.62
2.9,2.3,50.68
2.76,2.12,57.15
3.17,2.17,51.49
2.87,2.23,54.28
2.83,2.6,51.57
3.09,2.2,51.29
2.81,2.66,50.98
3.08,2.37,51.44
2.76,2.97,50.92
2.72,2.25,52.18
3.29,2.24,51.55
2.74,2.32,51.48
2.68,3.04,54.73
2.86,2.19,51.9
3.17,2.41,53.49
2.9,2.19,51.29
3.07,2.28,70.97
2.7,2.17,58.58
2.96,2.4,50.99
2.64,2.18,50.46
2.79,2.29,50.35
2.92,2.18,51.27
3.0,2.47,51.53
2.65,2.27,58.38
3.26,2.36,51.66
2.79,2.43,50.44
2.74,2.16,55.23
2.79,3.26,51.84
2.68,3.01,51.18
2.84,2.48,51.75
2.96,2.24,52.13
2.82,2.12,51.9
2.71,2.11,52.61
2.98,2.14,51.15
2.92,2.41,53.62
4.54,2.19,50.48
2.92,2.14,53.48
3.17,2.06,51.27
4.53,2.26,50.92
2.83,2.31,57.43
2.79,2.38,50.66
3.6,2.01,50.56
3.34,2.14,50.68
3.3,2.2,51.94
2.87,2.18,50.84
3.08,2.14,51.13
3.18,2.37,51.45
3.11,2.28,50.71
2.87,2.32,50.22
2.69,2.06,55.92
3.83,2.08,60.55
2.82,1.99,51.18
2.85,2.02,50.77
2.67,1.95,50.96
2.93,2.16,50.2
2.77,2.12,50.55
2.85,2.18,51.79
3.02,2.3,56.09
3.46,2.27,52.23
2.89,2.9,50.72
2.65,2.23,50.64
2.64,2.06,52.06
2.84,2.21,67.84
3.42,1.97,53.26
2.89,2.17,51.67
2.91,2.06,58.92
2.78,2.01,75.79
3.0,2.14,50.89
2.72,2.06,51.05
3.73,1.95,50.99
2.99,2.01,51.32
2.82,2.44,51.63
3.25,2.78,51.21
2.74,2.35,50.66
2.75,2.17,50.98
2.9,2.06,50.8
2.85,2.35,50.17
3.11,2.09,50.48
2.9,2.07,50.19
2.9,2.12,51.24
3.07,2.94,65.86
2.72,2.44,52.74
2.77,2.21,54.74
2.96,2.12,60.4
2.84,2.07,51.08
2.74,2.1,51.92
2.74,2.05,54.72
2.79,1.96,51.69
2.83,2.46,51.19
2.95,2.16,52.44
2.84,2.09,51.13
2.97,2.2,51.27
2.77,2.08,50.79
2.85,2.05,51.44
3.02,1.97,51.09
2.84,2.19,51.9
2.76,2.86,52.12
2.83,3.08,50.79
2.78,2.24,50.92
2.78,2.23,51.53
2.73,2.33,52.04
2.84,1.98,51.45
2.71,1.94,51.39
3.08,1.91,52.52
3.29,1.99,52.94
2.97,2.16,53.38
2.8,2.04,55.57
2.81,2.12,51.64
2.87,2.33,51.36
2.89,2.79,52.47
2.88,3.3,53.95
3.29,2.78,52.12
2.85,3.31,50.78
3.21,3.39,52.38
3.47,2.85,52.72
2.88,2.14,51.86
3.02,2.58,52.54
2.91,2.23,51.82
2.93,2.0,51.06
3.3,2.23,51.38
2.72,2.31,3618.86
2.75,2.39,54.58
2.96,2.33,50.83
2.71,2.18,50.96
2.88,2.23,50.8
2.89,2.31,51.37
2.88,2.64,50.77
2.9,2.27,52.74
3.25,2.35,51.88
3.13,2.16,52.39
3.25,2.07,52.53
2.65,2.08,52.18
3.49,2.0,50.73
3.45,1.99,50.47
2.81,2.1,50.73
3.27,2.08,51.3
2.77,2.35,50.97
3.35,2.21,51.41
2.76,2.11,51.8
3.28,2.16,51.56
3.13,2.25,51.03
3.4,2.12,50.8
2.98,1.94,50.61
3.2,2.05,51.82
3.16,2.33,51.91
2.99,2.2,53.01
2.82,2.23,51.9
2.98,2.04,51.07
3.0,2.17,50.67
2.69,2.25,51.16
2.64,2.31,59.49
2.73,2.18,51.16
2.8,2.39,53.6
2.96,2.15,54.76
2.74,2.33,54.18
2.86,2.13,53.09
2.83,2.16,52.06
3.23,2.02,52.6
3.05,2.14,58.1
2.99,2.05,51.27
3.06,2.42,54.22
2.77,2.1,50.46
2.82,2.72,51.66
2.85,2.73,50.69
2.75,2.32,52.22
2.99,2.65,50.66
2.7,2.58,51.16
2.79,2.41,55.53
2.99,2.24,54.04
2.78,2.25,51.29
2.71,2.04,50.54
2.65,2.27,51.4
2.73,2.42,51.06
2.73,2.1,54.41
2.66,2.28,51.76
2.74,4.01,53.35
2.75,2.25,52.3
3.26,2.9,54.65
2.87,2.74,52.5
2.82,2.29,53.66
2.67,2.2,53.35
3.1,3.22,52.0
2.66,2.3,51.2
2.83,2.59,51.2
2.88,2.16,50.93
3.09,2.54,52.55
3.15,3.32,52.31
3.95,2.23,53.66
3.27,2.28,51.49
3.32,2.33,53.06
3.46,2.29,51.22
2.72,2.26,50.47
2.8,2.4,51.6
2.75,2.43,51.55
2.97,2.31,54.07
2.88,2.3,51.32
2.88,2.43,51.13
2.93,2.37,50.6
2.77,3.26,50.83
2.88,2.4,51.56
2.63,2.59,51.3
2.99,2.73,51.02
3.23,2.47,52.53
3.03,2.44,51.38
3.43,2.5,50.37
3.18,2.5,51.3
3.48,2.53,53.26
2.8,2.26,51.09
2.81,2.36,55.88
2.83,2.16,51.18
2.79,2.56,51.57
2.89,2.33,51.29
3.09,2.38,67.16
2.69,2.73,51.83
2.62,2.83,51.31
2.63,2.7,52.58
2.82,2.63,50.92
2.71,2.33,54.87
2.89,2.21,53.28
2.78,3.37,51.39
3.17,2.75,51.49
2.67,3.12,50.91
2.75,2.65,51.89
3.16,2.32,52.29
2.68,2.64,52.34
2.71,2.32,51.63
2.95,2.43,52.28
3.13,2.17,50.56
3.94,1.97,51.12
3.07,2.16,50.48
2.77,2.17,52.14
3.16,2.15,52.0
2.94,1.97,56.16
2.92,2.15,57.23
3.12,2.31,52.79
2.7,3.18,51.93
2.87,2.6,52.06
2.73,3.14,52.53
2.83,2.68,50.89
4.52,2.51,51.3
3.29,2.12,51.49
2.79,2.44,51.0
2.85,2.52,51.15
2.77,2.3,64.36
2.85,2.77,55.66
2.8,2.37,56.34
2.8,2.26,50.91
2.84,2.1,51.05
2.97,2.36,51.43
2.97,2.18,54.36
3.2,2.52,52.23
2.71,2.47,50.38
3.52,2.69,53.62
2.72,2.64,52.93
2.81,2.84,50.91
3.0,2.62,51.58
3.05,2.4,51.75
2.69,3.12,52.19
4.52,2.42,51.84
4.0,2.36,51.63
4.3,2.26,52.84
3.1,2.12,51.15
2.8,2.34,52.28
2.87,2.32,51.53
2.89,2.44,54.9
2.78,2.34,52.85
2.71,2.39,52.03
3.05,2.53,53.62
2.75,2.32,52.24
2.92,2.73,51.86
2.86,2.06,52.51
2.77,2.0,50.95
2.69,2.07,51.34
3.24,2.44,51.69
2.8,2.32,51.81
2.77,2.46,51.93
2.89,2.14,50.79
3.09,2.18,50.65
3.06,2.52,50.92
3.15,3.6,50.59
2.74,2.7,50.44
3.29,2.78,50.77
2.74,2.77,50.69
3.29,4.22,50.83
3.01,2.67,50.86
3.55,3.13,50.46
2.82,2.51,50.75
3.08,2.9,50.93
2.93,2.29,50.65
2.8,2.12,50.6
2.94,3.09,51.34
3.2,2.28,51.17
4.09,2.23,51.43
3.04,2.33,54.43
2.8,2.3,53.4
2.81,2.39,50.7
2.7,2.29,51.26
2.98,2.26,50.52
3.04,2.14,50.73
3.22,2.49,52.44
3.97,2.33,50.58
3.27,2.33,52.16
3.63,2.52,52.23
2.71,2.28,53.63
2.69,2.09,52.04
2.88,2.26,50.88
2.69,2.17,51.01
2.9,2.27,50.76
3.18,2.52,50.53
2.73,2.17,50.92
3.28,2.17,52.28
3.15,2.9,50.55
4.34,2.11,51.2
3.32,2.02,50.5
2.95,2.0,51.15
3.13,2.12,51.03
3.02,2.17,51.0
3.33,2.75,51.65
3.05,2.87,51.73
3.54,2.25,52.56
4.14,2.34,53.0
2.96,2.22,50.78
3.12,2.35,51.04
2.82,2.12,57.43
3.02,2.06,50.81
2.91,2.01,50.55
2.9,2.95,53.41
2.94,2.47,50.76
3.1,2.2,51.86
2.75,2.34,52.87
2.82,2.65,51.13
3.06,2.81,50.96
2.85,2.4,50.91
3.12,2.55,51.18
3.06,2.43,53.98
2.81,2.33,50.93
2.9,2.38,64.53
2.89,2.4,67.2
2.71,2.54,55.65
2.98,2.13,52.01
2.77,2.76,51.54
2.87,2.3,50.66
2.92,2.38,54.46
3.73,2.23,60.99
2.73,2.55,54.7
2.75,2.54,52.22
2.71,2.39,50.8
2.8,2.18,50.6
2.94,3.21,53.53
3.06,2.29,51.49
2.81,2.19,51.97
2.72,2.14,52.5
2.67,2.18,50.77
2.78,2.17,51.32
2.7,3.42,52.09
2.82,2.43,51.51
2.67,2.81,51.47
3.02,2.44,50.61
2.89,2.57,50.57
2.72,2.84,50.52
2.8,2.69,50.57
3.35,2.44,50.78
3.19,2.56,51.86
3.18,2.61,68.62
2.86,2.78,51.42
3.16,2.49,51.89
3.53,2.54,50.44
3.08,2.56,51.06
2.76,2.68,51.51
3.17,2.54,51.58
3.2,2.41,50.58
2.84,2.24,51.07
2.78,2.71,51.23
2.79,2.34,52.09
2.69,2.92,50.73
2.69,2.67,50.58
2.96,2.27,50.56
2.86,2.25,50.6
2.98,2.67,50.91
2.83,2.65,50.9
2.71,2.48,51.97
3.21,2.42,53.47
3.09,2.21,52.01
3.27,2.54,51.61
3.9,2.37,51.69
3.41,2.4,53.24
3.19,2.29,50.95
2.97,2.2,50.93
3.21,2.39,50.75
3.69,2.2,51.42
3.04,2.14,52.2
2.76,2.58,52.06
2.92,2.3,50.78
2.71,2.38,51.27
3.06,2.2,51.62
3.07,2.93,51.72
2.79,2.61,51.27
2.89,2.74,50.44
2.74,2.82,51.08
3.0,2.96,51.0
3.16,2.25,50.9
2.69,2.58,50.63
2.71,2.44,50.72
2.9,2.49,50.66
3.07,2.3,50.69
2.78,2.12,50.62
2.86,2.2,50.48
2.82,2.5,50.51
2.86,2.38,50.54
2.67,2.42,50.31
2.85,2.18,50.77
2.82,2.31,50.55
3.01,2.27,50.78
2.75,2.62,50.72
3.21,2.16,54.33
2.88,2.27,53.44
2.75,2.37,54.93
2.92,2.37,50.68
2.92,2.51,50.39
2.74,2.33,50.73
3.0,2.38,51.9
3.06,2.88,52.26
2.84,2.65,53.22
3.23,2.6,50.8
2.98,2.22,50.95
2.92,2.76,53.03
3.54,2.19,53.35
4.0,2.26,51.07
3.42,2.25,51.63
2.83,2.21,53.19
2.79,2.08,52.26
2.94,2.27,51.78
3.14,2.08,52.24
3.79,2.27,53.48
3.3,2.23,52.24
2.81,2.48,51.35
2.84,2.12,52.01
2.8,2.37,51.09
3.02,2.03,52.82
3.29,2.57,54.16
2.86,2.31,53.87
2.85,2.26,53.98
2.87,2.43,51.23
2.87,2.27,52.66
3.09,2.68,52.98
2.98,2.48,51.55
2.88,2.27,52.73
2.76,2.41,56.84
3.33,3.38,62.52
3.58,2.49,53.17
2.92,2.44,60.23
2.95,2.84,69.23
3.4,2.56,53.12
3.6,3.24,53.18
2.84,2.31,53.82
2.69,2.11,54.85
2.99,2.26,54.79
2.91,2.06,54.59
3.03,2.47,53.96
2.66,2.06,51.44
3.59,2.05,52.72
4.19,2.0,54.0
2.88,2.11,58.35
3.4,2.67,55.78
2.95,2.21,52.73
4.07,2.23,53.74
3.0,2.09,53.47
2.92,2.25,53.91
2.77,2.17,53.15
2.66,2.1,58.41
2.7,2.08,52.26
2.78,2.29,51.52
2.85,2.08,56.28
2.96,2.09,53.84
2.79,2.13,52.54
3.39,1.94,53.13
2.73,2.0,51.13
2.92,2.22,51.17
2.81,3.22,52.34
2.82,2.31,52.23
2.83,2.44,52.09
2.76,2.13,51.12
2.71,2.42,51.85
3.42,2.97,54.69
2.58,2.01,60.25
3.65,2.67,50.94
2.81,1.99,53.77
2.72,3.17,50.83
2.79,2.48,51.42
3.88,2.23,51.69
3.12,1.97,52.15
2.9,2.18,51.71
2.85,2.07,51.65
2.8,2.14,51.03
3.28,2.12,50.72
2.77,2.42,51.01
2.78,2.17,50.88
2.9,2.19,51.25
2.96,2.3,50.98
2.89,3.99,51.41
2.92,2.33,51.64
3.18,2.54,51.69
3.13,2.37,51.59
2.73,2.44,50.54
2.9,2.15,51.93
2.9,2.68,51.78
2.67,2.65,51.33
2.99,2.16,51.13
2.77,2.47,53.0
2.83,2.39,75.09
2.9,2.44,50.92
2.98,2.33,50.29
2.61,2.71,51.4
2.77,2.58,50.79
2.84,2.58,51.86
2.75,2.57,53.0
3.01,2.56,51.57
2.7,2.26,51.34
2.71,2.25,56.62
2.97,2.12,52.38
2.97,2.16,52.81
3.07,2.12,50.63
2.82,2.29,51.05
2.78,2.13,50.44
2.77,2.25,51.92
2.88,2.15,50.99
2.58,2.26,50.98
2.64,2.45,50.74
2.77,3.37,51.31
2.92,2.44,51.0
2.85,3.27,51.12
2.8,2.29,50.42
2.81,2.42,50.99
3.39,2.1,50.92
3.12,2.2,53.67
2.8,2.27,50.82
3.29,2.43,53.17
3.25,2.93,51.39
3.07,2.82,50.65
2.85,2.46,50.89
3.14,2.33,50.87
3.77,2.03,52.09
2.77,2.39,51.26
2.72,2.11,51.41
3.07,2.12,50.56
3.09,2.1,51.62
3.09,2.54,51.12
2.86,2.39,51.12
3.39,2.34,51.19
3.33,2.17,52.23
3.22,2.25,55.64
2.89,2.19,51.89
3.16,2.19,51.85
2.94,2.4,50.99
2.95,2.28,51.42
3.13,2.42,58.62
3.4,2.17,51.11
2.68,2.32,51.55
3.02,2.3,51.59
2.8,2.24,51.4
2.89,2.29,51.55
3.17,2.32,51.5
2.92,2.07,51.57
2.97,2.25,51.36
3.04,2.25,51.03
3.17,2.78,52.22
3.0,2.64,50.93
2.77,2.87,51.94
2.88,2.12,66.17
2.93,2.25,51.24
3.12,2.38,51.38
2.75,2.31,51.64
2.85,3.02,51.14
2.69,2.29,50.42
2.81,2.45,51.23
2.84,2.73,50.42
2.66,2.16,51.42
2.73,2.28,51.01
2.86,2.2,50.62
2.77,2.02,50.6
2.88,2.9,50.69
2.96,3.09,51.04
3.75,2.91,50.41
2.86,2.74,52.08
3.3,2.83,56.8
2.98,2.74,52.01
2.75,2.67,60.99
