x25519,x25519_mlkem512,mlkem512,x25519_hqc128,hqc128
0.77,0.97,0.83,7.31,7.08
0.76,0.97,0.79,7.2,7.25
0.77,1.01,0.8,7.48,7.04
0.77,0.96,0.82,7.34,7.11
0.77,0.98,0.83,7.42,7.09
0.79,0.96,0.79,7.38,7.14
0.78,0.99,0.77,7.16,7.05
0.74,1.0,0.82,7.35,7.26
0.77,0.98,0.83,7.36,7.01
0.78,0.96,0.81,7.15,7.15
0.84,0.97,0.81,7.22,7.09
0.76,0.98,0.83,7.26,7.03
0.81,0.96,0.82,7.25,6.99
0.81,0.99,0.81,7.13,7.16
0.77,0.98,0.8,7.26,6.93
0.77,0.99,0.82,7.24,7.03
0.79,0.97,0.83,7.44,7.08
0.8,1.0,0.85,7.11,7.18
0.77,1.0,0.8,7.2,7.1
0.84,1.0,0.83,7.08,7.04
0.78,0.99,0.82,7.33,7.07
0.78,0.98,0.83,7.39,7.29
0.75,1.01,0.81,7.24,7.09
0.81,1.05,0.83,7.13,7.04
0.81,1.01,0.84,7.43,7.2
0.76,0.97,0.81,7.16,7.07
0.8,0.98,0.79,7.12,7.16
0.76,0.99,0.82,7.26,7.13
0.76,0.99,0.82,7.18,7.18
0.77,0.97,0.8,7.08,7.11
0.77,0.99,0.83,7.26,7.17
0.76,0.95,0.83,7.15,7.19
0.75,0.95,0.83,7.31,7.12
0.77,1.01,0.81,7.22,7.09
0.78,0.95,0.79,7.33,7.33
0.75,0.97,0.83,7.29,7.1
0.77,0.98,0.84,7.38,7.17
0.79,1.01,0.86,7.43,7.08
0.78,0.98,0.82,7.19,7.07
0.75,0.97,0.85,7.27,6.96
0.75,1.03,0.84,7.14,7.22
0.78,0.97,0.81,7.18,7.2
0.76,0.95,0.81,7.25,7.03
0.8,0.97,0.8,7.38,7.19
0.77,1.0,0.88,7.28,7.04
0.77,0.99,0.86,7.36,7.09
0.8,0.99,0.81,7.26,7.01
0.79,0.96,0.79,7.2,7.07
0.81,0.97,0.83,7.13,7.13
0.82,0.98,0.84,7.33,7.18
0.77,0.98,0.79,7.34,7.0
0.81,1.02,0.81,7.15,7.05
0.78,0.99,0.8,7.36,7.01
0.8,0.97,0.81,7.31,7.0
0.77,0.96,0.81,7.17,7.01
0.85,0.95,0.82,7.27,7.29
0.8,0.99,0.82,7.21,7.08
0.79,0.99,0.85,7.2,7.2
0.79,0.98,0.83,7.27,7.08
0.76,0.98,0.81,7.27,7.15
0.78,1.03,0.82,7.14,7.09
0.76,0.99,0.82,7.25,7.18
0.79,0.98,0.81,7.16,7.08
0.79,1.0,0.82,7.43,7.01
0.79,0.99,0.87,7.34,7.03
0.77,0.97,0.81,7.16,7.05
0.77,0.96,0.79,7.14,7.3
0.77,1.0,0.79,7.25,7.07
0.75,0.98,0.84,7.25,7.12
0.76,0.95,0.82,7.37,6.98
0.8,0.95,0.82,7.39,7.15
0.77,0.96,0.8,7.42,7.12
0.74,1.0,0.83,7.23,7.21
0.79,1.0,0.84,7.26,7.1
0.78,0.97,0.88,7.24,7.2
0.76,0.99,0.81,7.1,7.11
0.76,0.97,0.82,7.15,7.11
0.78,0.96,0.83,7.44,7.09
0.76,1.0,0.8,7.29,7.04
0.79,0.98,0.82,7.3,7.15
0.86,1.03,0.79,7.3,7.13
0.79,0.98,0.83,7.3,7.25
0.78,0.98,0.83,7.17,7.12
0.82,0.97,0.83,7.3,7.23
0.78,1.0,0.8,7.06,7.19
0.77,1.0,0.82,7.21,7.08
0.77,0.97,0.83,7.12,7.24
0.83,1.01,0.83,7.21,7.13
0.79,1.02,0.81,7.26,7.13
0.75,0.99,0.78,7.32,7.05
0.78,0.98,0.82,7.29,7.22
0.79,0.98,0.83,7.33,7.16
0.77,0.98,0.79,7.44,7.02
0.84,0.98,0.85,7.19,7.0
0.83,0.96,0.83,7.16,7.0
0.78,0.97,0.8,7.26,7.13
0.81,0.96,0.81,7.16,7.14
0.82,0.99,0.78,7.42,7.1
0.8,0.97,0.81,7.29,7.16
0.77,1.01,0.83,7.36,7.07
0.77,1.01,0.87,7.28,7.21
0.81,0.97,0.79,7.51,7.08
0.76,0.99,0.81,7.35,7.21
0.78,0.96,0.83,7.36,7.23
0.77,0.96,0.81,7.36,7.15
0.75,0.98,0.84,7.26,7.12
0.76,0.99,0.87,7.14,7.18
0.78,0.97,0.94,7.35,7.03
0.77,0.98,0.82,7.26,7.28
0.74,0.98,0.82,7.29,7.17
0.78,0.96,0.8,7.26,7.09
0.76,0.97,0.83,7.27,7.11
0.78,0.95,0.81,7.37,7.16
0.76,0.99,0.84,7.27,7.05
0.78,0.98,0.87,7.4,7.14
0.79,0.98,0.81,7.1,7.05
0.78,0.99,0.85,7.4,7.17
0.8,1.01,0.8,7.15,7.01
0.79,0.99,0.81,7.45,7.07
0.79,0.95,0.83,7.24,7.13
0.75,0.96,0.83,7.2,6.99
0.77,1.03,0.82,7.26,7.09
0.79,0.99,0.81,7.25,7.17
0.76,0.96,0.83,7.29,7.17
0.8,0.99,0.84,7.34,7.02
0.79,0.99,0.83,7.33,7.19
0.78,0.97,0.81,7.29,7.23
0.77,0.97,0.81,7.29,7.05
0.8,0.98,0.85,7.19,7.17
0.79,0.98,0.85,7.27,7.12
0.78,0.98,0.8,7.19,7.21
0.78,0.98,0.8,7.2,7.06
0.8,1.0,0.83,7.28,7.18
0.77,0.96,0.83,7.11,7.11
0.79,0.99,0.82,7.16,7.05
0.76,0.95,0.81,7.31,7.16
0.76,0.99,0.8,7.18,7.13
0.79,0.98,0.81,7.38,7.17
0.77,1.01,0.83,7.27,7.05
0.75,0.97,0.81,7.25,7.06
0.79,0.98,0.8,7.36,7.11
0.78,1.0,0.83,7.27,7.07
0.75,0.99,0.83,7.29,7.18
0.78,1.04,0.79,7.19,7.12
0.81,1.02,0.81,7.24,7.11
0.78,1.01,0.81,7.28,7.03
0.77,1.03,0.83,7.25,7.15
0.76,1.03,0.83,7.48,7.19
0.81,1.01,0.84,7.22,7.19
0.78,0.98,0.85,7.24,7.1
0.8,1.0,0.83,7.4,7.15
0.82,1.0,0.8,7.13,7.11
0.82,0.96,0.8,7.1,7.06
0.81,0.94,0.84,7.19,7.17
0.82,0.99,0.83,7.29,7.09
0.83,0.99,0.81,7.3,7.12
0.83,0.97,0.84,7.35,7.13
0.82,0.98,0.83,7.44,7.04
0.8,1.0,0.82,7.12,7.21
0.84,1.01,0.83,7.31,7.1
0.91,1.0,0.85,7.41,7.23
0.84,1.02,0.8,7.25,7.17
0.8,0.98,0.82,7.33,7.05
0.81,0.98,0.87,7.22,7.12
0.85,0.99,0.82,7.12,7.21
0.8,0.96,0.82,7.29,7.17
0.8,1.03,0.8,7.2,7.17
0.77,0.98,0.8,7.32,7.07
0.78,0.97,0.83,7.12,7.17
0.78,1.0,0.81,7.27,7.16
0.77,0.99,0.84,7.2,7.15
0.79,0.99,0.83,7.42,7.24
0.8,0.97,0.84,7.33,7.21
0.79,1.0,0.8,7.31,7.14
0.83,0.98,0.83,7.29,7.11
0.79,0.99,0.83,7.5,7.13
0.79,1.01,0.82,7.29,7.16
0.79,1.0,0.83,7.33,7.11
0.77,0.97,0.8,7.39,7.23
0.78,0.96,0.83,7.3,7.09
0.78,1.0,0.82,7.33,7.25
0.76,1.02,0.84,7.3,7.28
0.8,0.98,0.83,7.3,7.09
0.77,0.96,0.81,7.38,7.08
0.76,0.97,0.78,7.27,7.13
0.8,1.0,0.83,7.38,6.99
0.77,0.99,0.83,7.22,7.19
0.79,0.98,0.83,7.17,7.08
0.76,0.97,0.85,7.49,7.17
0.78,0.98,0.8,7.25,7.09
0.79,1.0,0.81,7.37,7.13
0.77,1.03,0.86,7.19,7.08
0.77,0.98,0.82,7.43,7.29
0.81,0.98,0.81,7.3,7.12
0.79,0.98,0.81,7.22,7.11
0.77,0.99,0.83,7.3,7.08
0.81,0.97,0.81,7.3,7.22
0.79,0.98,0.83,7.31,7.02
0.77,0.99,0.81,7.32,7.15
0.78,0.98,0.83,7.11,7.12
0.77,0.98,0.83,7.28,7.0
0.77,1.0,0.83,7.31,7.04
0.76,1.04,0.81,7.32,7.21
0.83,0.98,0.79,7.27,7.07
0.78,0.98,0.84,7.3,7.14
0.78,0.99,0.81,7.26,7.05
0.76,0.98,0.81,7.29,7.08
0.78,0.98,0.79,7.14,7.17
0.8,0.97,0.86,7.25,7.04
0.76,0.99,0.82,7.38,7.12
0.8,0.99,0.81,7.32,7.05
0.8,0.99,0.8,7.4,7.09
0.76,0.99,0.81,7.26,7.03
0.76,1.01,0.92,7.42,7.13
0.79,0.99,0.81,7.28,7.13
0.79,0.97,0.79,7.28,7.04
0.8,0.99,0.81,7.37,7.11
0.76,0.96,0.83,7.49,7.17
0.77,0.98,0.82,7.18,7.14
0.76,1.0,0.83,7.31,7.11
0.79,0.97,0.8,7.43,7.17
0.83,0.97,0.83,7.24,7.06
0.76,1.04,0.87,7.29,7.21
0.79,1.0,0.79,7.34,7.18
0.77,0.97,0.82,7.2,7.06
0.74,0.98,0.82,7.26,7.12
0.78,1.01,0.83,7.41,7.18
0.78,1.01,0.83,7.32,7.18
0.76,0.99,0.82,7.41,7.35
0.76,0.96,0.81,7.25,7.18
0.79,1.0,0.82,7.22,7.22
0.76,0.98,0.83,7.33,7.12
0.77,0.98,0.83,7.26,7.21
0.78,0.99,0.81,7.29,7.28
0.78,0.98,0.81,7.29,7.1
0.77,0.99,0.8,7.35,7.14
0.78,0.97,0.84,7.35,7.08
0.81,1.0,0.81,7.38,7.25
0.78,0.99,0.81,7.39,7.25
0.8,1.05,0.8,7.24,7.15
0.76,0.97,0.82,7.36,7.11
0.78,0.97,0.81,7.28,7.33
0.77,1.01,0.86,7.39,7.12
0.78,0.98,0.81,7.19,7.2
0.79,0.99,0.82,7.5,7.24
0.73,0.98,0.82,7.51,7.22
0.78,0.98,0.84,7.26,7.21
0.84,0.99,0.82,7.31,7.2
0.77,0.99,0.79,7.42,7.09
0.77,0.99,0.82,7.31,7.23
0.79,0.99,0.83,7.28,7.16
0.78,0.95,0.82,7.28,7.16
0.77,0.97,0.81,7.3,7.15
0.75,0.96,0.82,7.34,7.22
0.79,0.97,0.83,7.42,7.21
0.77,0.97,0.83,7.22,7.2
0.74,1.01,0.83,7.31,7.22
0.77,0.99,0.87,7.16,7.12
0.78,0.97,0.81,7.4,7.19
0.77,0.98,0.83,7.26,7.17
0.74,0.97,0.8,7.29,7.21
0.77,0.99,0.84,7.26,7.09
0.78,0.97,0.82,7.38,7.2
0.78,0.99,0.84,7.34,7.22
0.73,0.95,0.82,7.41,7.11
0.78,1.0,0.81,7.43,7.21
0.78,0.97,0.84,7.3,7.18
0.76,0.98,0.84,7.29,7.06
0.78,0.98,0.83,7.35,7.17
0.8,0.96,0.82,7.31,7.18
0.77,1.0,0.82,7.17,7.13
0.75,0.97,0.87,7.33,7.19
0.8,0.97,0.8,7.52,7.2
0.79,0.97,0.82,7.34,7.11
0.77,1.03,0.84,7.29,7.16
0.77,1.0,0.82,7.23,7.11
0.79,1.09,0.79,7.25,7.24
0.78,0.98,0.82,7.31,7.17
0.77,0.97,0.91,7.28,7.17
0.76,1.02,0.81,7.39,7.17
0.8,0.99,0.8,7.27,7.21
0.82,0.97,0.83,7.5,7.25
0.75,0.95,0.84,7.38,7.2
0.79,1.06,0.83,7.3,7.21
0.77,0.98,0.81,7.32,7.18
0.77,0.99,0.82,7.3,7.21
0.76,0.97,0.79,7.29,7.23
0.79,0.96,0.79,7.54,7.06
0.78,0.97,0.84,7.35,7.26
0.8,0.96,0.83,7.34,7.15
0.76,0.98,0.84,7.47,7.14
0.77,0.97,0.82,7.25,7.12
0.76,1.0,0.78,7.32,7.16
0.76,0.99,0.83,7.28,7.23
0.79,0.98,0.82,7.4,7.09
0.76,0.97,0.83,7.33,7.07
0.81,1.01,0.82,7.26,7.26
0.85,0.98,0.81,7.59,7.07
0.79,0.97,0.83,7.23,7.37
0.77,0.97,0.82,7.38,7.18
0.77,1.01,0.8,9.39,7.27
0.78,0.98,0.82,7.47,7.22
0.79,0.96,0.79,7.26,7.15
0.74,0.96,0.81,7.27,9.1
0.77,0.99,0.83,7.25,7.11
0.78,0.97,0.82,7.29,7.2
0.77,0.99,0.81,7.33,7.11
0.78,0.97,0.81,7.38,7.07
0.8,0.98,0.81,7.29,7.21
0.74,0.96,0.82,7.38,7.06
0.79,1.01,0.84,7.43,7.1
0.78,0.99,0.81,7.42,7.28
0.77,1.03,0.83,7.22,7.16
0.79,1.02,0.8,7.36,7.07
0.77,0.97,0.83,7.2,7.32
0.78,0.98,0.81,7.47,7.1
0.77,0.97,0.8,7.33,7.12
0.79,1.0,0.85,7.34,7.22
0.8,0.97,0.82,7.26,7.16
0.79,0.98,0.83,7.39,7.3
0.75,0.97,0.83,7.46,7.07
0.81,0.97,0.83,7.48,7.21
0.76,0.99,0.85,7.35,7.09
0.74,0.98,0.83,7.3,7.17
0.76,0.98,0.79,7.47,7.13
0.76,0.98,0.84,7.36,7.15
0.76,0.98,0.81,7.53,7.08
0.8,0.99,0.83,7.43,7.18
0.76,0.99,0.82,7.54,7.18
0.77,0.99,0.82,7.28,7.22
0.79,0.96,0.82,7.34,7.25
0.79,0.97,0.81,7.31,7.18
0.76,0.98,0.87,7.28,7.41
0.79,0.97,0.81,7.27,7.31
0.78,0.97,0.81,7.35,7.2
0.74,1.04,0.81,7.34,7.19
0.79,0.99,0.83,7.34,7.29
0.79,1.0,0.83,7.46,7.28
0.76,0.99,0.81,7.47,7.11
0.79,0.97,0.82,7.4,7.17
0.79,0.98,0.85,7.37,7.29
0.78,0.97,0.83,7.48,7.14
0.74,0.96,0.8,7.3,7.24
0.78,0.97,0.83,7.39,7.19
0.77,1.07,0.8,7.3,7.15
0.74,0.97,0.8,7.39,7.24
0.8,1.01,0.81,7.42,7.24
0.77,0.95,0.84,7.38,7.19
0.81,0.97,0.86,7.48,7.19
0.79,0.99,0.83,7.3,7.13
0.8,1.0,0.83,7.35,7.17
0.77,1.0,0.83,7.33,7.24
0.76,0.98,0.88,7.37,7.17
0.8,0.99,0.83,7.3,7.07
0.77,0.99,0.8,7.47,7.16
0.79,0.97,0.81,7.26,7.25
0.79,0.98,0.84,7.37,7.13
0.77,0.97,0.83,7.33,7.25
0.76,0.98,0.83,7.48,7.23
0.79,1.0,0.83,7.28,7.13
0.8,0.98,0.87,7.37,7.29
0.81,1.03,0.81,7.44,7.12
0.78,1.0,0.84,7.26,7.16
0.8,0.96,0.8,7.29,7.24
0.76,1.0,0.8,7.3,7.11
0.79,0.97,0.83,7.25,7.14
0.79,0.96,0.85,7.42,7.18
0.79,0.97,0.81,7.36,7.22
0.81,0.97,0.83,7.24,7.3
0.75,0.98,0.81,7.48,7.18
0.82,1.0,0.84,7.48,7.18
0.78,1.0,0.81,7.37,7.27
0.74,0.98,0.84,7.48,7.11
0.78,0.97,0.87,7.41,7.22
0.79,0.96,0.81,7.51,7.14
0.75,0.99,0.81,7.32,7.15
0.79,0.97,0.81,7.47,7.2
0.8,0.99,0.82,7.36,7.16
0.77,0.98,0.82,7.3,7.19
0.78,1.01,0.8,7.36,7.16
0.79,0.97,0.82,7.34,7.15
0.79,0.99,0.8,7.29,7.29
0.75,0.99,0.81,7.45,7.16
0.77,0.97,0.83,7.35,7.22
0.78,1.01,0.82,7.34,7.22
0.75,0.99,0.84,7.29,7.07
0.79,0.99,0.82,7.44,7.2
0.84,0.99,0.84,7.27,7.21
0.78,0.99,0.82,7.31,7.21
0.75,0.98,0.81,7.27,7.22
0.79,0.97,0.81,7.33,7.11
0.76,1.05,0.83,7.31,7.23
0.75,0.98,0.78,7.4,7.18
0.78,0.98,0.82,7.3,7.23
0.8,0.97,0.82,7.31,7.25
0.76,0.97,0.84,7.34,7.08
0.77,1.0,0.82,7.31,7.1
0.82,0.97,0.79,7.35,7.14
0.77,1.05,0.83,7.31,7.22
0.77,0.99,0.81,7.38,7.25
0.8,0.99,0.85,7.28,7.22
0.76,1.0,0.82,7.54,7.11
0.77,0.97,0.82,7.36,7.11
0.8,1.0,0.83,7.32,7.24
0.78,0.98,0.81,7.49,7.1
0.74,1.0,0.82,7.32,7.2
0.74,0.99,0.82,7.41,7.19
0.77,0.98,0.82,7.29,7.11
0.74,0.98,0.82,7.41,7.3
0.78,0.98,0.81,7.3,7.22
0.78,0.96,0.78,7.36,7.15
0.73,1.01,0.82,7.34,7.16
1.62,0.99,0.84,7.22,7.33
0.81,1.0,0.83,7.31,7.18
0.78,0.97,0.82,7.51,7.25
0.8,1.02,0.79,7.34,7.17
0.81,0.98,0.8,7.36,7.21
0.75,0.98,0.82,7.42,7.18
0.79,0.96,0.81,7.38,7.14
0.78,1.0,0.82,7.23,7.13
0.78,0.97,0.79,7.35,7.2
0.77,1.01,0.84,7.35,7.27
0.76,1.0,0.83,7.26,7.17
0.77,0.99,0.83,7.37,7.11
0.75,0.99,0.82,7.31,7.1
0.79,0.97,0.83,7.4,7.18
0.82,1.01,0.85,7.25,7.14
0.78,0.99,0.83,7.34,7.34
0.76,1.0,0.8,7.29,7.18
0.77,0.99,0.81,7.43,7.17
0.81,0.94,0.82,7.27,7.32
0.78,0.99,0.82,7.32,7.12
0.75,0.97,0.83,7.46,7.16
0.8,0.99,0.81,7.4,7.32
0.77,0.97,0.79,7.34,7.18
0.76,0.96,0.84,7.32,7.28
0.77,0.97,0.8,7.51,7.18
0.79,0.98,0.82,7.31,7.19
0.76,1.0,0.81,7.52,7.12
0.8,0.96,0.8,7.52,7.25
0.81,0.96,0.84,7.44,7.18
0.77,0.98,0.84,7.27,7.25
0.76,0.98,0.85,7.55,7.15
0.81,0.96,0.85,7.28,7.23
0.79,1.0,0.81,7.31,7.22
0.75,1.0,0.81,7.28,7.14
0.78,0.97,0.83,7.54,7.15
0.79,0.98,0.82,7.56,7.14
0.88,0.98,0.84,7.65,7.15
0.91,0.97,0.81,7.69,7.17
1.53,0.98,0.82,7.67,7.11
0.85,0.99,0.83,7.61,7.26
0.82,1.02,0.83,7.49,7.24
0.79,0.99,0.87,7.34,7.18
0.8,0.98,0.82,7.4,7.17
0.81,1.03,0.81,7.36,7.19
0.79,0.99,0.81,7.47,7.11
0.79,1.0,0.83,7.31,7.14
0.78,1.0,0.83,7.5,7.09
0.8,0.98,0.81,7.47,7.12
0.77,0.98,0.83,7.38,7.13
0.79,1.0,0.82,7.43,7.23
0.8,1.0,0.82,7.39,7.17
0.78,1.0,0.81,7.3,7.25
0.75,0.98,0.79,7.42,7.13
0.83,0.99,0.83,7.39,7.16
0.82,1.01,0.82,7.35,7.25
0.77,0.98,0.9,7.45,7.23
0.77,1.0,0.82,7.25,7.24
0.78,0.98,0.8,7.32,7.25
0.77,0.99,0.83,7.35,7.13
0.77,1.01,0.85,7.46,7.13
0.78,0.97,0.81,7.3,7.27
0.78,0.99,0.83,7.41,7.13
0.78,0.97,0.82,7.39,7.14
0.78,0.98,0.83,7.26,7.25
0.78,0.99,0.82,7.4,7.13
0.76,1.03,0.81,7.29,7.17
0.74,0.98,0.81,7.41,7.18
0.77,1.08,0.81,7.39,7.19
0.77,0.97,0.81,7.42,7.07
0.78,0.98,0.8,7.3,7.2
0.78,0.97,0.83,7.35,7.16
0.79,1.05,0.82,7.31,7.19
0.78,0.98,0.82,7.37,7.1
0.78,0.99,0.81,7.27,7.22
0.8,1.0,0.82,7.25,7.07
0.77,0.97,0.81,7.25,7.27
0.78,0.97,0.82,7.32,7.19
0.8,0.99,0.84,7.28,7.17
0.76,0.99,0.8,7.4,7.22
0.77,0.97,0.81,7.35,7.25
0.82,1.0,0.8,7.28,7.26
0.77,0.99,0.83,7.33,7.2
0.75,0.98,0.82,7.32,7.23
0.77,0.98,0.81,7.32,7.08
0.81,1.04,0.81,7.33,7.23
0.76,0.95,0.83,7.46,7.24
0.75,0.98,0.81,7.3,7.2
0.78,0.96,0.8,7.41,7.29
0.8,0.97,0.81,7.31,7.23
0.78,1.05,0.82,7.28,7.22
0.78,0.96,0.81,7.38,7.16
0.79,0.99,0.81,7.42,7.34
0.78,0.99,0.83,7.33,7.21
0.78,1.0,0.82,7.33,7.28
0.78,1.02,0.83,7.22,7.15
0.8,0.98,0.82,7.34,7.2
0.74,0.99,0.77,7.28,7.1
0.8,0.98,0.82,7.26,7.24
0.81,0.99,0.84,7.37,7.22
0.79,1.02,0.81,7.41,7.09
0.74,0.96,0.8,7.49,7.13
0.8,0.97,0.84,7.42,7.22
0.78,1.01,0.83,7.28,7.14
0.75,0.98,0.83,7.29,7.15
0.78,1.01,0.8,7.36,7.21
0.78,0.97,0.84,7.3,7.14
0.76,0.99,0.84,7.27,7.25
0.75,1.0,0.81,7.37,7.22
0.77,0.99,0.83,7.27,7.11
0.77,0.99,0.84,7.28,7.23
0.78,0.97,0.82,7.52,7.09
0.78,0.97,0.84,7.26,7.33
0.78,1.01,0.8,7.38,7.25
0.81,1.0,0.82,7.39,7.07
0.77,0.99,0.84,7.32,7.14
0.78,0.99,0.8,7.29,7.13
0.78,0.97,0.8,7.41,7.14
0.78,1.02,0.81,7.21,7.1
0.81,0.98,0.85,7.37,7.25
0.78,0.97,0.82,7.34,7.08
1.18,0.97,0.82,7.42,7.12
0.98,1.03,0.81,7.28,7.08
1.05,0.97,0.82,7.25,7.17
0.79,1.0,0.82,7.29,7.12
0.79,0.99,0.8,7.28,7.18
0.79,0.97,0.84,7.25,7.17
0.77,0.97,0.83,7.39,7.09
0.75,1.02,0.84,7.25,7.14
0.79,0.98,0.85,7.35,7.14
0.8,0.99,0.8,7.36,7.1
0.78,0.97,0.82,7.2,7.19
0.75,0.97,0.83,7.42,7.2
0.78,0.96,0.84,7.4,7.1
0.81,0.99,0.78,7.43,7.24
0.78,0.98,0.79,7.34,7.25
0.78,0.99,0.84,7.35,7.09
0.79,0.97,0.8,7.36,7.16
0.75,0.95,0.81,7.26,7.13
0.79,1.02,0.84,7.44,7.09
0.78,0.98,0.82,7.3,7.2
0.76,0.98,0.8,7.37,7.19
0.77,0.99,0.82,7.37,7.06
0.78,1.03,0.83,7.28,7.1
0.76,0.97,0.83,7.31,7.18
0.76,0.96,0.79,7.29,7.1
0.79,0.99,0.82,7.43,7.21
0.78,0.97,0.82,7.3,7.08
0.77,0.97,0.87,7.29,7.28
0.78,1.0,0.8,7.46,7.16
0.78,0.96,0.81,7.22,7.14
0.77,0.99,0.81,7.36,7.08
0.77,0.97,0.81,7.52,7.19
0.77,1.03,0.83,7.23,7.16
0.76,0.97,0.81,7.37,7.08
0.76,0.97,0.85,7.29,7.14
0.79,0.96,0.87,7.35,7.21
0.8,0.99,0.8,7.26,7.2
0.76,0.98,0.81,7.34,7.09
0.79,0.98,0.82,7.29,7.07
0.77,0.99,0.83,7.26,7.13
0.77,1.0,0.81,7.34,7.14
0.81,1.04,0.82,7.38,7.2
0.8,0.97,0.82,7.31,7.05
0.76,0.97,0.81,7.32,7.13
0.79,0.99,0.83,7.28,7.11
0.79,1.03,0.82,7.31,7.16
0.89,0.97,0.81,7.39,7.07
0.93,0.97,0.8,7.3,7.16
0.83,0.97,0.84,7.21,7.19
0.79,0.96,0.81,7.39,7.17
0.78,0.99,0.79,7.45,7.11
0.81,0.99,0.82,7.38,7.14
