P-521,p521_mlkem1024,mlkem1024,p521_hqc256,hqc256
11.88,16.02,6.91,49.12,39.98
12.13,16.07,6.88,48.65,39.77
12.12,16.0,6.88,48.93,39.73
11.92,16.11,6.87,49.16,39.84
11.85,15.97,6.92,49.08,39.8
11.92,16.08,6.83,49.49,39.95
12.01,16.05,6.84,48.89,39.7
11.97,15.88,6.86,48.87,39.81
11.95,15.98,6.77,48.81,39.72
11.86,16.13,6.8,48.77,39.84
12.01,16.05,6.77,48.92,39.74
11.97,15.94,6.89,48.97,39.76
11.96,15.98,6.93,49.01,39.7
11.94,15.97,6.93,49.02,39.53
12.0,16.0,6.82,48.85,39.58
11.96,15.99,7.01,48.84,39.67
12.0,15.94,7.05,49.34,39.8
11.86,15.87,6.95,48.79,40.31
12.09,15.79,7.0,48.88,40.01
11.9,15.89,6.88,48.86,39.88
11.95,16.1,6.87,48.74,39.86
11.95,15.97,6.88,49.17,39.68
12.01,15.84,6.89,48.78,39.77
12.02,15.92,6.87,49.02,40.17
11.99,15.97,6.96,48.88,39.47
11.92,15.85,6.83,48.88,39.67
12.12,15.89,6.77,48.85,39.62
11.96,16.0,6.97,48.81,39.54
11.81,16.08,6.86,49.14,39.75
11.97,15.81,6.86,48.82,40.0
11.88,15.98,6.9,49.02,40.19
11.93,15.9,6.84,48.74,39.48
11.83,15.92,6.8,48.65,39.76
11.99,16.06,6.91,49.17,39.6
11.98,15.86,6.94,48.86,39.98
11.94,15.88,6.79,48.68,39.63
11.82,15.97,6.92,48.62,39.54
11.99,15.95,6.76,49.02,39.43
12.01,15.97,6.95,48.95,39.54
11.77,15.88,6.78,49.03,39.65
11.94,15.98,6.83,49.2,39.57
12.02,16.06,6.82,48.84,39.6
11.84,16.08,6.88,48.45,39.52
11.95,16.03,6.88,48.43,39.75
12.01,16.07,7.01,48.67,39.75
11.87,15.92,6.85,48.72,39.81
11.89,15.8,6.93,48.78,39.97
11.98,16.09,6.86,48.61,39.88
11.93,16.02,6.98,48.26,39.58
11.97,16.01,6.84,48.44,39.88
11.97,15.84,6.96,48.77,39.55
11.9,15.99,6.9,49.05,39.72
12.05,16.01,6.88,48.54,39.86
11.87,15.89,6.82,48.59,39.57
11.87,16.0,6.92,48.54,39.38
11.91,15.76,6.94,48.62,39.4
12.09,16.09,6.95,48.69,39.57
11.85,15.89,6.82,48.8,39.67
11.85,15.97,7.0,48.77,40.13
11.99,15.94,6.84,48.62,39.56
11.91,16.05,6.8,48.82,39.79
11.93,15.98,6.93,48.5,39.58
11.84,15.88,6.8,48.55,39.37
11.99,16.0,6.89,48.55,39.67
11.84,15.84,6.92,48.58,39.61
11.98,15.95,6.88,48.96,39.56
11.95,15.99,6.77,48.52,39.63
11.84,15.97,6.87,48.44,40.31
12.03,15.97,6.82,48.4,39.76
11.94,16.02,6.93,48.7,39.62
12.01,15.97,6.89,48.84,39.95
11.89,15.92,6.84,48.66,40.36
11.91,15.89,6.98,48.57,40.09
12.04,15.94,6.94,48.51,40.19
11.87,16.02,6.94,48.78,39.76
11.77,16.16,6.88,48.68,40.02
11.91,15.92,7.06,48.71,39.58
12.17,15.91,6.89,48.61,39.99
11.78,15.94,6.96,48.5,39.66
11.96,15.94,7.02,48.63,39.89
12.0,15.8,6.9,48.63,40.05
11.83,15.95,6.86,48.39,39.76
11.88,16.08,6.98,48.63,39.56
11.96,15.91,6.91,48.59,40.69
12.01,16.05,6.84,48.45,40.0
11.92,15.86,6.89,48.63,39.95
11.94,16.08,6.93,48.36,40.46
11.97,15.83,6.93,48.53,39.78
11.97,16.1,6.99,48.45,39.75
11.89,15.95,6.8,48.41,39.71
12.04,15.94,6.86,48.7,39.71
11.97,15.97,7.92,48.74,40.08
11.99,15.85,6.87,48.62,39.7
11.91,16.1,6.86,48.64,39.56
11.96,16.08,6.9,48.59,40.44
12.04,15.91,6.87,48.89,39.7
11.95,15.99,6.92,48.58,39.56
12.52,15.88,6.85,48.78,39.6
12.1,16.02,6.85,48.55,39.74
11.87,15.96,6.85,48.65,39.84
11.95,16.04,6.83,48.51,39.67
12.13,15.97,6.76,48.57,39.85
11.8,15.94,6.9,48.48,39.96
11.83,15.97,6.77,48.43,39.66
12.01,16.05,6.89,48.41,40.29
11.89,16.05,6.83,49.16,39.68
11.77,16.04,6.97,48.67,40.01
11.95,15.93,6.88,48.89,39.55
11.98,15.99,6.92,48.7,39.73
12.0,15.85,6.9,48.62,39.7
11.88,16.06,6.92,48.59,39.85
11.89,15.88,6.85,48.75,39.62
11.97,15.97,6.86,48.69,39.82
12.02,15.92,6.95,48.9,39.71
12.08,15.9,6.88,48.96,40.21
11.91,16.53,6.81,48.86,40.25
11.93,15.84,6.97,48.82,39.91
11.99,15.96,6.9,48.82,39.89
11.95,16.06,6.91,48.69,39.73
12.05,15.97,6.99,48.68,39.97
11.94,15.93,6.95,48.55,40.35
11.95,15.97,6.96,48.74,39.79
12.07,15.88,6.95,48.78,39.85
11.84,15.9,6.83,48.64,39.72
11.98,15.98,6.92,48.76,39.83
11.86,16.03,7.05,48.77,40.05
11.91,15.87,6.83,48.88,39.85
11.85,16.02,6.99,48.89,39.8
11.87,16.09,6.97,48.88,39.63
11.96,16.0,6.9,48.77,39.75
11.93,16.07,6.83,48.66,39.69
11.88,15.96,7.02,49.36,39.81
11.86,16.3,6.82,49.08,39.71
11.92,16.16,6.81,48.97,39.79
11.97,15.94,6.88,49.02,39.86
11.86,15.96,6.85,49.27,39.93
11.86,16.02,6.77,48.79,39.77
11.98,16.09,6.87,48.98,39.72
11.91,16.03,6.84,48.94,39.58
11.99,15.97,6.91,49.75,39.69
11.93,15.93,6.97,48.84,39.52
11.82,16.0,6.9,49.04,39.58
11.9,16.1,6.84,48.95,39.38
11.88,16.06,7.05,49.03,39.66
12.01,16.03,6.88,48.86,39.84
11.95,16.18,6.9,48.86,39.4
11.81,16.16,6.96,49.02,39.58
11.96,15.96,6.91,49.08,39.81
11.88,16.05,6.92,49.57,39.61
11.79,15.99,6.96,49.16,39.59
11.97,16.14,6.86,49.48,39.53
11.88,16.25,6.82,48.92,39.41
11.87,15.97,6.78,50.49,39.37
11.9,15.88,6.82,49.34,39.68
11.72,16.1,6.85,50.18,39.51
11.79,15.97,6.89,49.05,39.62
11.92,16.13,6.89,49.37,39.53
12.02,16.04,6.8,48.9,40.18
11.95,16.17,6.81,48.91,39.49
11.89,16.57,6.76,51.3,39.56
11.96,16.08,6.87,53.29,39.88
11.82,15.89,6.84,52.66,39.59
12.0,16.05,6.94,52.52,39.52
11.76,16.07,6.96,52.63,39.56
12.07,16.1,6.81,52.4,39.54
11.77,15.91,6.81,51.55,39.66
11.86,16.01,6.82,49.78,39.51
12.03,16.13,6.75,49.1,40.13
11.99,16.14,6.86,49.3,39.92
11.81,16.11,6.85,48.67,39.65
11.89,15.94,6.82,48.76,39.73
12.01,15.96,6.93,48.71,39.42
11.87,16.02,6.84,48.83,39.72
11.78,16.02,6.91,48.89,39.53
11.86,16.17,6.91,48.77,39.6
11.87,15.98,6.92,48.65,39.63
11.88,16.07,7.02,48.47,39.58
12.17,16.04,6.88,48.8,39.6
12.16,16.11,6.87,48.59,39.47
12.11,16.06,6.97,49.02,39.64
12.21,16.02,6.93,48.56,39.73
12.68,15.94,6.81,48.83,39.6
12.12,16.07,6.88,48.85,39.69
13.08,16.03,6.93,49.66,39.59
14.3,16.17,6.9,48.8,39.38
13.1,15.97,6.9,49.12,39.58
12.6,15.9,7.04,48.56,39.57
12.91,16.07,6.77,49.8,39.63
14.07,16.37,6.96,48.79,39.55
16.45,16.45,6.89,48.67,39.62
13.35,16.04,6.86,48.87,39.7
14.94,16.01,6.83,48.41,39.43
12.41,16.0,7.14,48.89,39.51
12.88,16.07,6.8,49.27,39.63
12.56,16.03,6.91,48.84,39.59
11.99,15.99,6.95,49.05,39.6
11.96,16.24,6.81,48.48,39.55
12.05,16.04,6.96,49.0,39.55
11.93,16.1,6.93,48.5,39.65
11.86,16.12,6.87,48.98,39.56
11.98,16.01,6.8,48.64,39.69
11.97,15.99,6.89,49.09,39.43
11.95,16.0,6.8,48.86,39.82
12.3,16.14,6.91,48.68,39.49
11.77,16.05,6.91,48.94,39.45
11.91,16.02,6.96,48.84,39.57
11.84,16.0,6.82,49.19,39.6
11.9,16.19,7.02,48.77,39.45
11.88,16.11,6.81,49.03,39.55
11.9,16.07,6.85,48.92,39.59
12.38,15.92,6.98,48.93,39.43
11.96,16.04,6.88,48.94,39.74
11.94,16.12,6.88,48.68,40.15
11.88,15.9,6.77,49.99,39.84
11.99,15.97,6.88,49.49,39.99
12.58,16.02,6.91,53.84,39.63
13.51,16.13,6.83,53.49,39.67
12.37,16.12,6.86,49.27,39.67
11.93,16.07,6.81,49.3,39.7
11.91,16.08,6.82,50.23,39.75
12.02,16.09,6.86,49.42,40.11
11.87,16.01,6.87,48.59,39.9
11.94,16.02,6.79,48.76,39.91
11.95,16.02,6.9,48.58,39.97
11.75,16.16,6.88,51.21,39.72
11.91,16.25,7.01,50.89,39.75
11.85,16.04,6.86,49.11,39.93
12.09,16.07,6.93,48.64,39.66
11.91,16.1,6.87,49.1,39.69
11.97,16.02,6.9,48.63,39.8
12.01,15.99,6.94,48.92,39.74
11.84,15.92,6.93,48.72,39.72
11.8,16.26,6.83,48.86,40.06
11.97,16.06,6.79,49.8,39.65
11.79,16.02,6.86,48.77,39.76
12.58,16.03,6.86,48.71,39.93
11.8,16.08,6.77,49.18,39.77
11.89,15.99,6.94,48.78,39.58
11.86,16.13,6.86,48.62,39.83
12.0,16.0,6.88,48.78,39.78
11.88,16.15,6.8,48.9,39.88
11.85,16.37,6.94,48.8,39.68
11.94,16.17,6.92,50.37,39.67
11.81,16.1,6.86,50.64,39.78
11.92,15.95,6.94,49.38,39.66
11.91,15.98,6.88,48.95,40.04
11.92,16.4,6.92,49.03,39.57
11.93,16.05,6.87,48.95,39.62
11.85,16.13,6.88,49.04,39.68
12.41,15.95,6.8,48.96,39.66
12.42,16.21,6.87,48.94,39.98
11.84,15.97,6.88,49.32,39.56
11.97,15.95,6.79,48.99,39.68
11.89,16.02,7.03,48.85,39.87
11.86,16.11,6.85,48.84,39.84
11.99,16.16,6.88,48.98,39.84
11.83,16.29,6.95,48.74,39.75
12.01,16.04,6.9,48.84,39.8
12.3,16.06,6.9,48.86,39.77
12.14,16.05,6.95,48.76,39.97
12.29,16.16,6.88,48.73,39.67
12.55,16.18,6.79,48.8,40.05
12.45,16.0,6.94,48.8,39.79
12.3,16.11,6.77,49.01,39.81
12.23,16.13,6.91,49.01,39.76
12.31,16.02,7.08,48.89,39.93
12.42,15.94,6.83,48.95,39.69
12.41,16.01,6.76,48.89,39.69
12.62,16.45,6.83,48.74,39.83
12.67,15.97,6.86,48.95,39.75
12.43,16.02,6.85,48.94,39.64
12.27,15.85,6.98,49.05,39.77
12.37,15.91,6.81,48.93,40.19
12.37,15.97,6.86,48.98,40.28
12.43,16.01,6.85,49.34,39.76
11.98,15.88,6.89,49.36,39.82
11.92,16.14,6.92,49.21,39.9
11.95,16.03,6.82,48.89,39.82
11.87,15.9,6.88,48.93,40.22
11.93,16.02,6.76,48.84,39.63
11.79,15.9,6.96,48.85,39.65
11.85,15.99,6.76,48.69,40.1
11.88,15.89,6.86,49.08,39.84
11.83,15.97,6.86,48.75,39.54
11.87,15.94,6.84,48.56,39.75
11.85,15.84,6.9,48.88,39.61
11.8,16.02,6.82,48.99,39.49
11.8,15.82,6.93,48.75,39.55
11.86,16.01,6.91,48.97,39.8
11.84,16.01,6.76,48.65,39.55
11.84,15.91,6.97,48.55,39.58
11.9,15.9,6.82,48.48,39.38
11.82,15.97,6.95,48.76,39.62
11.74,16.06,6.87,48.61,39.57
11.91,16.61,7.18,48.9,39.65
11.91,15.98,6.91,48.83,39.54
11.93,16.01,6.99,48.8,40.22
11.85,15.99,6.89,48.71,39.82
11.76,15.86,6.91,48.78,39.51
11.84,15.98,6.81,48.79,39.62
11.73,15.89,6.96,49.27,39.61
11.78,15.92,6.82,48.97,39.52
11.71,16.14,6.97,49.44,39.57
11.82,15.9,6.81,48.74,39.51
11.73,16.02,6.87,48.49,39.61
11.85,15.99,6.83,48.52,39.79
11.84,16.13,6.76,48.73,39.49
11.76,16.04,6.92,48.66,39.45
11.87,15.96,6.99,48.48,39.35
11.84,16.04,6.88,48.9,40.14
11.87,16.25,6.88,48.57,40.16
12.03,15.95,6.88,48.7,39.61
12.52,15.92,6.83,48.7,39.45
13.22,15.93,6.84,49.14,39.48
12.5,15.99,6.78,48.95,39.61
12.38,15.9,6.89,48.86,39.52
12.66,15.97,6.91,48.7,39.52
12.66,15.9,6.95,48.66,39.59
13.28,16.11,6.91,48.74,39.61
12.86,15.99,6.92,48.7,39.49
13.16,15.95,6.91,48.87,39.5
12.49,16.0,6.85,48.78,39.47
12.0,15.9,6.82,49.31,39.67
12.12,15.93,7.01,48.93,39.58
12.06,15.83,6.79,48.89,39.6
12.15,16.04,6.8,48.83,39.73
12.12,16.05,7.05,48.75,39.45
11.96,15.95,6.9,48.65,40.16
11.87,16.06,6.78,48.74,42.76
11.84,16.01,6.88,48.78,42.87
11.9,16.07,6.75,48.83,41.46
11.97,15.94,6.87,48.7,41.03
11.97,16.01,6.99,48.95,40.46
12.06,15.87,6.8,48.66,40.74
12.13,15.96,6.89,48.81,39.81
11.94,15.92,6.89,48.65,39.46
11.98,16.03,6.79,49.17,40.24
12.05,15.99,6.94,48.87,40.4
12.15,15.99,6.83,49.59,39.35
11.93,15.97,6.8,49.28,39.57
11.84,16.0,6.92,49.65,39.53
12.02,15.98,6.73,48.96,39.44
12.01,15.95,6.85,48.94,39.5
11.99,15.97,6.82,48.85,39.61
12.04,16.03,6.83,53.63,39.55
11.93,15.87,6.82,48.97,39.6
11.92,16.03,6.9,48.8,39.55
11.8,15.87,6.91,49.1,39.51
11.96,15.93,6.8,48.89,39.64
11.89,15.88,6.88,48.96,39.84
11.87,15.93,6.91,49.01,39.56
11.92,16.0,6.8,49.03,39.5
11.93,16.14,6.89,49.02,39.73
11.92,15.92,6.93,49.51,39.87
11.89,15.97,6.83,50.37,39.96
11.96,16.01,6.88,49.11,40.06
11.85,16.13,6.74,49.02,39.96
11.92,16.0,6.89,49.09,39.77
11.9,15.87,6.84,49.11,40.14
11.79,15.97,6.77,49.1,39.7
11.9,16.01,6.8,49.11,39.8
12.01,15.87,6.8,49.23,39.99
11.8,16.04,6.86,49.05,39.73
11.92,15.93,6.92,49.04,39.77
11.88,16.0,6.94,49.11,39.78
11.93,16.05,6.8,49.23,39.66
12.01,16.06,6.97,48.86,39.75
12.17,15.83,6.88,49.08,39.69
12.02,15.93,6.8,48.96,39.87
11.98,16.02,6.91,48.92,39.67
11.8,15.88,6.88,49.02,39.72
11.97,15.96,6.89,48.91,39.58
11.82,16.01,7.01,48.98,39.79
11.95,15.92,6.76,49.0,39.88
11.9,15.89,6.86,48.91,39.72
11.94,15.99,6.94,49.06,39.72
11.9,15.83,6.9,49.06,39.86
12.32,16.54,6.88,48.87,39.7
11.98,15.77,6.92,49.06,39.83
12.08,15.97,6.91,49.11,39.86
11.98,15.99,6.8,49.0,40.26
11.91,16.0,6.8,49.02,39.51
11.91,15.89,6.79,48.77,40.0
12.0,15.94,6.88,48.79,39.87
12.02,15.98,6.86,48.75,39.69
11.99,15.98,6.87,48.79,39.78
11.9,16.21,6.89,48.73,39.79
12.04,16.51,6.88,48.97,39.8
12.05,15.93,6.86,48.8,39.72
12.0,15.93,6.83,49.0,39.72
12.05,16.07,6.81,48.92,39.7
11.95,15.96,6.83,49.24,40.35
11.99,15.99,6.85,48.63,39.55
12.0,16.14,6.89,48.66,39.75
12.01,15.84,6.85,48.87,39.76
11.94,15.96,6.83,48.59,39.82
11.86,16.03,6.81,48.71,39.78
12.05,15.91,6.84,48.84,40.23
11.95,15.91,6.81,48.79,39.64
11.95,15.98,6.92,48.58,39.74
11.9,16.12,6.87,48.55,40.31
11.79,15.93,6.8,48.81,39.84
11.96,15.91,6.86,48.7,39.83
11.94,16.0,6.81,49.4,39.77
11.88,16.05,6.86,48.64,39.84
11.92,16.0,6.77,48.75,39.86
12.06,16.13,6.91,48.66,39.85
11.98,15.96,6.79,48.5,40.14
11.95,16.08,6.91,48.87,39.59
11.88,16.14,6.84,48.61,40.05
11.93,16.13,6.93,49.11,39.8
11.98,16.02,6.9,49.02,39.7
11.88,15.89,6.86,49.0,39.95
11.95,16.02,6.96,48.83,39.86
12.1,16.14,6.79,49.0,40.47
11.99,16.03,6.96,48.72,39.8
11.99,15.96,6.78,49.18,39.69
11.94,15.99,6.86,48.64,39.76
12.04,15.98,6.94,48.66,39.69
11.92,16.09,6.86,49.14,39.72
11.77,16.15,6.88,48.77,39.5
11.98,16.03,6.86,48.51,39.65
11.82,15.97,6.84,49.63,39.52
11.98,16.52,6.9,48.83,39.51
11.9,16.07,6.83,48.67,39.54
11.97,16.07,6.86,48.61,39.61
11.98,16.03,6.81,49.52,39.8
11.89,16.1,6.89,48.87,39.48
11.93,15.95,6.87,49.04,39.71
11.93,16.04,6.89,48.87,39.82
12.02,16.06,6.78,49.0,39.48
11.95,16.2,6.79,49.17,39.57
11.97,16.11,6.82,49.06,39.6
11.86,15.86,6.89,48.86,39.69
11.95,16.0,6.76,49.04,39.83
11.84,15.97,6.85,49.16,39.77
12.02,16.09,6.88,48.94,39.54
12.03,16.02,6.94,49.17,39.84
11.95,16.08,6.81,48.97,39.6
11.92,15.88,7.0,48.91,39.68
12.03,17.6,6.85,46.6,39.51
11.85,22.66,6.91,49.27,39.48
12.03,21.08,6.78,49.12,39.49
12.0,17.68,6.88,49.02,39.63
11.92,17.18,6.86,49.14,39.55
12.01,17.32,6.9,49.51,39.57
11.85,18.03,6.73,48.9,39.84
11.94,18.38,6.84,48.91,39.48
11.95,16.73,6.87,48.92,39.49
11.84,16.51,6.82,49.26,39.58
11.94,16.68,6.84,48.93,39.68
11.93,16.47,6.76,49.0,39.63
11.85,16.37,6.81,49.52,39.58
11.99,16.52,6.87,48.85,39.62
11.92,16.46,6.75,49.34,39.49
11.96,16.24,6.92,49.22,39.43
11.96,16.22,6.99,49.07,39.59
12.07,16.34,6.84,49.08,39.42
11.98,16.35,6.86,49.05,39.62
11.95,16.27,6.79,49.06,39.61
11.96,16.59,6.79,48.9,39.78
11.95,16.47,6.88,49.51,39.55
11.77,16.1,6.85,48.91,39.57
11.91,16.08,6.84,49.21,39.68
11.94,15.97,7.01,48.97,39.56
11.94,16.07,6.76,48.98,39.97
12.03,16.17,6.85,49.99,39.84
11.89,16.23,6.86,49.17,39.56
11.83,16.05,6.86,49.18,39.52
11.85,16.08,6.9,49.01,39.62
11.98,16.19,6.83,49.14,39.41
11.89,15.98,6.78,49.18,39.73
11.99,16.05,6.81,49.03,39.51
11.92,16.08,6.89,49.16,39.52
11.86,16.28,6.87,49.14,39.57
11.88,16.17,6.82,49.11,39.58
11.88,16.01,6.82,49.11,39.66
11.9,15.99,6.88,48.97,39.77
12.01,16.17,7.43,48.8,39.47
11.79,16.23,6.97,49.08,39.78
11.94,15.95,6.79,49.01,39.74
11.97,15.85,6.88,49.48,39.76
11.76,16.18,6.99,49.23,39.8
12.0,16.09,6.85,49.1,39.68
11.77,16.35,6.86,49.15,39.89
12.06,15.97,6.99,48.73,39.77
11.85,15.99,6.86,48.71,39.64
11.85,16.23,6.94,48.85,39.74
11.92,16.23,6.86,49.09,39.71
11.76,15.96,6.8,48.74,40.23
11.85,16.1,6.8,48.66,39.72
11.76,16.02,7.0,48.7,39.72
11.94,16.23,6.81,48.89,39.7
11.9,16.25,6.83,48.78,39.88
11.88,16.25,6.87,48.66,39.88
11.91,16.08,6.88,48.73,39.77
11.91,16.05,7.01,48.85,39.57
11.74,16.03,6.76,48.74,39.73
11.84,16.09,6.88,48.56,39.82
11.83,16.09,6.8,48.81,39.78
11.91,16.0,6.85,48.78,39.76
12.28,16.06,6.86,48.9,39.8
12.0,16.05,6.97,48.75,39.89
11.92,15.97,6.81,48.77,40.34
11.93,16.2,6.89,48.7,39.73
11.94,16.65,6.9,48.64,39.79
11.87,16.13,7.43,48.68,39.91
11.96,16.13,6.83,49.05,39.86
11.99,15.98,6.9,48.7,39.79
12.38,15.99,6.85,49.22,39.92
11.99,16.43,6.94,48.75,39.77
11.92,16.03,6.89,48.7,39.55
11.91,16.04,7.0,48.67,40.29
11.95,16.17,6.88,48.95,39.77
11.84,16.07,6.96,48.92,39.91
11.94,16.03,6.89,48.75,39.71
11.86,16.08,6.95,48.67,39.71
11.89,16.24,6.88,48.98,39.74
11.92,16.05,7.12,48.86,39.87
11.85,16.07,6.91,49.35,39.95
11.96,15.93,6.95,48.8,39.8
11.77,16.06,6.82,48.84,40.0
11.9,15.96,7.08,49.31,39.58
11.88,16.03,6.96,49.0,39.63
11.8,16.01,6.93,48.9,39.73
11.95,16.1,7.01,48.73,39.94
12.0,15.81,6.85,48.87,39.52
11.77,15.91,6.93,48.66,39.7
12.03,16.13,6.93,48.78,40.0
11.85,16.08,6.83,48.77,39.82
11.91,15.99,6.9,48.89,40.11
11.81,15.89,6.92,49.23,39.78
12.02,15.98,6.95,48.74,39.91
12.01,15.98,6.97,48.74,39.6
11.84,15.99,7.05,48.68,39.9
11.99,16.3,6.92,49.22,40.02
11.74,15.98,6.83,48.6,39.78
11.88,16.01,6.86,48.82,39.68
11.75,16.1,6.87,48.73,39.8
11.87,15.98,6.78,49.38,39.75
11.95,16.04,6.92,48.68,39.54
11.95,15.89,6.85,49.13,39.63
11.7,15.81,6.76,49.13,39.47
11.84,16.25,6.93,49.2,39.64
11.94,16.0,6.83,49.0,40.52
11.94,16.11,6.77,48.84,41.14
11.93,15.78,7.03,49.12,39.67
11.93,15.96,6.87,49.03,39.76
11.96,16.09,6.96,49.11,39.86
11.77,16.07,6.86,49.0,39.7
11.79,15.98,6.91,49.26,39.53
11.9,16.05,6.79,49.16,39.58
11.98,15.92,7.03,49.1,39.65
11.8,16.09,6.8,48.96,39.88
11.87,16.03,6.87,48.82,39.81
11.93,15.99,6.91,49.12,39.57
11.83,16.55,6.87,49.11,39.49
11.98,16.04,6.83,49.26,39.58
11.81,16.05,6.97,49.06,39.5
11.98,15.96,6.81,49.07,39.54
11.84,16.0,6.97,49.12,39.79
11.84,15.96,6.82,49.33,39.57
11.88,15.96,6.77,49.0,39.42
11.85,15.99,6.9,48.91,39.5
11.93,15.84,6.84,49.13,39.61
11.9,16.0,6.88,49.19,39.86
11.85,15.9,6.81,49.17,39.55
11.89,16.04,6.87,48.92,39.72
11.98,15.92,6.93,48.96,39.53
11.92,15.94,6.87,49.06,39.58
12.04,16.02,6.84,49.02,39.43
11.78,16.1,6.79,49.01,40.21
11.94,16.05,6.86,48.81,39.53
11.98,16.07,6.78,49.02,39.67
11.76,15.88,7.49,49.04,39.48
12.0,15.95,6.87,48.98,39.8
11.95,15.94,6.93,48.85,39.84
11.87,15.99,6.84,49.03,39.39
11.97,15.99,6.98,49.03,39.56
11.8,16.03,6.82,49.01,40.23
11.89,16.08,6.88,49.14,39.59
11.79,16.08,6.87,49.2,39.59
11.92,16.03,6.91,48.91,39.55
11.89,16.02,6.79,49.02,39.51
11.79,15.94,6.95,49.14,39.42
11.92,15.93,6.86,49.04,39.47
11.9,16.11,6.87,48.86,39.56
11.94,16.01,6.87,48.79,39.47
11.93,15.96,6.82,49.5,39.69
11.85,15.92,7.0,48.98,39.83
11.94,16.1,7.0,49.06,39.68
11.95,16.09,6.89,48.89,39.68
11.77,15.97,7.0,49.13,39.42
11.92,15.94,6.89,48.66,39.75
11.98,16.0,6.91,48.69,39.76
11.83,15.99,7.06,48.74,39.49
11.88,15.96,6.86,48.57,39.69
11.84,15.98,6.87,48.78,39.9
12.03,16.05,7.0,48.71,39.64
11.82,15.97,6.97,48.82,39.73
11.82,15.87,6.89,48.82,39.64
11.97,16.07,7.0,48.77,39.62
12.3,15.85,6.84,48.78,39.68
11.89,16.09,6.9,48.91,40.26
11.88,15.99,6.9,48.81,39.85
11.93,16.0,6.92,49.17,39.7
11.83,16.06,6.81,48.64,39.85
11.9,15.86,7.09,48.86,39.72
11.86,15.99,6.85,48.89,39.75
11.76,15.89,6.83,48.79,39.86
11.78,15.85,7.02,48.75,39.92
12.15,16.0,6.78,48.67,39.88
11.97,16.05,6.88,48.73,39.86
11.76,15.79,6.87,48.78,39.66
11.81,16.13,6.9,48.75,39.8
11.98,16.01,6.81,48.87,39.98
11.93,16.05,6.96,48.85,39.95
12.01,15.93,6.88,48.73,39.91
11.91,15.82,6.91,48.75,39.88
12.16,15.8,6.93,48.69,40.08
11.78,15.87,6.85,49.27,40.02
11.98,16.02,6.93,48.9,40.09
12.01,15.85,6.93,49.13,40.32
11.93,15.98,6.81,48.63,39.88
12.09,15.91,6.91,48.72,40.02
11.78,15.97,6.77,48.64,39.81
11.84,16.03,6.9,48.93,40.13
12.05,15.87,6.81,49.2,39.85
11.86,15.88,6.93,48.86,40.05
11.89,16.11,6.91,48.97,39.8
11.97,15.9,6.79,49.12,39.83
11.88,16.02,6.89,49.02,39.76
11.92,16.03,6.79,48.95,40.17
11.96,15.82,6.89,48.79,40.13
11.98,16.06,6.76,48.92,39.93
11.92,15.96,6.89,48.69,40.08
11.94,16.1,6.83,48.85,39.75
12.0,15.99,6.89,48.84,39.85
11.99,15.83,6.86,49.27,39.81
11.92,16.06,6.9,49.02,39.82
11.96,15.97,6.92,48.65,39.74
12.04,15.99,6.95,48.56,40.43
12.44,16.02,7.0,48.63,39.93
11.97,15.95,6.89,48.66,39.89
12.05,16.15,6.79,49.06,39.86
11.93,15.99,6.91,49.22,39.74
11.95,16.02,6.89,48.95,39.74
11.92,16.13,6.94,48.88,39.66
12.08,15.9,6.91,49.06,40.35
12.0,16.03,6.88,48.95,39.65
12.01,16.04,6.89,48.97,39.76
11.96,16.15,6.93,49.0,39.74
11.94,16.12,6.81,49.04,39.78
11.81,16.05,6.97,49.62,39.73
11.84,16.07,6.82,49.05,39.71
11.87,16.1,6.86,48.91,39.82
11.97,15.98,6.87,49.32,40.03
11.95,15.99,6.89,49.01,39.84
11.95,15.97,6.93,48.99,39.56
11.9,16.22,6.89,49.69,39.63
11.93,16.01,6.87,49.07,39.68
11.99,16.01,6.94,49.04,39.7
11.97,15.97,6.93,48.89,39.56
11.95,15.98,6.84,48.86,39.61
12.03,16.18,7.1,49.39,39.62
12.01,15.97,6.82,48.93,39.59
12.07,16.0,6.77,49.08,39.68
12.01,15.99,6.86,48.98,39.52
11.96,16.01,6.92,49.29,39.6
12.02,16.03,6.91,49.08,39.63
11.83,16.12,6.85,49.21,39.57
12.11,16.03,6.96,49.07,39.6
11.97,16.03,6.83,49.1,40.37
11.96,16.08,7.03,48.89,39.85
12.11,16.25,6.87,49.19,39.63
11.91,16.02,6.95,49.07,39.75
11.9,16.01,6.8,48.94,39.69
11.95,15.93,6.91,49.71,39.82
12.03,15.9,6.8,48.97,39.54
11.87,16.08,6.81,49.59,39.64
11.96,15.93,7.0,48.99,39.6
11.94,15.91,6.97,48.93,39.86
11.91,16.11,6.88,49.2,39.61
11.89,16.07,6.77,49.03,39.49
11.97,16.11,6.92,49.16,39.7
11.84,15.9,6.79,49.24,39.63
11.95,15.95,7.04,49.08,39.5
11.94,16.0,6.78,48.87,39.73
11.94,15.99,6.88,49.56,39.59
12.04,16.14,6.96,49.06,40.02
11.8,16.04,6.79,49.38,39.57
11.99,16.06,6.92,48.94,39.64
11.85,16.09,6.85,48.94,39.61
11.88,16.09,6.91,48.85,39.55
12.02,16.1,6.85,49.13,39.86
11.95,15.97,6.92,49.23,39.83
12.06,16.18,6.82,49.04,39.62
11.84,16.14,6.95,49.15,39.63
