P-521,p521_mlkem1024,mlkem1024,p521_hqc256,hqc256
24.23,41.54,23.4,192.54,114.13
24.82,41.32,24.22,125.31,164.42
23.87,35.28,24.65,123.06,104.06
25.49,41.82,24.48,137.45,174.36
24.24,40.2,24.28,171.11,165.4
24.92,33.39,24.12,124.8,171.6
24.32,33.05,24.44,131.41,105.47
23.5,32.57,23.95,127.7,151.76
25.11,33.29,23.79,205.45,142.63
24.64,42.76,24.1,123.26,149.88
23.55,42.94,24.05,132.17,102.61
24.02,50.82,21.45,141.61,143.57
23.76,46.02,21.41,190.01,102.82
25.05,42.59,22.43,128.66,102.09
25.53,42.68,22.12,211.92,186.55
23.61,38.06,22.31,128.57,3727.79
25.0,42.16,22.33,131.59,107.49
24.31,43.85,21.68,180.16,166.03
24.24,41.84,21.68,121.05,173.68
24.12,41.55,22.08,210.88,166.64
23.46,41.42,21.68,197.38,164.97
23.9,43.1,22.81,122.19,159.49
23.73,44.21,21.89,194.76,105.82
24.82,43.53,21.57,185.06,166.08
23.41,43.36,21.94,190.0,107.61
23.71,44.25,22.09,170.03,166.87
23.54,47.52,21.77,218.57,160.34
23.8,40.4,23.95,129.24,102.6
30.5,39.4,24.09,187.78,162.85
25.81,39.9,22.2,121.85,157.31
25.32,50.74,22.56,205.68,107.86
23.43,46.74,21.58,127.15,108.8
27.79,40.86,21.7,130.75,133.02
25.84,42.48,21.48,203.01,129.31
24.72,48.19,22.01,140.58,147.13
25.89,41.8,21.63,204.16,124.26
23.41,42.64,21.87,121.85,110.78
24.59,42.83,22.71,190.09,143.48
23.54,48.54,23.4,121.39,114.33
24.43,48.53,23.57,202.37,181.69
23.59,48.37,22.07,121.81,104.87
24.46,43.87,22.48,194.6,157.69
24.42,52.4,21.57,124.84,102.02
27.12,57.24,21.23,184.21,159.98
25.02,46.32,22.01,121.83,167.99
23.76,44.78,23.13,212.62,162.32
29.21,41.79,21.85,203.82,160.37
31.01,45.97,22.8,186.5,166.89
23.83,47.73,23.88,190.23,104.28
24.16,48.13,23.53,203.87,166.8
24.28,39.32,23.71,121.16,160.18
24.25,40.43,23.05,161.03,105.75
24.67,39.85,23.16,140.96,166.24
24.92,37.86,23.29,136.41,179.86
29.03,39.36,22.95,120.92,158.87
30.61,38.82,23.02,155.01,165.78
24.88,39.29,23.34,124.22,109.57
23.48,38.9,22.99,3721.27,169.88
29.03,40.76,23.89,154.64,152.67
24.32,40.4,23.82,160.74,181.68
28.56,40.17,23.69,150.05,112.04
24.28,43.94,23.86,132.43,157.65
23.63,46.81,23.77,123.29,162.68
25.0,43.3,24.11,195.31,107.93
25.81,42.48,23.88,200.11,170.63
24.0,42.11,24.05,164.07,165.54
25.26,41.66,22.75,123.26,163.85
24.77,41.35,23.82,119.99,159.78
24.21,42.0,23.59,191.66,103.17
23.55,41.78,23.7,204.52,166.45
26.11,51.46,21.36,195.65,103.41
23.37,48.59,21.33,201.16,169.75
23.67,48.03,23.29,125.22,180.46
23.85,42.27,21.3,197.23,106.93
23.41,41.65,20.99,122.21,112.35
24.84,41.57,21.3,204.22,101.99
23.93,49.66,23.46,121.89,125.31
25.22,47.22,19.93,153.85,110.18
23.85,44.49,19.82,193.04,153.69
26.0,34.63,16.1,121.86,138.65
24.04,40.21,15.49,191.11,104.87
25.33,39.36,15.94,128.18,106.09
25.38,39.51,15.72,188.58,173.21
26.31,47.12,15.55,207.81,164.61
34.39,40.55,15.46,123.81,167.38
23.72,40.21,15.86,190.86,168.45
25.42,40.41,22.33,197.88,171.46
23.97,38.35,21.93,123.69,174.88
24.03,44.46,22.85,187.58,158.44
24.23,44.62,22.27,203.32,183.25
35.14,44.02,22.24,189.05,164.31
40.5,42.57,24.7,198.8,158.1
24.8,43.39,22.49,121.78,116.52
24.59,53.34,22.13,180.88,165.25
39.27,39.99,16.79,138.85,160.59
36.24,41.84,16.46,135.37,165.25
24.86,40.66,16.57,174.31,124.35
24.67,48.37,16.66,156.63,159.07
26.32,47.57,16.45,191.87,105.45
23.7,43.07,17.07,166.27,167.18
23.73,41.73,22.65,131.96,102.7
39.01,52.79,22.32,121.61,132.84
26.05,46.85,22.08,159.46,104.95
24.93,47.21,22.07,124.07,139.12
24.08,43.09,22.03,120.64,104.66
26.27,53.41,16.98,187.95,135.91
24.33,42.0,16.46,122.95,102.12
23.54,51.08,16.2,183.12,173.18
26.11,45.85,16.94,121.1,171.44
23.64,41.69,16.63,201.71,170.03
32.64,42.34,16.16,195.19,168.66
24.87,43.15,22.28,161.68,111.16
27.11,40.16,22.59,195.49,159.29
26.57,39.9,22.61,126.82,109.09
38.1,52.83,23.32,195.52,107.91
23.7,36.99,22.53,199.83,170.67
25.45,39.56,22.91,194.67,105.8
23.45,38.97,23.34,124.4,175.36
24.04,39.97,22.32,197.26,182.31
23.46,40.81,23.17,194.58,105.56
25.67,43.31,23.25,124.5,170.45
24.01,42.48,22.44,185.9,101.86
23.89,46.03,22.67,187.62,101.86
27.02,52.16,22.29,209.56,162.87
24.43,54.66,21.85,187.91,107.93
24.06,54.45,22.25,187.68,167.32
24.06,54.52,22.6,196.83,108.83
30.5,47.9,23.19,123.61,170.78
25.79,48.19,22.69,213.97,102.25
3588.31,42.64,23.46,124.25,176.86
26.38,41.59,22.41,188.4,103.53
25.92,42.39,21.93,198.03,139.09
24.63,46.74,22.11,122.63,102.71
26.53,49.78,23.32,209.59,160.66
24.36,44.57,20.96,126.62,108.87
24.62,53.51,16.91,197.29,172.71
24.41,48.03,16.51,213.66,108.25
24.56,48.07,16.19,200.86,157.44
24.95,48.42,15.98,206.49,107.29
23.38,48.06,16.61,120.67,182.89
25.33,44.87,15.94,193.48,103.99
37.77,43.98,20.97,120.78,167.56
24.93,44.29,20.78,184.71,109.65
37.13,41.61,21.29,121.16,162.05
25.67,44.37,20.41,193.62,102.14
24.25,47.3,22.54,125.09,174.01
24.84,47.34,15.87,197.69,105.56
24.4,42.09,17.08,123.93,172.55
24.85,46.71,16.55,208.76,116.33
24.44,44.39,16.63,200.01,165.27
24.6,41.84,16.8,125.64,108.2
25.85,41.81,16.66,197.88,159.9
24.15,42.32,22.68,157.2,108.33
39.98,35.72,22.61,196.92,162.47
24.36,39.25,22.46,123.18,109.26
23.89,39.97,22.38,174.2,162.63
25.73,39.74,22.66,164.81,168.65
28.06,39.19,15.82,128.44,102.99
25.56,39.14,16.29,121.73,160.53
33.12,39.31,15.92,178.38,105.38
24.47,45.65,16.12,172.04,158.64
38.93,46.66,16.46,124.48,104.72
24.52,44.16,15.97,132.46,164.98
23.99,45.62,15.89,170.44,166.81
24.98,47.8,17.0,159.68,106.12
24.6,47.34,17.26,123.37,171.7
27.25,39.59,23.47,201.46,160.71
24.43,40.68,16.34,188.65,102.59
38.94,40.33,16.37,205.92,159.64
29.35,49.59,21.46,129.43,159.39
33.67,48.22,23.81,204.38,101.9
31.49,48.37,22.51,127.69,175.81
36.94,42.62,19.78,198.63,159.74
39.5,42.65,19.85,125.23,117.39
25.48,42.09,21.85,194.94,148.61
26.22,47.64,23.35,150.73,168.7
26.17,47.47,22.68,195.16,163.21
26.51,47.48,19.58,132.56,167.55
24.68,40.41,20.99,202.69,156.57
39.13,43.46,16.43,123.69,156.8
25.93,44.0,16.73,130.37,102.71
24.35,39.58,16.89,188.94,163.59
25.88,39.91,16.15,124.77,105.31
24.31,40.39,15.76,197.2,168.1
25.01,39.8,15.79,122.21,112.5
25.76,43.64,3585.65,128.74,158.72
32.26,47.78,22.5,197.35,158.7
29.06,48.02,22.84,125.56,170.98
25.78,44.31,22.76,211.02,171.04
24.7,47.95,22.46,125.74,103.13
39.66,43.86,22.45,188.29,172.44
24.18,42.65,16.79,218.12,135.62
24.37,40.18,16.46,206.24,169.54
24.71,39.26,16.61,136.17,177.52
39.61,48.48,16.72,206.74,105.38
25.36,47.29,17.1,178.96,167.6
39.54,47.76,22.72,196.51,174.2
24.75,42.93,22.71,209.0,166.05
24.77,41.65,21.8,126.35,173.93
38.89,41.72,20.08,203.46,105.02
24.4,41.18,16.68,132.17,153.14
30.9,40.77,21.51,174.34,105.96
33.44,45.3,23.07,123.79,169.03
23.96,43.82,16.51,201.49,105.89
36.74,43.82,16.39,206.94,164.56
25.35,36.6,16.35,147.57,107.45
25.55,40.46,16.21,132.98,115.22
24.51,40.81,16.27,200.19,177.99
24.92,46.85,16.65,212.77,109.84
24.11,42.23,15.73,121.72,181.29
23.53,43.07,16.3,199.32,119.57
35.34,39.63,15.92,191.61,115.59
28.59,40.13,16.23,131.81,162.5
23.9,46.65,19.75,188.04,105.47
25.5,44.52,20.92,125.15,181.42
33.51,42.91,21.89,168.11,169.99
31.4,53.65,20.79,122.66,108.33
24.13,48.23,20.9,167.44,156.58
24.56,42.5,15.86,162.43,3670.9
29.36,42.57,15.99,125.3,168.59
24.44,53.9,21.28,148.53,161.71
23.57,47.68,20.84,122.39,104.75
24.34,47.28,21.42,124.12,159.27
24.32,44.85,21.3,195.03,104.0
24.11,43.11,22.7,121.1,137.77
24.98,45.45,24.18,189.68,157.59
33.1,40.41,22.41,123.06,112.64
32.95,38.96,23.9,179.86,102.73
33.56,41.95,22.5,119.92,156.07
31.59,41.56,21.67,189.71,163.43
25.01,43.99,21.23,123.14,163.96
23.95,54.48,24.44,194.73,175.17
24.57,53.26,21.72,132.24,148.61
24.89,39.06,24.17,126.31,153.29
24.07,38.77,13.87,201.85,159.13
25.93,39.01,24.27,3686.28,104.21
23.9,46.47,22.14,153.32,157.0
24.35,47.45,15.53,201.38,117.71
29.43,47.4,18.08,132.58,171.55
24.04,41.22,15.86,120.48,116.86
24.18,42.0,15.61,196.7,179.93
24.02,42.06,23.15,159.04,105.62
23.87,44.47,16.65,123.98,175.69
23.66,43.0,20.77,200.01,103.61
24.43,43.5,19.9,123.41,171.43
24.11,36.01,19.78,212.6,119.58
23.68,39.41,14.11,123.28,161.62
24.86,37.78,15.54,203.82,135.89
24.07,42.17,23.64,189.66,165.97
31.11,45.95,19.41,190.93,104.71
32.03,46.13,21.61,182.63,166.65
23.75,53.27,24.85,146.5,106.34
24.87,52.44,24.71,157.67,163.6
23.47,49.3,24.54,122.44,108.99
25.32,55.73,24.47,157.61,170.65
23.76,46.03,24.62,199.75,173.41
34.31,43.69,24.47,196.74,165.36
26.82,51.61,24.52,126.31,111.44
23.72,47.38,24.66,122.02,162.2
24.08,47.47,24.62,121.76,160.56
23.6,47.11,24.77,178.85,176.93
23.6,47.38,24.72,125.14,105.11
23.63,37.25,24.89,138.65,155.78
23.79,40.26,24.59,165.69,103.21
34.06,36.62,24.48,160.19,114.45
24.88,37.19,24.34,123.17,167.07
23.52,41.08,24.53,169.08,101.34
24.5,45.15,23.45,155.57,112.8
23.51,44.64,23.82,186.65,156.53
24.48,42.96,24.84,121.86,102.8
23.86,44.62,24.84,192.59,122.05
23.39,43.49,24.98,211.78,103.71
24.07,42.31,24.1,202.94,158.55
25.46,41.97,23.23,124.19,102.62
24.44,42.5,21.76,199.29,168.49
25.78,43.29,22.01,125.55,110.19
26.19,41.39,22.43,203.82,164.99
24.04,42.23,21.61,125.4,144.05
23.85,43.39,22.03,185.83,113.96
23.75,43.64,22.16,123.42,160.9
23.55,42.93,22.69,187.96,102.44
24.77,41.47,22.52,211.28,163.9
26.96,42.43,22.27,124.81,100.75
26.67,42.27,21.91,198.14,173.79
29.33,44.54,22.1,122.56,108.06
24.52,44.7,22.32,199.26,102.65
23.95,42.62,22.53,145.81,159.79
25.2,41.94,22.2,208.17,105.09
24.79,42.44,21.31,169.93,117.59
24.77,45.18,21.39,196.57,104.67
23.25,46.32,21.69,125.92,107.5
30.03,39.46,22.24,199.97,108.29
24.22,46.08,22.27,124.15,168.2
23.97,46.96,22.12,199.16,103.17
23.92,47.2,21.8,188.83,167.69
24.89,42.51,21.89,122.93,169.43
24.48,42.07,22.73,210.79,112.08
23.86,42.52,21.97,128.93,136.62
24.03,47.32,22.38,185.78,114.43
26.87,46.48,22.14,122.43,107.2
23.98,45.98,21.97,211.09,112.75
23.96,39.84,21.86,129.16,170.93
41.93,41.54,21.73,185.98,117.54
32.13,41.36,21.51,197.75,171.62
38.89,40.66,21.87,188.42,103.85
25.92,46.61,21.84,124.03,181.31
23.83,44.79,22.68,141.43,101.61
26.07,44.06,22.16,193.69,110.16
27.15,52.33,21.53,152.73,111.28
25.47,42.6,21.91,199.12,101.43
24.02,39.11,22.01,128.43,111.19
24.49,41.05,22.33,188.81,127.09
23.72,38.97,22.25,123.8,113.7
23.63,45.12,24.24,201.16,160.6
24.72,43.67,23.66,134.96,103.86
29.63,43.95,24.58,164.34,123.6
42.16,36.04,17.4,122.25,172.13
26.27,41.86,22.36,156.11,102.13
25.09,42.04,22.11,173.63,158.8
40.6,41.1,21.89,155.01,103.4
35.98,43.12,22.33,125.57,156.22
27.08,42.41,21.97,191.36,104.32
26.53,42.11,21.93,145.44,171.12
40.19,36.89,23.31,132.25,101.85
26.23,50.35,24.3,204.96,103.26
34.22,42.3,24.09,120.56,112.94
26.83,32.44,23.97,196.3,164.32
26.16,46.86,23.68,124.62,104.54
40.77,43.26,23.87,134.8,141.0
31.0,50.87,24.26,184.83,180.28
30.99,48.1,24.16,185.38,107.23
40.46,43.57,23.41,125.15,112.0
38.86,40.34,23.56,125.01,102.21
29.84,40.98,23.99,160.07,100.71
27.02,40.02,23.53,128.49,108.79
25.25,41.28,24.56,122.09,105.27
38.89,46.78,14.61,143.04,103.1
31.92,56.25,23.63,120.22,101.46
38.05,47.12,23.59,147.17,169.55
23.99,46.76,24.0,212.56,102.32
41.78,44.76,23.92,199.04,103.59
28.8,32.4,14.93,198.57,175.94
24.74,42.21,24.41,204.41,103.16
26.01,42.11,24.09,122.12,104.06
23.88,44.54,24.27,126.11,160.64
23.66,46.26,24.1,189.64,104.83
24.34,48.21,24.89,185.12,130.32
23.56,43.92,24.7,121.77,160.71
24.59,42.26,24.67,121.42,103.69
24.21,42.21,24.77,199.51,142.17
24.62,32.51,23.79,209.12,108.55
25.05,46.55,23.84,130.75,148.63
25.23,46.32,14.11,186.65,119.04
40.27,43.32,24.46,124.99,127.73
29.48,42.07,21.5,197.98,108.49
39.03,34.82,25.04,124.5,141.84
26.4,47.83,24.82,196.84,107.58
24.3,39.55,22.17,192.65,115.2
24.91,41.85,24.14,121.8,104.67
24.49,42.0,23.1,200.98,104.59
23.72,42.27,23.11,126.38,108.86
25.0,43.96,22.23,191.97,142.28
26.67,46.33,23.15,125.74,113.02
24.1,55.13,22.34,149.76,137.34
23.73,47.33,22.14,131.1,108.9
26.88,46.79,22.91,121.41,178.0
24.96,49.81,22.36,197.29,172.77
23.78,45.09,21.92,129.15,114.08
24.83,42.11,22.68,182.0,167.16
24.63,42.29,22.34,131.12,111.18
24.44,42.02,22.15,187.85,161.04
24.1,46.92,16.7,192.19,110.69
24.86,40.34,21.89,135.47,160.33
25.55,42.17,21.76,137.72,112.42
23.6,42.59,21.35,199.27,134.9
24.27,40.85,21.54,127.16,169.76
24.63,40.06,21.32,184.26,110.69
25.54,39.6,22.48,124.39,166.75
27.35,39.77,22.36,195.99,158.15
23.51,47.68,22.39,194.29,104.35
25.01,48.03,22.21,189.66,129.74
24.07,45.79,22.54,183.88,105.61
30.77,35.18,22.54,123.89,125.42
31.23,44.89,22.12,194.1,163.66
30.68,54.88,22.95,134.36,105.71
30.21,51.3,22.59,199.54,103.85
24.14,44.87,22.26,125.37,108.57
28.43,47.05,21.45,150.4,158.02
25.48,45.78,22.0,121.49,104.03
24.02,46.35,22.11,188.62,106.49
23.71,36.26,22.34,200.44,169.99
25.22,38.93,22.72,194.07,173.52
25.01,36.65,22.23,139.96,104.25
25.61,44.55,22.79,194.13,163.76
28.2,40.99,22.4,201.05,103.17
41.73,38.84,22.64,129.76,103.16
25.75,38.84,22.33,191.85,103.83
30.54,48.42,22.6,131.24,101.68
32.73,47.99,22.51,199.07,113.73
25.29,47.3,21.93,189.67,103.69
25.28,46.27,22.16,122.61,158.87
23.62,47.28,22.09,189.98,108.72
40.21,53.56,22.29,123.43,103.57
24.79,53.08,21.56,188.13,101.44
23.54,44.4,21.81,131.76,171.67
25.95,40.11,18.13,121.91,103.47
25.87,41.33,24.04,207.79,105.53
23.67,40.97,23.89,124.64,170.8
37.27,42.57,23.88,123.19,172.94
24.12,50.79,23.96,134.37,171.21
24.59,45.56,24.46,194.83,172.1
23.83,41.69,23.74,121.45,164.35
25.37,49.83,23.52,123.34,114.82
40.7,47.18,24.64,184.16,159.69
25.35,42.94,23.94,119.5,103.26
25.09,42.35,23.82,206.67,162.17
24.11,40.4,23.66,124.43,100.92
39.65,46.44,23.15,3764.29,108.56
26.54,47.85,21.79,129.14,164.01
25.71,48.54,23.67,121.87,102.28
25.9,41.53,24.11,194.84,110.35
25.58,41.41,24.5,192.59,111.5
30.38,41.89,22.64,120.4,158.75
36.13,46.77,24.24,123.29,102.66
25.1,47.52,24.55,202.75,157.73
25.72,47.64,21.65,120.71,110.1
42.36,39.14,23.46,203.42,158.23
31.98,38.94,23.1,170.74,102.13
25.18,39.26,24.07,191.03,161.48
37.15,39.2,20.92,126.94,110.97
23.42,43.81,23.84,189.62,157.11
25.53,44.09,22.45,123.68,140.25
30.25,44.7,23.93,210.8,106.02
23.64,42.59,15.77,124.02,181.25
24.88,42.21,21.93,133.27,102.51
25.12,41.87,14.0,204.32,175.77
24.86,44.47,24.77,122.61,106.57
28.57,45.31,15.02,151.45,3743.04
23.56,54.73,24.03,160.7,120.95
24.42,43.04,14.01,123.51,175.76
25.63,39.03,22.14,188.49,159.83
25.38,48.21,14.73,150.68,103.97
23.92,48.08,25.31,193.87,156.68
35.1,57.56,24.9,165.39,104.48
42.89,42.97,25.12,203.17,160.88
24.97,47.19,24.61,123.08,104.97
23.83,46.35,22.46,124.28,173.64
42.09,46.67,22.58,186.41,102.5
26.61,47.88,22.05,190.16,102.66
28.8,47.56,17.7,122.03,115.9
25.77,53.89,22.93,217.97,107.84
40.26,47.38,23.88,175.57,166.03
24.45,45.25,16.55,124.27,123.66
25.34,41.84,22.23,182.25,158.37
29.5,43.47,22.68,204.08,102.35
26.88,44.88,22.01,151.34,103.75
26.12,31.97,19.92,186.74,110.9
34.12,46.95,23.15,151.55,102.97
26.31,43.18,22.47,189.48,103.7
24.65,32.93,15.74,124.17,164.97
25.36,56.1,21.91,201.71,102.65
23.5,34.33,21.12,189.55,163.33
25.19,38.87,23.09,194.56,113.71
23.61,50.28,22.72,125.07,112.68
38.16,39.73,21.65,188.5,174.04
25.46,44.57,15.59,200.62,167.72
25.65,42.22,22.87,119.53,100.99
24.85,50.73,24.61,147.53,171.8
23.43,56.13,13.82,150.68,171.04
25.19,45.06,22.95,193.06,178.65
24.77,42.32,18.32,125.4,103.75
24.34,51.53,24.68,194.15,103.08
26.56,48.9,22.37,152.28,158.26
26.6,46.48,22.18,138.59,105.7
24.7,41.04,23.98,198.34,179.35
33.87,34.03,23.96,129.44,109.45
24.76,40.79,19.49,125.19,168.69
25.33,53.37,21.73,197.48,103.9
23.72,36.48,21.74,191.45,179.84
24.07,50.47,21.21,126.17,104.62
34.84,47.89,19.39,187.44,164.89
37.01,45.56,22.49,122.22,101.66
24.46,48.05,16.49,201.52,166.59
26.92,39.75,23.65,124.39,120.49
26.31,38.2,22.27,204.31,181.81
36.97,38.12,21.64,168.0,105.25
24.37,35.22,21.75,189.03,110.11
25.95,53.92,23.61,123.4,168.83
28.64,52.84,22.57,198.64,112.0
24.22,44.74,22.62,205.6,165.45
26.89,40.15,22.32,209.6,103.64
26.03,32.74,21.89,193.69,160.58
24.73,44.36,21.74,120.23,100.44
23.81,38.1,21.26,195.87,111.75
25.05,37.31,21.66,202.72,163.16
26.22,37.52,21.86,125.5,104.42
26.19,44.68,21.86,194.17,158.4
32.13,47.66,22.32,133.08,157.46
32.47,44.22,21.83,185.72,126.62
38.85,36.88,21.6,186.26,170.77
24.88,40.18,21.43,206.92,168.81
26.38,34.46,22.09,188.88,167.71
25.12,42.21,23.08,194.3,102.54
32.41,38.34,23.28,125.76,162.47
36.45,39.38,22.81,192.98,162.91
25.41,37.48,23.49,121.8,166.11
30.08,48.49,22.29,123.3,116.01
33.28,42.76,21.65,191.92,158.63
25.57,41.9,21.96,127.23,156.31
31.72,46.66,15.24,197.02,104.07
25.03,35.66,22.15,208.43,167.03
23.5,42.77,22.19,124.16,165.33
24.16,47.05,24.8,190.84,182.83
25.4,54.03,24.17,197.93,103.62
31.45,53.81,24.62,203.46,103.64
29.23,45.55,24.27,188.13,164.6
23.55,45.72,24.63,119.72,114.65
28.06,47.45,24.21,218.43,159.71
23.65,46.77,24.96,121.48,156.94
27.01,49.4,24.31,133.51,105.0
24.23,44.13,24.48,204.29,163.31
24.5,48.14,23.88,126.24,102.87
23.68,42.13,24.75,185.87,172.7
32.03,50.18,24.91,203.42,104.28
25.51,50.6,24.2,184.78,160.54
25.41,44.12,24.95,126.01,104.2
24.42,49.55,25.02,121.49,170.15
29.81,49.58,24.69,135.9,163.45
25.76,53.8,24.86,203.42,101.67
38.34,45.13,24.75,128.64,160.55
25.78,44.38,24.73,145.96,176.33
38.76,40.16,24.77,200.81,106.67
40.18,39.96,24.75,123.23,169.7
31.05,39.14,24.76,192.35,102.3
29.22,38.2,24.89,125.1,153.48
37.62,54.24,24.51,129.29,104.17
26.14,50.46,15.98,187.38,153.34
24.86,54.34,22.33,130.1,129.84
24.72,52.03,22.25,132.3,102.12
29.87,53.0,22.24,202.0,164.11
29.29,55.75,23.28,129.12,141.79
40.06,35.12,22.52,196.61,105.43
25.2,52.27,23.91,127.87,144.01
41.71,34.78,23.88,179.35,120.08
25.03,50.83,22.78,153.2,137.81
39.89,49.56,22.12,152.58,104.34
25.06,44.8,22.9,128.32,138.91
42.9,36.67,23.46,162.63,103.31
25.69,32.91,23.11,145.69,182.61
40.16,34.7,22.98,163.38,160.1
27.56,44.22,23.11,202.14,174.59
41.75,44.81,23.04,127.79,115.71
25.18,33.67,22.52,162.28,156.66
25.06,52.53,22.69,134.3,104.59
40.21,56.84,22.67,191.92,175.34
24.55,56.14,22.59,125.02,106.06
32.61,56.22,22.98,180.56,175.26
25.49,55.14,23.99,121.7,168.53
36.8,56.13,23.73,121.84,162.54
24.5,56.14,24.07,194.94,105.79
24.38,54.5,23.8,124.61,158.5
33.34,54.79,23.45,189.84,181.6
32.48,54.2,23.82,200.74,185.85
37.74,51.06,23.15,126.89,109.33
25.66,51.75,23.51,193.98,167.16
25.21,54.11,23.49,121.67,104.29
24.97,54.24,23.41,184.02,159.0
25.11,53.26,23.01,188.54,103.1
38.0,52.65,21.94,183.6,173.96
23.88,49.96,24.02,145.9,182.21
24.92,55.66,23.95,119.11,119.99
39.71,48.96,23.81,190.63,174.56
25.28,54.48,23.99,125.25,170.18
39.09,51.26,23.63,192.24,155.63
36.26,35.01,23.38,123.6,162.7
24.05,55.28,22.06,123.69,171.5
30.04,56.1,22.44,204.78,176.62
40.11,40.0,22.41,126.33,114.68
25.11,44.54,22.8,197.67,175.19
23.71,37.22,23.49,120.21,116.23
25.32,53.92,16.17,186.88,158.66
25.38,50.2,15.88,139.4,110.4
23.87,50.93,15.69,198.36,174.29
38.83,54.21,15.58,208.32,106.26
24.46,54.53,15.81,159.38,168.99
23.99,54.49,15.9,127.08,108.69
24.37,50.03,15.94,163.35,161.68
24.84,49.73,15.75,122.29,173.1
25.3,50.85,16.16,125.08,172.73
30.08,51.63,17.0,209.48,169.66
23.9,51.39,16.6,131.66,111.88
24.52,52.81,16.61,210.46,168.63
25.49,52.73,15.74,132.06,167.23
24.04,52.78,20.46,193.77,167.57
27.11,49.97,20.49,192.16,121.86
37.49,52.95,20.12,122.64,168.19
29.25,52.74,20.57,198.38,167.96
24.37,52.94,17.77,123.33,169.32
36.83,53.77,16.92,3764.1,108.63
25.15,53.65,16.42,124.12,167.58
24.6,53.19,16.63,203.08,164.62
32.17,53.04,16.0,122.92,103.65
33.37,53.06,15.81,199.22,175.21
25.83,53.42,16.2,120.58,116.3
32.48,53.48,15.94,189.51,161.08
35.75,53.81,16.0,152.18,157.95
40.52,54.02,15.72,124.98,157.37
