x25519,x25519_mlkem512,mlkem512,x25519_hqc128,hqc128
3.33,4.37,3.19,30.09,20.47
3.53,4.26,3.47,21.35,29.4
3.15,3.74,2.79,32.2,18.82
3.41,2.84,2.8,20.43,29.69
3.13,3.5,2.83,22.5,20.61
3.48,2.61,3.63,23.23,32.75
3.37,3.01,2.93,29.21,31.95
3.33,2.68,2.84,32.77,29.85
3.37,2.69,3.21,29.85,26.68
3.45,4.3,2.45,29.78,30.81
3.15,3.07,2.94,30.68,31.98
3.6,2.78,2.51,21.49,32.01
3.16,4.48,2.52,31.33,25.42
3.46,3.02,2.53,21.85,30.41
3.44,2.69,2.52,33.78,32.69
3.26,2.65,2.47,33.43,24.84
3.4,2.8,2.42,19.18,20.17
3.5,3.12,3.45,30.66,23.82
3.44,4.29,3.42,31.33,31.04
3.13,2.74,3.69,32.77,29.77
3.07,2.82,3.41,30.66,29.92
3.29,4.12,3.65,24.94,33.41
3.22,2.73,3.57,33.91,33.49
3.08,2.6,3.45,19.68,33.83
3.17,3.1,3.76,23.97,32.68
3.38,4.21,3.37,20.0,31.7
3.32,2.65,3.56,19.78,32.99
3.24,3.94,3.58,31.19,21.73
3.54,4.25,2.62,22.36,29.59
3.46,2.75,3.83,19.84,28.53
3.39,3.14,3.48,19.24,28.39
3.28,3.59,3.23,32.61,31.7
3.13,3.44,2.78,20.67,31.04
3.2,3.2,3.61,32.06,28.11
3.13,3.85,3.7,26.14,29.83
3.23,3.6,3.63,20.04,29.99
3.2,2.81,2.53,30.91,30.24
3.37,3.4,3.57,30.82,30.18
3.24,4.26,2.62,31.68,30.16
3.33,3.05,3.5,25.8,25.93
3.14,2.6,3.64,22.78,32.05
3.02,2.63,3.75,22.92,31.85
3.3,3.15,3.46,20.28,32.18
3.23,3.68,3.05,18.99,31.41
3.27,3.31,2.57,19.27,30.94
3.35,3.01,2.39,25.11,31.46
3.37,4.22,3.41,24.25,26.35
3.48,3.04,3.28,32.53,19.97
3.36,3.04,3.46,25.45,31.92
3.33,4.27,3.75,25.07,32.0
3.97,2.96,3.39,31.81,32.14
3.37,3.6,2.73,34.37,30.89
2.4,3.56,3.52,21.7,31.6
3.17,3.63,3.28,32.19,31.98
3.41,3.72,3.55,26.01,19.46
3.2,3.11,3.5,29.62,32.71
3.15,2.74,3.37,19.49,31.54
2.98,2.58,3.44,31.47,32.13
3.35,2.99,3.59,31.71,31.48
3.35,2.57,3.42,32.6,30.86
3.27,2.86,3.29,31.2,32.1
2.19,2.87,3.68,20.64,31.05
2.07,2.94,3.62,31.38,30.35
2.05,2.87,3.55,32.31,30.69
3.35,2.67,2.74,30.53,23.95
3.14,3.81,3.7,31.13,33.28
2.18,2.66,3.27,30.74,28.86
3.54,2.73,3.91,32.94,29.37
2.14,2.97,3.88,32.06,21.6
2.11,3.74,3.56,22.47,29.61
2.14,2.67,2.95,31.07,29.12
3.44,3.6,3.68,31.91,29.69
2.21,3.58,3.53,19.12,19.6
2.07,3.12,3.53,32.0,32.28
2.33,3.1,3.61,31.5,31.3
3.15,2.85,3.65,33.09,20.43
2.49,4.13,3.71,34.56,31.16
3.36,2.78,3.32,33.59,31.57
2.15,3.8,3.91,32.11,30.87
2.15,3.17,3.65,31.57,30.9
2.65,3.94,3.65,31.92,30.59
2.8,2.89,3.45,33.65,32.61
2.6,3.56,3.51,31.18,21.07
3.35,4.24,3.72,33.69,31.23
3.2,4.13,3.67,31.93,31.49
2.78,2.72,3.73,32.35,19.38
3.21,4.21,3.6,33.23,31.16
3.16,3.12,3.65,31.9,31.38
3.3,2.61,3.38,33.2,20.29
3.17,2.75,3.77,32.24,27.16
3.13,3.49,3.48,31.64,21.81
3.73,2.71,3.67,31.79,29.63
3.1,2.67,3.23,31.07,29.11
3.31,3.32,3.48,32.58,29.39
3.41,3.67,3.32,30.65,29.07
3.31,3.13,3.49,30.73,31.33
3.35,3.52,3.44,30.16,29.23
3.26,4.04,3.42,32.02,21.56
3.2,2.95,3.54,25.66,33.2
3.48,3.01,3.84,30.56,33.67
3.46,2.97,3.82,24.91,32.12
3.23,3.06,3.66,20.5,32.62
3.02,2.65,3.65,32.5,33.57
3.47,2.64,3.51,30.06,33.78
3.13,3.44,3.71,29.8,25.92
3.24,3.94,3.7,20.49,32.5
3.05,2.92,3.66,27.31,33.21
2.94,2.72,3.72,31.13,21.32
3.27,3.14,3.73,31.5,33.21
3.42,3.24,3.83,32.04,30.36
3.4,3.45,3.68,32.75,29.23
3.32,2.84,3.69,30.27,21.51
3.42,3.0,3.56,31.65,33.1
2.93,3.08,3.69,31.88,32.97
2.54,4.09,3.69,31.1,27.76
3.4,4.19,3.68,32.26,30.35
3.21,3.52,3.74,26.14,26.07
3.5,3.1,3.64,23.79,23.9
3.13,2.71,3.59,27.74,33.19
3.02,2.62,3.41,31.1,25.82
2.75,3.45,3.77,31.67,33.67
2.36,3.46,3.79,31.43,30.38
3.06,2.58,3.82,30.96,29.19
2.97,2.92,3.7,29.93,30.43
2.36,3.62,3.77,29.95,27.82
3.2,2.91,3.45,23.0,32.27
2.12,3.35,3.66,31.65,31.88
2.22,2.6,3.59,30.78,31.31
2.27,3.36,3.45,31.36,30.16
2.33,3.86,3.68,32.2,24.54
2.78,4.34,3.74,31.64,32.17
3.27,2.83,3.69,29.45,29.45
2.83,4.0,3.73,30.79,20.88
3.42,3.02,3.73,31.81,33.21
3.23,3.86,3.62,31.89,20.95
3.39,3.72,3.9,31.4,24.35
3.24,2.64,3.49,33.52,24.32
3.26,3.59,3.47,30.11,24.35
3.02,3.56,3.39,32.22,21.13
2.88,3.42,3.53,30.94,23.14
3.03,2.8,3.5,32.56,29.78
3.46,4.23,3.57,31.26,18.76
3.41,2.94,3.65,30.8,29.96
3.35,3.8,3.7,31.53,20.07
3.43,4.13,3.69,32.03,30.64
3.27,2.99,3.62,32.13,31.05
3.27,3.05,3.7,29.76,31.33
2.36,3.56,3.67,31.11,30.53
3.17,3.6,3.74,31.38,30.77
3.12,3.86,3.63,33.41,30.62
3.28,2.93,3.54,31.54,18.81
2.15,3.22,3.69,29.87,30.95
3.4,2.79,3.62,31.1,30.71
2.18,4.4,3.51,30.66,30.33
3.15,3.49,3.71,31.48,30.78
3.0,2.86,3.67,32.75,30.05
3.46,3.56,3.84,33.09,21.04
2.47,3.03,3.64,32.09,32.13
3.32,2.92,3.58,31.59,20.41
3.2,2.93,3.63,30.61,32.09
3.35,2.75,3.61,31.18,20.45
2.65,2.62,3.69,32.95,29.54
3.33,2.49,3.79,31.69,28.84
3.0,2.67,3.7,31.77,21.13
3.45,2.92,3.64,30.17,31.97
3.09,4.08,3.63,30.45,31.69
2.09,3.79,3.56,30.55,32.41
2.62,2.62,3.58,31.66,33.31
2.59,4.01,3.58,30.18,32.87
2.22,3.35,3.75,33.63,31.3
3.21,2.65,3.72,30.4,29.8
3.29,3.38,3.71,33.75,33.28
3.37,3.78,3.53,30.42,20.28
3.38,2.68,3.56,29.47,32.49
3.26,2.64,3.58,31.99,29.54
3.45,2.91,3.88,30.74,30.96
3.48,3.61,3.69,31.99,31.23
3.34,3.74,3.38,31.86,30.59
3.31,2.73,3.41,31.59,30.94
3.35,3.59,3.43,31.07,28.97
3.26,2.83,3.36,32.78,29.4
3.41,2.61,3.47,30.53,29.22
3.27,2.75,3.62,31.91,29.21
3.09,2.58,3.55,32.3,28.95
3.2,2.63,3.48,32.48,31.59
3.01,2.76,3.48,31.33,33.66
2.17,2.63,3.19,25.03,31.84
3.37,2.92,3.45,31.58,22.32
3.6,3.06,3.35,31.76,32.01
3.1,2.54,3.36,31.54,31.64
3.41,2.63,3.54,31.37,31.05
3.46,2.61,3.33,31.18,31.67
2.49,2.58,3.29,29.98,30.2
3.44,2.63,3.42,31.76,31.75
3.31,2.6,3.65,31.48,31.25
3.31,2.86,3.32,32.96,31.16
3.33,2.96,3.34,33.01,30.42
3.38,2.54,3.36,33.22,31.61
3.18,2.59,3.34,31.86,32.85
3.47,3.05,3.41,31.64,32.99
3.27,2.66,3.46,32.81,32.6
3.5,2.92,3.56,30.56,30.27
3.46,3.02,3.69,30.52,30.64
3.12,2.89,3.47,31.3,29.82
3.36,2.84,2.73,31.32,33.16
3.35,2.63,3.52,30.91,31.83
3.48,2.69,3.58,31.66,30.93
3.16,2.74,3.59,30.48,31.76
3.23,2.63,3.62,29.82,31.2
3.43,2.98,3.55,34.62,32.97
3.16,2.87,3.58,24.09,34.06
3.32,2.68,3.49,25.12,30.55
3.44,2.82,3.48,25.45,30.86
3.43,2.92,3.26,26.11,30.41
3.22,3.04,3.73,25.46,31.46
3.17,2.79,3.44,27.17,22.49
3.15,2.57,3.36,30.51,32.92
3.12,2.64,3.5,29.53,30.95
3.44,3.02,3.73,30.25,31.31
3.04,3.07,3.6,32.66,31.58
3.29,3.66,3.7,30.59,21.55
3.05,2.98,3.34,32.99,31.37
3.42,2.85,3.74,32.61,20.6
3.44,2.86,3.74,30.87,25.86
3.44,2.76,3.63,31.82,28.67
3.17,3.02,3.65,33.31,29.81
3.33,2.73,3.66,30.51,30.75
3.4,2.85,3.49,29.38,30.91
3.52,3.74,3.65,30.49,19.56
3.17,2.8,3.66,29.89,30.84
3.43,2.66,3.73,27.38,31.66
3.22,2.86,3.63,25.13,22.58
3.3,2.72,3.64,25.32,32.18
3.37,3.05,3.52,25.68,30.01
3.32,3.67,3.56,25.2,24.69
3.44,2.69,3.59,27.52,26.48
3.4,2.74,3.65,31.22,25.36
2.25,2.74,3.7,25.21,21.89
3.44,2.72,3.55,29.24,30.64
3.29,2.76,3.61,25.94,31.35
2.81,2.66,3.55,19.68,31.74
3.43,2.71,3.86,26.04,30.03
2.99,2.62,3.76,20.88,18.86
3.11,2.88,3.75,25.28,31.29
3.36,2.6,3.76,23.66,32.1
2.14,2.6,3.72,23.53,29.65
3.36,2.6,3.7,20.97,23.67
3.37,2.56,3.77,29.75,19.42
3.1,2.77,3.76,20.53,31.0
2.82,2.97,3.69,22.59,19.73
2.57,2.87,3.77,29.09,32.27
2.67,2.96,3.67,30.69,30.76
3.02,2.66,3.52,21.03,20.07
3.17,2.59,3.32,30.39,29.76
3.4,3.61,3.52,29.55,29.53
3.46,3.0,3.58,30.06,31.78
3.47,3.67,3.42,31.89,29.23
2.95,2.7,3.69,26.67,30.6
2.91,2.98,3.67,19.77,28.88
3.48,2.61,3.58,30.2,29.75
2.29,2.67,3.67,31.32,32.03
3.38,2.94,3.75,30.7,32.71
2.92,2.74,3.66,22.88,31.5
2.88,2.64,3.81,20.44,25.25
3.36,3.48,3.72,30.9,19.04
3.32,3.14,3.64,31.35,24.2
3.08,3.11,3.69,32.92,30.78
3.0,3.67,3.56,31.64,18.98
3.33,2.63,3.73,30.87,19.87
3.34,3.23,3.76,24.46,29.2
2.19,3.15,3.62,32.9,29.86
3.01,3.04,3.6,26.48,30.95
2.9,2.63,3.69,27.2,29.31
3.1,2.56,3.52,20.4,32.03
3.43,2.74,3.57,32.59,29.18
2.21,2.57,3.54,19.9,27.73
2.38,2.96,3.67,32.31,31.1
2.52,3.3,3.71,32.72,30.72
3.44,3.51,3.6,22.71,32.41
3.2,3.43,3.7,32.15,30.45
3.47,3.01,3.6,21.19,30.74
3.39,2.61,3.75,19.59,31.84
3.42,2.56,3.72,23.36,32.72
3.42,2.47,3.62,30.89,32.88
3.11,2.65,3.72,21.55,31.04
3.15,2.72,3.35,24.77,31.91
3.57,2.97,3.49,22.77,30.02
3.44,2.93,3.5,28.55,32.07
3.13,2.75,3.43,22.6,29.41
3.46,3.25,3.62,23.21,30.47
3.08,3.54,3.69,27.87,30.82
3.08,3.16,3.69,19.36,33.37
3.28,2.96,3.69,21.42,33.19
3.4,2.96,3.86,21.87,30.86
3.34,2.81,3.58,19.41,32.98
2.54,2.99,3.58,19.7,20.92
2.43,3.52,3.81,24.76,19.19
3.11,3.35,3.59,20.7,31.02
3.34,3.1,3.68,31.21,28.98
3.29,2.61,3.66,23.32,32.1
3.4,2.98,3.7,31.63,30.66
2.79,2.88,3.56,33.73,19.83
3.34,2.53,3.67,27.01,30.58
3.23,2.63,3.63,27.32,31.22
3.17,4.14,3.67,21.45,29.35
3.34,3.74,3.45,25.01,29.66
3.46,2.7,3.7,26.33,30.29
3.3,2.6,3.45,19.43,30.32
3.33,2.69,3.26,21.82,19.01
3.18,2.75,3.31,22.53,22.5
3.41,2.65,3.36,21.59,29.79
3.4,3.02,3.53,26.32,31.56
3.21,2.79,3.42,26.03,33.41
3.4,2.6,3.59,20.33,20.51
3.25,2.61,3.46,21.27,20.36
3.19,2.85,3.57,33.77,32.23
3.28,2.92,3.73,33.0,31.14
3.36,2.73,3.45,20.69,19.15
3.24,3.09,3.44,32.08,30.84
3.29,3.3,3.62,31.39,31.36
3.29,2.7,3.58,32.17,31.53
3.36,3.17,3.53,23.84,31.04
3.43,3.03,3.53,32.28,19.17
3.2,2.7,3.57,27.19,31.87
2.8,3.02,3.36,32.4,18.96
3.26,2.88,3.37,20.32,31.11
3.07,3.18,3.72,31.0,18.85
3.2,3.0,3.13,31.95,31.81
3.21,2.65,3.71,32.1,33.0
3.14,2.62,3.38,27.05,30.42
3.28,2.66,3.61,32.49,19.17
2.24,3.02,3.35,29.97,19.3
3.29,3.06,3.56,29.02,29.65
2.31,2.75,3.54,20.83,29.21
3.03,2.68,3.46,31.41,19.98
2.34,2.8,3.41,29.52,30.34
2.9,2.82,3.73,21.84,30.13
2.13,3.46,3.62,21.05,30.17
2.32,3.21,3.63,34.13,29.15
2.08,2.91,3.5,26.69,22.44
2.92,2.74,3.51,32.44,20.13
2.57,2.73,3.49,22.01,29.08
3.09,2.66,3.64,29.04,29.01
2.16,2.73,3.55,30.89,25.32
2.23,2.97,3.56,20.01,24.98
3.21,3.15,3.5,25.42,19.05
3.23,3.0,3.51,20.89,30.04
3.36,3.33,3.43,29.86,21.36
3.45,2.67,3.73,31.16,21.41
3.38,2.9,3.76,30.97,25.41
3.24,2.74,3.66,31.38,19.22
2.58,2.68,3.32,25.68,29.78
3.42,2.79,3.59,33.38,19.59
3.21,2.99,3.51,27.68,30.79
2.69,2.77,3.65,22.17,30.67
2.48,2.71,3.35,29.66,31.61
2.8,2.61,3.57,30.45,31.17
2.23,2.9,3.23,22.97,31.21
2.2,2.9,3.48,19.89,19.21
2.03,2.63,3.26,32.52,32.03
2.4,2.8,3.51,25.34,32.67
2.94,2.88,3.35,20.76,20.52
2.24,2.66,3.22,27.17,21.03
2.76,3.03,3.62,20.27,32.47
3.18,2.96,3.58,24.93,31.74
2.87,2.94,3.59,34.74,22.79
2.22,3.44,3.27,31.99,31.66
2.08,3.5,3.62,22.71,28.78
2.06,3.64,3.45,32.05,29.16
2.21,3.52,3.7,30.14,29.02
2.16,3.79,3.49,32.31,32.15
2.32,2.69,3.47,25.59,29.62
2.05,2.69,3.75,31.23,29.77
2.04,2.69,3.34,19.78,29.14
2.07,2.79,3.47,25.65,30.4
2.24,2.68,3.55,22.13,30.48
2.37,3.03,3.38,34.13,31.55
3.68,2.84,3.24,20.98,32.37
2.95,2.94,3.62,20.09,31.23
3.06,3.11,3.42,19.42,30.86
3.35,3.11,3.32,30.02,33.36
2.48,3.27,3.24,26.84,20.57
2.34,3.07,3.25,19.89,23.35
2.46,3.24,3.73,24.34,30.35
2.49,3.38,3.31,21.67,28.84
3.38,2.92,3.64,19.93,20.72
3.45,2.7,3.61,19.68,31.9
2.51,2.79,3.72,20.14,30.07
2.51,2.99,3.71,27.17,31.3
2.42,2.96,3.57,28.59,19.69
2.1,2.73,3.65,19.85,25.76
2.36,2.92,3.49,28.61,26.03
2.46,2.7,3.54,20.89,19.62
3.48,2.77,3.72,31.09,23.48
3.31,2.82,3.62,20.34,22.13
2.54,2.78,3.22,21.22,31.8
2.49,2.74,3.55,28.13,18.96
2.48,2.95,3.29,19.23,30.38
2.46,2.69,3.35,30.7,32.18
2.45,2.94,3.39,30.69,30.75
2.96,3.04,3.24,24.85,23.48
2.56,2.77,3.41,25.66,21.0
2.61,2.96,3.46,21.09,20.66
2.38,2.95,3.65,21.57,32.16
2.41,3.46,3.46,25.74,19.48
2.47,3.04,3.57,22.41,28.14
2.51,3.21,3.61,19.53,19.84
2.52,3.09,3.5,22.67,19.59
2.54,3.35,3.55,21.98,28.41
3.39,3.05,3.4,31.11,22.57
3.17,3.38,3.48,25.96,25.61
3.13,2.92,3.47,21.97,29.4
2.48,3.38,3.49,22.0,27.99
3.28,3.32,3.42,25.03,24.5
2.65,3.34,3.46,22.2,24.11
3.16,3.31,3.3,27.63,26.39
3.24,2.97,3.71,25.68,20.94
2.71,2.7,3.62,23.74,23.38
2.63,3.05,3.47,20.7,21.42
2.83,3.11,3.33,19.91,27.66
2.51,3.32,3.69,25.02,19.18
3.37,3.37,3.66,20.84,33.36
3.17,3.65,3.46,19.23,30.84
2.45,3.9,3.64,21.66,29.4
2.36,3.69,3.64,21.46,33.09
2.35,3.67,3.53,25.11,24.68
2.78,3.75,3.51,30.6,20.05
2.24,2.83,3.77,21.5,31.64
2.63,2.69,3.68,28.03,29.57
2.06,2.8,3.76,34.05,31.66
2.04,2.66,3.74,22.48,33.53
2.05,2.8,3.66,23.97,19.18
2.04,3.21,3.33,29.99,29.15
2.02,3.14,3.61,21.41,29.31
2.07,2.73,3.3,21.57,29.94
2.24,2.95,3.75,20.32,27.08
2.17,2.67,3.85,28.12,31.68
2.13,2.95,2.63,19.11,19.02
2.15,2.73,3.7,21.16,19.67
2.07,3.06,3.69,24.79,23.67
2.07,3.1,3.53,19.28,19.12
2.29,2.76,3.66,19.48,19.58
2.24,2.73,3.76,19.93,20.23
3.45,2.8,3.62,20.63,22.75
3.28,2.74,3.59,20.9,31.5
3.39,2.71,3.58,26.87,29.55
3.3,2.75,3.73,19.8,19.53
3.4,3.11,3.58,19.3,19.4
3.2,2.83,3.54,21.02,19.48
3.04,2.69,3.59,32.33,30.79
3.48,2.66,3.74,20.21,25.2
2.5,2.92,3.77,21.29,31.59
3.27,2.83,3.68,20.6,20.74
2.74,2.67,3.48,29.77,19.6
3.38,2.87,3.66,31.66,30.17
2.61,2.7,3.7,32.08,26.32
3.43,2.74,3.63,34.54,31.34
2.58,2.89,3.58,21.68,28.76
3.29,3.27,3.75,27.03,20.68
3.37,2.87,3.77,20.54,19.04
3.1,2.86,3.57,21.05,29.62
3.43,2.99,3.74,19.17,27.74
2.59,2.95,3.47,20.59,26.34
3.24,2.82,3.43,25.36,24.55
3.48,2.95,3.35,19.11,19.36
2.66,2.9,3.63,20.17,27.71
3.38,2.84,3.38,21.22,30.21
3.31,3.12,3.57,26.43,29.11
3.13,2.77,3.55,25.99,21.03
3.27,3.06,3.53,30.61,27.05
3.34,3.28,3.69,21.95,32.56
3.46,3.02,3.59,30.97,19.59
2.57,2.81,3.36,22.98,30.9
3.22,2.76,3.7,24.17,24.34
3.16,3.32,3.49,25.55,31.43
3.51,2.85,3.46,32.3,33.35
3.22,3.74,3.67,19.28,31.46
3.48,2.83,3.73,24.52,30.16
3.43,3.08,3.46,33.45,32.41
3.36,3.15,3.49,30.33,19.68
3.42,4.1,3.53,25.27,24.17
3.25,3.7,3.54,19.37,30.02
3.28,3.69,3.68,21.51,33.12
3.3,3.77,3.6,21.88,32.44
3.22,3.81,3.33,19.89,31.79
3.45,2.81,3.49,26.18,30.82
3.4,3.93,3.54,20.91,28.22
3.41,2.78,3.73,21.9,29.9
3.18,2.92,3.68,23.38,30.17
3.31,2.92,3.63,25.76,20.39
3.54,2.8,3.52,21.6,30.62
3.41,5.39,3.67,21.24,20.7
3.35,3.04,3.61,31.25,19.68
3.32,2.95,3.38,19.34,29.83
3.53,2.83,3.5,30.91,20.3
2.78,3.2,3.51,22.3,30.94
2.98,2.9,3.68,20.26,29.09
2.32,3.04,3.63,20.52,25.31
2.95,3.04,3.71,25.38,29.46
3.12,3.22,3.64,19.02,25.17
2.25,3.88,3.6,19.78,21.38
3.4,3.54,3.68,19.84,30.4
2.67,3.49,3.71,24.65,19.37
2.61,3.81,3.72,20.04,29.24
2.48,2.97,3.62,19.73,25.19
2.14,2.83,3.54,19.08,31.03
2.24,2.89,3.42,19.43,30.22
2.89,2.67,3.46,27.02,28.87
2.96,3.04,3.62,32.12,25.54
2.15,2.59,3.67,20.02,23.37
2.69,3.12,3.26,19.57,20.2
2.75,3.2,3.45,20.9,26.76
3.25,2.62,3.58,19.73,27.05
3.42,2.56,3.48,32.6,24.73
3.46,2.63,3.75,31.77,19.79
3.32,2.58,3.68,31.23,20.01
3.36,2.6,3.8,20.87,18.84
3.35,2.54,3.62,25.0,24.23
3.38,2.87,3.63,32.38,25.07
2.39,2.65,3.76,21.02,21.51
2.16,2.66,3.55,29.93,19.95
3.13,2.76,3.71,31.55,19.08
3.49,3.08,3.55,29.93,30.81
2.59,2.88,3.63,31.62,20.35
2.37,3.03,3.52,33.77,25.9
2.36,2.83,3.48,31.57,24.05
3.49,2.94,3.4,29.62,31.58
3.16,2.84,3.53,20.05,27.31
2.94,2.73,3.46,20.84,23.98
2.11,2.8,3.46,24.31,28.21
2.42,3.01,3.46,19.81,25.48
3.06,3.32,3.24,32.54,30.5
2.44,2.86,3.26,20.01,19.83
2.78,2.93,3.56,20.47,25.79
2.79,3.22,3.46,20.05,30.53
2.08,3.14,3.44,21.15,24.2
3.18,2.99,3.58,26.58,20.57
3.36,2.66,3.31,20.15,21.84
3.23,3.4,3.31,19.47,23.7
2.86,2.63,3.33,20.91,31.86
3.21,2.79,3.5,20.69,21.37
2.59,2.65,3.58,19.68,24.48
2.11,2.98,3.44,19.86,19.65
3.53,3.03,3.55,32.02,25.87
2.51,2.81,3.57,26.33,21.01
2.04,2.75,3.83,32.41,19.62
3.43,2.69,3.39,20.35,24.02
2.83,2.83,3.38,22.57,22.41
2.26,2.63,3.33,24.33,23.06
3.14,3.02,3.36,20.68,18.99
2.08,2.73,3.34,20.87,23.8
2.39,2.65,3.21,19.9,19.48
2.15,2.73,3.37,19.27,26.89
2.22,2.65,3.47,25.09,25.79
2.33,2.59,3.66,19.43,26.58
2.63,2.67,3.33,28.46,26.33
2.99,2.98,3.58,26.61,26.44
3.35,2.58,3.36,25.44,30.25
2.65,2.71,3.51,21.65,26.5
2.82,2.85,3.47,34.37,31.17
2.52,3.11,3.68,20.09,30.99
2.86,2.94,3.52,19.94,29.82
2.95,2.71,3.66,19.63,26.25
2.12,2.66,3.63,20.72,23.65
2.13,2.75,3.61,19.13,24.36
3.08,2.69,3.65,19.48,19.84
2.32,3.07,3.54,32.52,30.8
3.28,3.07,3.53,21.64,24.95
3.4,2.68,3.54,30.18,26.81
3.14,2.74,3.46,32.45,26.54
2.42,2.62,3.53,24.78,23.99
3.19,2.87,3.52,33.02,29.06
2.63,2.69,3.19,20.81,29.08
2.26,2.82,3.51,19.67,23.31
3.15,2.65,3.68,21.37,24.4
3.02,2.73,3.65,19.97,26.15
2.69,2.66,3.56,29.79,23.67
3.39,2.95,3.6,29.22,26.75
2.32,3.06,3.51,25.61,32.83
2.25,2.97,3.58,30.25,27.87
3.3,2.6,3.68,21.21,21.77
2.23,2.74,3.56,31.56,23.81
3.49,2.87,3567.83,26.77,24.35
3.39,3.32,3.64,31.45,22.87
2.35,2.73,3.62,20.89,29.89
3.3,2.63,3.34,27.78,25.29
3.06,2.72,3.64,31.92,28.4
3.23,2.73,3.59,21.91,25.94
3.27,2.88,3.68,25.34,19.19
3.28,2.73,3.61,19.52,24.26
2.38,2.96,3.39,30.08,24.02
3.35,2.7,3.37,26.23,25.66
2.92,3.21,3.72,18.88,30.69
2.88,2.95,3.29,20.56,27.54
2.31,2.72,3.68,19.95,25.78
2.39,2.7,3.39,19.19,31.01
2.25,2.77,3.33,25.54,25.89
2.35,3.09,3.43,19.13,25.81
3.13,2.71,3.55,19.13,30.84
2.21,3.2,3.47,26.18,26.97
3.18,3.02,3.51,20.25,24.45
3.42,2.65,3.72,20.78,31.17
2.87,2.94,3.69,23.88,31.69
3.46,2.87,3.63,30.94,31.13
2.25,2.65,3.49,20.46,29.91
2.21,2.7,3.78,24.47,30.79
3.49,3.02,3.7,31.03,31.23
3.31,2.8,3.47,19.75,29.33
3.24,2.77,3.69,26.07,33.51
