x25519,x25519_mlkem512,mlkem512,x25519_hqc128,hqc128
13.80,14.53,14.01,15.58,16.10
14.98,14.86,14.44,15.35,15.94
13.16,13.37,13.25,18.58,15.04
13.51,14.35,13.77,16.02,15.90
15.17,14.90,14.39,14.63,15.15
14.89,12.33,12.88,15.76,15.51
15.16,12.65,13.84,16.05,14.79
12.50,13.00,13.84,15.17,15.19
13.41,15.00,14.59,15.70,15.39
14.60,12.80,12.68,15.80,15.39
12.32,14.41,14.72,15.52,15.43
13.78,13.87,12.07,15.55,15.64
14.00,17.19,13.25,19.19,14.61
12.60,15.30,12.10,15.92,15.80
13.03,13.54,15.76,15.26,15.15
16.44,15.25,15.96,15.47,15.65
15.20,15.86,14.90,14.98,15.05
15.64,13.83,16.38,15.52,15.75
14.88,14.65,16.76,14.59,15.17
12.33,17.40,15.21,15.60,15.21
12.80,15.32,17.32,15.94,15.51
15.09,12.70,14.49,15.04,15.01
17.17,14.92,12.98,14.83,14.55
14.61,17.02,17.06,15.35,15.72
17.19,14.09,17.41,15.53,15.33
16.67,17.79,16.34,15.09,15.64
16.00,13.80,13.97,15.86,15.54
12.57,14.37,16.68,15.38,15.36
14.07,16.83,16.56,19.39,15.36
17.30,17.74,16.34,15.35,16.39
17.30,15.27,13.64,15.72,14.88
15.37,13.93,12.13,15.39,14.97
12.55,12.64,13.32,15.30,16.88
15.19,11.93,14.19,15.44,14.98
12.25,13.03,13.18,15.41,15.68
14.51,13.18,16.36,14.80,14.92
13.44,14.21,15.71,15.83,15.65
16.19,14.22,16.30,16.43,15.00
14.30,13.31,17.13,15.37,15.67
15.36,14.81,15.15,15.80,16.74
16.41,14.62,16.98,15.64,14.77
11.64,14.69,14.11,15.97,16.09
14.30,14.18,12.37,15.15,15.60
17.33,14.97,12.00,15.49,15.39
16.61,14.14,13.84,14.83,14.85
15.40,12.52,12.85,15.36,15.07
13.27,13.95,13.32,15.65,15.35
17.41,13.97,16.73,15.39,15.11
12.73,14.58,16.34,15.04,15.43
