sig_alg,kem_alg,n_exec,mean_ssl_connect_ms,sd_ssl_connect_ms,median_ssl_connect_ms,q1_ssl_connect_ms,q3_ssl_connect_ms,iqr_ssl_connect_ms,min_ssl_connect_ms,max_ssl_connect_ms,mean_handshake_ms,sd_handshake_ms,median_handshake_ms,q1_handshake_ms,q3_handshake_ms,iqr_handshake_ms,min_handshake_ms,max_handshake_ms,mean_crypto_ms,sd_crypto_ms,median_crypto_ms,q1_crypto_ms,q3_crypto_ms,iqr_crypto_ms,min_crypto_ms,max_crypto_ms,mean_crypto_pct,mean_crypto_pct_min,mean_crypto_pct_max
mldsa44,x25519,100,"7,21","1,09","6,91","6,55","7,48","0,93","6,08","13,31","7,42","1,12","7,09","6,75","7,74","1,00","6,26","13,71","2,91","0,46","2,79","2,63","3,07","0,44","2,37","5,22","40,37","34,32","49,07"
mldsa44,mlkem512,100,"7,79","0,85","7,71","7,09","8,27","1,18","6,48","10,62","8,00","0,87","7,93","7,31","8,52","1,21","6,69","10,86","3,53","0,48","3,45","3,16","3,79","0,64","2,76","5,33","45,28","40,71","50,92"
mldsa44,hqc128,100,"25,83","3,23","25,05","24,31","25,95","1,64","22,76","48,40","26,06","3,27","25,26","24,49","26,17","1,68","22,95","48,81","14,20","2,08","13,64","13,24","14,31","1,07","12,49","26,86","54,88","49,16","63,92"
mldsa65,x448,100,"8,31","1,17","7,98","7,58","8,79","1,21","6,73","13,92","8,51","1,20","8,21","7,76","9,02","1,26","6,89","14,16","3,57","0,59","3,49","3,20","3,75","0,55","2,78","6,57","42,89","34,48","55,27"
mldsa65,mlkem768,100,"7,84","1,01","7,68","7,29","8,07","0,79","6,46","13,45","8,05","1,04","7,88","7,47","8,27","0,80","6,61","13,78","3,58","0,48","3,56","3,26","3,69","0,43","2,86","6,17","45,68","39,08","51,19"
mldsa65,hqc192,100,"61,59","4,43","60,25","58,91","62,02","3,11","56,71","79,41","61,80","4,43","60,48","59,14","62,22","3,08","56,88","79,60","34,63","3,20","33,67","32,77","35,28","2,52","31,63","50,71","56,21","44,33","64,14"
mldsa87,P-521,100,"18,71","1,80","18,10","17,65","18,94","1,29","16,92","25,25","18,95","1,84","18,30","17,84","19,19","1,34","17,11","25,68","8,74","0,79","8,53","8,21","8,94","0,73","7,94","12,48","46,81","37,20","56,19"
mldsa87,mlkem1024,100,"8,63","0,85","8,47","7,99","9,18","1,20","7,29","10,86","8,84","0,87","8,68","8,19","9,42","1,23","7,45","11,08","3,93","0,43","3,88","3,60","4,22","0,62","3,29","4,91","45,53","41,96","51,99"
mldsa87,hqc256,100,"105,58","8,26","103,03","100,78","106,86","6,08","97,92","144,12","105,81","8,27","103,25","100,96","107,11","6,15","98,08","144,46","60,58","6,30","58,50","57,37","61,30","3,93","55,42","91,76","57,31","51,44","64,81"
