x25519,x25519_mlkem512,mlkem512,x25519_hqc128,hqc128
2.43,,4.11,,10.82
2.41,,2.90,,10.37
2.59,,2.70,,10.61
3.11,,4.44,,10.52
2.40,,3.17,,10.62
2.32,,2.89,,11.24
2.39,,2.73,,12.03
2.70,,2.97,,11.10
2.75,,2.66,,11.15
2.39,,2.78,,10.61
4.39,,2.99,,10.96
4.56,,2.84,,10.48
3.99,,2.58,,9.73
2.51,,2.63,,10.48
2.48,,3.46,,10.58
2.42,,2.80,,10.89
2.63,,2.70,,9.64
4.38,,4.92,,10.77
2.31,,2.60,,10.16
2.29,,3.79,,10.76
2.36,,2.66,,10.58
2.96,,2.72,,22.94
2.61,,2.75,,10.25
2.75,,2.79,,10.01
2.58,,2.99,,27.23
2.86,,5.35,,26.23
2.52,,2.89,,12.05
2.60,,3.16,,30.59
2.29,,3.32,,17.60
3.55,,3.54,,11.40
3.17,,2.63,,17.01
3.24,,2.51,,12.51
2.54,,2.64,,10.40
2.28,,2.53,,11.53
2.58,,3.40,,10.10
2.33,,2.89,,10.22
2.54,,4.03,,10.36
4.24,,2.69,,9.95
2.26,,2.88,,10.21
2.88,,2.74,,11.14
2.66,,4.06,,10.34
2.80,,2.66,,10.81
2.49,,3.06,,17.16
2.38,,3.19,,11.60
2.53,,2.65,,13.27
3.03,,2.75,,26.53
2.53,,3.59,,12.65
2.51,,2.88,,11.29
4.33,,,,10.50
