x25519,x25519_mlkem512,mlkem512,x25519_hqc128,hqc128
10.34,,2446.16,,8216.45
8.35,,10.41,,2230.99
8.85,,4786.98,,1111.23
9.15,,25.82,,4469.84
12.42,,5890.66,,7849.69
14.07,,4274.01,,38.50
10.31,,9.53,,3067.45
11.38,,5887.47,,2351.19
11.29,,9.19,,2125.44
11.28,,2091.71,,2119.82
9.01,,7979.91,,6143.49
9.76,,13287.14,,26.79
9.63,,2313.95,,4614.34
10.39,,7329.05,,2104.96
10.00,,2204.15,,3564.13
9.48,,8.41,,2275.45
10.47,,17.14,,30.98
8.58,,4278.69,,6119.82
12.83,,4409.64,,4723.27
8.98,,25.49,,2294.29
10.06,,4644.90,,29.28
13.47,,10.16,,3316.38
10.50,,12.04,,5033.15
10.93,,4428.08,,2112.22
10.39,,6647.06,,4218.45
10.42,,9.80,,16.89
12.55,,2300.93,,1177.74
17.13,,8312.16,,3629.42
11.98,,9.81,,1060.01
10.87,,5179.23,,4076.00
10.41,,27.62,,2459.15
9.95,,9.62,,4314.38
10.91,,2521.89,,6958.93
9.00,,2331.88,,18.25
9.45,,9.14,,8619.93
8.90,,2302.09,,4781.33
11.50,,2437.27,,18441.71
11.54,,2060.70,,4337.57
10.61,,7968.12,,17.07
11.05,,2322.28,,18.06
10.30,,3738.64,,2165.17
9.04,,10.43,,4089.72
8.81,,5712.29,,16.64
9.21,,1969.92,,1166.92
10.06,,4752.55,,4228.89
8.51,,6847.78,,18.62
10.50,,2306.41,,1164.00
9.69,,10.58,,
10.06,,,,
