iter,ms
1,3.914
2,4.036
3,4.211
4,4.178
5,4.480
6,4.828
7,4.183
8,4.420
9,4.481
10,4.483
11,4.453
12,4.248
13,4.304
14,4.416
15,4.466
16,4.493
17,4.534
18,4.431
19,4.465
20,4.542
21,4.485
22,4.522
23,4.517
24,4.611
25,4.592
26,4.648
27,4.618
28,4.757
29,4.739
30,4.518
31,4.590
32,4.481
33,4.607
34,4.378
35,4.580
36,4.477
37,4.507
38,4.540
39,4.603
40,4.647
41,4.752
42,4.708
43,4.754
44,4.715
45,4.522
46,4.590
47,4.556
48,4.457
49,4.388
50,4.301
51,4.328
