iter,ms
1,7.062
2,7.321
3,7.222
4,7.271
5,7.052
6,7.138
7,6.867
8,7.098
9,7.192
10,7.353
11,7.173
12,7.291
13,6.796
14,6.735
15,7.095
16,7.130
17,7.030
18,6.968
19,6.992
20,7.162
21,7.137
22,7.002
23,7.090
24,6.920
25,7.039
26,7.077
27,6.969
28,7.088
29,6.995
30,7.247
31,6.981
32,7.052
33,7.168
34,7.065
35,7.088
36,6.980
37,6.957
38,7.229
39,7.078
40,6.945
41,6.949
42,6.799
43,6.914
44,6.753
45,6.749
46,6.976
47,6.922
48,6.894
49,6.821
50,6.893
51,6.898
