iter,ms
1,3.798
2,3.976
3,4.331
4,4.285
5,4.784
6,4.428
7,4.406
8,4.477
9,4.390
10,4.482
11,4.528
12,4.492
13,4.633
14,4.682
15,4.633
16,4.668
17,4.525
18,4.682
19,4.607
20,4.487
21,4.487
22,4.489
23,4.452
24,4.776
25,4.661
26,4.733
27,4.889
28,4.705
29,4.729
30,4.413
31,4.218
32,4.337
33,4.435
34,4.422
35,4.672
36,4.663
37,4.679
38,4.580
39,4.397
40,4.393
41,4.543
42,4.414
43,4.649
44,4.731
45,4.641
46,4.375
47,4.372
48,4.377
49,4.233
50,4.489
51,4.401
